信口开喝,信口开河
精彩,精粹
言不由中,阳奉阴违
秀丽,美艳
鸡皮鹤发,鸡肤鹤发
鹰睃狼顾,鹰视狼顾
严紧,紧密
业务,交易
聚拢,集合
月尾,月终
侠肝义胆,见义勇为
嫁狗逐狗,嫁鸡逐鸡
简明扼要,言简意赅
延颈举踵,延颈企踵
嘻皮笑脸,嬉笑怒骂
举世瞩目,引人注目
摩登,美丽
新人,新秀
稀少,稀有
一无所得,一无所获
雍容尔雅,雍容闲雅
哀愁,忧愁
精通,醒目
精制,精细
悠然自得,欣然自得
运斤成风,运用自如
息灭,消亡
日中则昃,日中必移
机敏,机灵
哑口无言,目瞪口呆
巡查,巡逻
允许,容许
敬爱,景仰
哀丝豪竹,哀感顽艳
一册,一本
妙想天开,异想天开
许久,迂久
俊美,美丽
鸡飞狗窜,鸡飞狗走
一蹴而就,欲速不达
仙逝,牺牲
以邻为壑,嫁祸于人
寂然无声,鸦雀无声
依照,按照
敬服,爱戴
冉冉,慢慢
寂寞,寂然
下气怡声,下气怡色
以德报怨,以直抱怨
日历,日期
一客不烦两家,一客不烦二主
消息,音讯
义无返顾,勇往直前
意愿,愿望
缉拿,缉捕
语重心长,语重情深
喜悦,欣喜
忙乱,热闹
日和风暖,日暖风恬
引人注目,惹人注目
减价,降价
依本画葫芦,依样葫芦
目迷五色,眼花撩乱
聚会,聚集
接连不断,源源不断
傲头傲脑,桀骜不驯
喜爱,热爱
捐躯,献身
井井有序,井然有序
一厢情愿,如意算盘
面誉背毁,面誉背非
弦外之意,弦外有音
休战,息兵
接收,接纳
荆棘塞途,荆棘载途
一张一弛,以逸待劳
遗志,遗愿
截发留宾,截发锉藳
一曝十寒,有始无终
教师,教授
援救,救济
弥天大谎,漫天大谎
消亡,淹没
于是,因此
意气风发,英姿飒爽
允诺,应允
悬念,系缚
卖俏行奸,卖俏迎奸
戢鳞委翅,戢鳞潜翼
弥山亘野,弥山遍野
慢条斯礼,慢腾斯礼
兴亡,兴盛
末了,末端
销声匿迹,销声敛迹
倚门卖俏,卖俏倚门
艰苦,艰辛
遗址,遗迹
野心勃勃,雄心勃勃
惊异,讶异
愚笨,鸠拙
朽木难雕,朽棘不雕
以理服人,言之成理
学如登山,学如穿井
假如,假设
意气相倾,意气相投
日上三竿,日高三丈
蓄意,阴谋
喜眉笑眼,笑逐颜开
聚集,集合
余烬复起,卷土重来
依依惜别,依依难舍
希奇,稀少
人缘,缘分
敬而远之,敬若神明
已成定局,木已成舟
明哲保身,见死不救
言而有信,言行一致
杳如黄鹤,杳无消息
遗簪坠履,遗簪堕履
结驷列骑,结驷连骑
军人,甲士
消弭,解除
凶信,凶讯
接二连三,接踵而至
一无所知,一问三不知
暗地,暗自
弱不禁风,弱不胜衣
精粹,精美
愚昧,蒙昧
一暴十寒,有始无终
行色仓皇,行色匆匆
嘉勉,奖励
没上没下,没大没小
怨天尤人,怨天忧人
阎君,阎罗
嚚猾,阴险
见德思齐,见贤思齐
翱游,遨游
矮人观场,矮子看戏
愚昧,愚蠢
傲慢,骄气
巡察,巡缉
坚持不懈,坚韧不拔
因敌为资,因敌取资
言近意远,言近旨远
夭桃秾李,夭桃襛李
交恶,决裂
形象,景色
如岳临渊,岳峙渊渟
弦外之意,弦外之音
积雪囊萤,聚萤映雪
一呼百应,响应风从
演员,艺人
揶揄,讥笑
井蛙语海,夜郎自大
傲睨一世,傲睨一切
洋化,西化
严密,细密
奸滑,奸诈
削足适履,截趾适履
美观,面子
学堂,学塾
颐性养寿,颐神养寿
安然若素,漠然置之
一网尽扫,一网打尽
美好,美满
序论,引子
薏苡之谗,薏苡之谤
小心翼翼,敬小慎微
欣赏,鉴赏
凶人,凶徒
以屈求伸,以攻为守
下葬,埋葬
毛病,瑕玷
马入华山,马放南山
鸦雀无声,鸦默雀静
序文,序言
用心,认真
永世,永久
兴高采烈,满面春风
奸诈,阴毒
黯淡无光,黯然无光
让与,让渡
坚定不移,坚忍不拔
奄奄一息,没精打采
聚萤映雪,集萤映雪
没落,消逝
名不副实,名过其实
兴邦立国,安邦兴国
密友,心腹
假如,要是
勉为其难,游刃有余
新居,新房
精湛,精熟
一下子,一会儿
掩蔽,掩藏
仰仗,依靠
惊心动魄,毛骨悚然
心口不一,虚情假意
渔利,牟利
日不移影,日不移晷
遗愿,遗言
延续,接连
以戈舂黍,以锥餐壶
掩护,掩饰
秀美,秀雅
阴毒,险诈
憬悟,觉悟
目生,陌生
敬授人时,敬授民时
一清二楚,一目了然
就任,就职
心折首肯,心服首肯
衣架饭囊,酒囊饭袋
结草衔环,饮水思源
如不胜衣,弱不禁风
掩人耳目,欲盖弥彰
安静,默默
热沈,热诚
先辈,先进
一针见血,有的放矢
懊丧,沮丧
人文主义,人道主义
目不斜视,目不邪视
倔强,坚决
忧伤,忧郁
媒婆,牙婆
面子,颜面
原址,旧址
今天,即日
艰难,麻烦
教师,西席
价值连城,稀世之宝
安详,祥和
桀敖不驯,桀骜不驯
井然有序,有条不紊
雪案萤灯,雪案萤窗
选取,选用
妙技,技能
茅屋,茅庐
需求,须要
一文不名,一穷二白
莺吟燕舞,莺歌燕舞
爱人好士,爱才好士
没精打采,精疲力竭
野无遗才,野无遗贤
九泉,阴曹
明察暗访,暗察明访
巨头,巨擘
一叶障目，不见森林,一叶障目，不见泰山
寄象鞮译,象寄译鞮
计划,计议
模模糊糊,隐隐约约
效忠,效愚
兴味盎然,兴趣盎然
渺小,眇小
伎俩,技巧
狭小,狭窄
名山大川,名胜古迹
休戚与共,血肉相连
坚忍,将强
吁请,哀求
任末苦学,酒囊饭袋
漫步,闲步
加剧,加重
向壁虚构,向壁虚造
灭火,熄灭
假如,假诺
入不敷出,寅吃卯粮
敬爱,热爱
优美,精美
幸福,美满
见地,见识
一通百通,迎刃而解
居心不良,心怀鬼胎
面容,面目
乡村,乡间
惊慌失措,面无人色
一败涂地,一蹶不振
迷离徜恍,迷离惝恍
有言在先,有言在前
满堂彩,满堂红
郢人斤斫,郢人运斧
消息,音问
九死无悔,坚持不懈
养痈成患,养痈遗患
集中,鸠集
意意似似,意意思思
义正词严,言之成理
悠久,漫长
心惊肉跳,心胆俱裂
一举两得,一石二鸟
有气无力,没精打彩
原形,酒精
晶体,鉴戒
应接,接待
抑郁,解㑊
就义,捐躯
目瞪口呆,目瞪口歪
竣事,结束
如斯,如此
惊心动魄,惊魂动魄
以邻为壑,引咎自责
鱼死网破,鹬蚌相争
喜事,喜讯
兴趣,有趣
闲话,闲谈
急若流星,日行千里
计算,预备
接收,经受
兴微继绝,兴灭继绝
监督,监视
交运,行运
眼光,见识
与世无争,安分守己
俊俏,俊美
目定口呆,目瞪口张
暗昧,暧昧
蔑视,藐视
娴静,爱静
美好,美妙
一呼百应,应者云集
安宁,幽静
今是昔非,今是昨非
缄口不言,默默无言
民和年丰,民和年稔
言而无信,言行不一
奄奄一息,间不容发
闲言碎语,闲言长语
先入为主,先入之见
移天换日,移花接木
有益,蓄意
序言,绪言
民胞物与,爱屋及乌
惹人耳目,瞒上欺下
机智,机灵
荆棘丛生,荆棘载途
应有尽有,面面俱到
希世之宝,希世之珍
尽头,极度
显目,显眼
偃武修文,偃武行文
安家乐业,安身乐业
依旧,依然
教学,教悔
建立,建造
心领意会,心领神会
心慌意乱,意乱心忙
精致,精良
门可罗雀,门庭若市
就地,马上
安然无事,安然无恙
秀丽,秀美
如芒刺背,如芒在背
相聚,集中
优患,忧虑
紧急,袭击
希罕,稀疏
忍饥受饿,忍饥挨饿
惊愕失色,惊慌失措
精诚贯日,精贯白日
瞒上欺下,瞒天过海
运筹决策,运筹演谋
秘密,阴事
俭约,节省
押解,押送
样貌,面貌
满足,餍足
暗淡,暗澹
交口称赞,有口皆碑
摇头摆脑,摇头晃脑
若即若离,若存若亡
一言九鼎,金口玉言
日暮途穷,日薄西山
信奉,信念
远离,远隔
闷闷不乐,黯然神伤
俭朴,节减
救济,营救
叫嚣,叫嚷
名扬四海,名满天下
愚昧,鸠拙
俊秀,美丽
习俗,民俗
援助,救援
兴旺,掘起
尽收眼底,映入眼帘
舆情,议论
润色,润饰
相当,相等
云屯雨集,云屯雾集
阿其所好,阿谀奉承
弥留之际,日落西山
喜上眉梢,喜眉笑眼
仰制,按捺
人山人海,熙来攘往
软硬兼施,软磨硬泡
消灭,解除
机关,陷阱
惊悸,惊慌
优伶,演员
皎白,结拜
遐迩著闻,遐迩闻名
兴味,兴趣
寓目,阅览
喜悦,欣忭
业峻绩鸿,业峻鸿绩
敬佩,热爱
荆棘满途,荆棘载途
敬爱,爱惜
一心二意,见异思迁
优伶,艺人
遗簪坠珥,遗簪堕珥
精明,精通
坚苦,艰辛
铭刻心骨,铭心镂骨
一起,一道
原因,原由
接待,迎接
依赖,依附
若即若离,貌合神离
倚官仗势,倚官挟势
俊美,秀丽
以战去战,以杀去杀
与世无争,安贫乐道
觊幸,觊觎
永逝,诀别
面缚舆榇,面缚衔璧
聚集,蚁合
坚如盘石,坚如磐石
骄矜,骄贵
雄伟,雄壮
蚁合,集中
暗害,暗算
愚见,谬论
济困扶危,锦上添花
假如,如果
遗簪弊履,遗簪弊屦
教授,教练
目无余子,目空四海
居心,有益
积蓄,积贮
夜郎自大,目无余子
依然如故,原封不动
目眩,眼花
一目十行,一目数行
抑郁,郁闷
假使,即使
一劳久逸,一劳永逸
印油,印泥
夜晚,星夜
消失,磨灭
沐雨栉风,沐雨梳风
依然,已经
样子,模样
安乐,安泰
纠纷,纠缠
先知先觉,先见之明
希冀,希望
民俗,民风
燕舞莺歌,莺歌燕舞
荣耀,荣誉
一孔之见,一得之见
接续,继续
截止,截至
举目无亲,踽踽独行
泾渭不分,莫伪莫辨
仰制,禁止
意图,意愿
与民同乐,与民更始
目所未睹,见所未见
修长,细长
架词诬控,血口喷人
简洁,精炼
安闲,闲静
严峻,严酷
胸有定见,胸有成竹
眷恋,眷顾
相合,相投
奸诈,阴恶
原意,应许
一孔之见,一知半解
噤若寒蝉,默默无声
越俎代庖,越职代理
一目了然,一览无遗
形色,描写
言不由衷,言行不一
小节,末节
亚肩迭背,挨肩叠背
暗淡,黯澹
妙不可言,妙趣横生
明后,晶莹
眠花宿柳,眠花藉柳
邪路,邪道
嚚猾,狡滑
决绝,拒绝
远涉重洋,远走高飞
兴致,兴趣
狡如脱兔,矫若游龙
鱼龙曼羡,鱼龙曼衍
一丝不苟,一板一眼
忧心如焚,郁郁寡欢
一狐之掖,一狐之掖
接济,援助
效仿,模仿
谋为不轨,谋图不轨
军书,羽檄
原宥,见谅
抉目吴门,抉目悬门
剧烈,猛烈
买牛息戈,卖剑买牛
目不知书,目不识书
安插,安顿
聚积,集中
意见,见地
一伙,迷惑
假充,假意
淫亵,淫媟
以莛扣钟,以莛撞钟
骄奢放逸,骄奢淫泆
宣教,宣道
日旰不食,日旰忘食
迷失,迷离
一语破的,一针见血
机关,结构
小家子气,小手小脚
严重,紧张
寻找,寻觅
凶险,阴毒
一丝一毫,九牛一毛
买卖,贸易
逸闻琐事,逸闻轶事
喧嚷,热闹
勇敢,英勇
遥呼相应,遥相呼应
禁止,禁绝
容貌,面目
一星半点,一点半点
忧郁,忧闷
安闲,闲散
僬侥,矮子
一败如水,一蹶不振
日日夜夜,每天每夜
一手包办,一手遮天
一五一十,一清二楚
杳无音信,音信杳无
袖手神算,锦囊妙计
京师,宇下
运行,运转
检修,检验
精心,经心
余暇,悠闲
狡滑,险诈
哑子做梦,哑子寻梦
迷奚,迷希
迷惑,迷茫
敬终慎始,谨小慎微
以退为进,掩人耳目
没精打采,精疲力尽
英姿勃勃,英姿飒爽
凶险,险恶
夜以继日,熬更守夜
友情,友谊
精力,精神
军舰,艨艟
意向,梦想
济困扶危,雪中送炭
降临,驾临
秘诀,诀要
举动,举止
名实难副,名过其实
一举万里,一举千里
精神奕奕,精神焕发
日薄西山,江河日下
以夷制夷,以夷治夷
借据,借条
运拙时乖,运拙时乖
兴旺,兴盛
积累,蕴蓄堆积
人山人海,熙熙攘攘
卷甲韬戈,案兵束甲
行李,行装
严俊,严格
接连不断,绵绵不绝
见兔顾犬,迷途知返
原因,缘由
聚合,蚁合
安危,安抚
冥思苦想,冥思苦索
义兵,义师
消磨,消耗
消亡,灭亡
贻害无穷,遗祸无穷
入室操戈,陷子之盾
秀气,秀美
人心惟危,居心叵测
门口罗雀,门堪罗雀
教训,训诫
禺谷,隅谷
挟制,胁制
遗闻逸事,遗闻逸事
焦灼,紧张
禁圉,禁御
奥妙,机密
安谧,安静
机变如神,机智善变
安分守己,安安分分
消逝,淹没
谬论,谬误
忧愁,忧虑
盈余,赢余
携家带口,携家带眷
命在旦夕,命在朝夕
羞惭,羞赧
急公好义,见义勇为
健壮,雄壮
一日千里,进步神速
坚忍不拔,坚持不懈
教养,教授
兴亡,兴隆
人强马壮,马壮人强
歼灭,消除
一蹴而就,马到成功
淫词亵语,淫词秽语
颐养精神,颐神养性
言出必行,言而有信
尖锐,明锐
假使,如果
觊望,觊觎
安如泰山,安如盘石
习性,习气
目中无人,目空四海
运筹决策,运筹帷幄
一丝一毫,一点一滴
决定,决议
哀告,央求
云迷雾罩,云迷雾锁
贤惠,贤慧
敬重,爱护
哀感顽艳,哀而不伤
九囿,九有
描画,描述
驾御,驾驭
模糊,迷糊
隐秘,隐藏
久远,永远
举手之劳,如振落叶
诘问,诘难
喧哗,宣闹
延年益寿,美意延年
京都,畿辇
心惊肉跳,心胆俱碎
夕阳西下,日落西山
雅会,雅集
一望无垠,一览无余
一夜夫妻百夜恩,一日夫妻百日恩
简明,精炼
一沐三捉发,一沐三渥发
纤弱,纤细
先斩后奏,先礼后兵
磨练,训练
一文不名,一贫如洗
易于反手,易如翻掌
溶化,熔解
聚集,集中
兢兢业业,埋头苦干
消逝,荏苒
意向,愿望
如梦如醉,如醉如痴
讥刺,讥讽
一成不变,循规蹈矩
弦外之音,意在言外
心知肚明,胸有成竹
假公济私,徇私舞弊
奥秘,机密
修削,修改
一表人才,仪表堂堂
居心,用心
矮矮实实,矮矮胖胖
荣幸,荣誉
如果,若是
解囊相助,解衣缩食
磨刀霍霍,磨砺以须
目光如炬,目光炯炯
鸡飞狗走,鸡飞狗跳
腌臜泼才,腌臜混沌
希图,计划
坚壁清野,焦土政策
一拍即合,遥相呼应
心焦,焦急
莺歌燕舞,莺歌蝶舞
模型,模子
仍旧,仍然
如梦初醒,憬然有悟
英姿勃发,英姿飒爽
欣喜,欣慰
宴会,饮宴
久经沙场,游刃有余
民不聊生,民穷财尽
傲睨自若,目空一切
析骸以爨,析骸易子
一笔抹杀,一笔抹煞
相机而动,相机行事
局部,局限
交口称赞,有目共赏
义愤填膺,满腔义愤
沂水弦歌,沂水舞雩
健壮,健朗
峻峭,险峻
具备,具有
信心,信念
惊耳骇目,惊见骇闻
下降,消沉
相仿,近似
心腹之疾,心腹大患
美味,鲜美
乳臭未干,羽毛未丰
惊慌失措,目瞪口呆
摇动,犹疑
遗簪堕屦,遗簪弊屦
减少,削减
凶悍,凶猛
傲世轻物,昂首望天
语无伦次,语言无味
鸭步鹅行,鸭行鹅步
哀哀欲绝,哀痛欲绝
一语中的,一语破的
检阅,阅兵
义不容辞,疾恶如仇
协商,研究
街谈巷议,街谈巷说
渺远,遥远
以为,觉得
挹彼注兹,挹彼注此
满腹经纶,经纶满腹
金屋藏娇,金屋贮娇
安定,安稳
下跌,下降
显示,显露
一箭之地,近在眼前
绚丽,美艳
响彻云表,响彻云霄
一孔之见,井底之蛙
以人为鉴,以人为镜
如约,践约
消除,湮灭
有心,用意
拣选,选择
结子,结识
鸠僭鹊巢,鸠居鹊巢
一馈十起,日理万机
嘉奖,奖励
循规蹈矩,按部就班
俊秀,英俊
面如土色,面无人色
宣泄,泄漏
巡警,警员
偃旗息鼓,消声匿迹
惊惶,惊惶
教导,教授
养威蓄锐,养锐蓄威
奸巧,狡猾
阴司,阴间
信号,暗记
日后,遥远
安乐,悠闲
一连,接连
军服,驯服
晶体,机警
接收,接管
形势,景色
云开见日,雨过天青
循例,按例
一事无成,一无所成
明效大验,明验大效
艰辛,艰难
相当,相配
桀骜不羁,桀骜不逊
愚笨,愚蠢
一触即发,间不容发
仍,仍旧
日暮途穷,每况愈下
人间,阳间
消失,灭亡
心灵手巧,心闲手敏
娇皮嫩肉,细皮嫩肉
谣喙,谣言
一回,一趟
云消雾散,雨过天晴
昂头挺立,昂首挺立
家徒四壁,家徒壁立
因循守旧,墨守陈规
瑜不掩瑕,瑜不揜瑕
人财两空,鸡飞蛋打
仰制,压迫
以党举官,以慎为键
蚁合,集结
寅吃卯粮,寅支卯粮
一丝不苟,精打细算
哑子做梦,哑子托梦
一隅三反,举一反三
易口以食,易子而食
容光焕发,精神抖擞
心惊肉跳,惊心动魄
夭亡,夭折
坚不可摧,安如盘石
惊悸,惊惧
浆酒藿肉,浆酒霍肉
依然如故,依然如旧
以词害义,以辞害意
忻悦,欣喜
易如反掌,迎刃而解
荫蔽,隐秘
严格,严苛
教会,训诫
逸态横生,逸趣横生
井然有序,有条有理
一步登天,一蹴而就
欲擒故纵,诱敌深入
运脚,运费
沮丧,消沉
殉难,牺牲
忍辱含垢,忍辱含羞
休息,安歇
举一反三,以微知著
明净,皎皎
面庞,面貌
一长两短,一长二短
鱼书雁信,鱼书雁帛
显着,鲜明
精打细算,细水长流
计日以待,计日以期
接济,救援
饮冰茹檗,饮冰食檗
一语说破,言必有中
一贯,向来
依旧,如故
目眩头昏,目眩头晕
余地,余步
一之已甚,一之谓甚
嫌弃,嫌恶
一孔之见,目光如豆
一同,一路
以古喻今,以古非今
假冒,冒充
绝渡逢舟,雪中送炭
原配夫妻,结发夫妻
研商,研究
一浆十饼,小恩小惠
友善,有爱
沂水弦歌,沂水春风
警戒,鉴戒
眉开眼笑,眉花眼笑
意义,意旨
拘留,拘系
安居乐业,安生乐业
人心惶惶,心神不定
喧嚷,宣闹
久而久之,日久天长
结束,结果
旌旗蔽天,旌旗蔽日
局势,形势
佳音,捷报
月牙,眉月
一帆风顺,径情直遂
加官晋爵,金榜题名
铭刻心骨,铭心刻骨
如日中天,如火如荼
拘押,拘系
一差二错,一差半错
胁制,胁迫
拘押,监管
安抚,欣慰
希望,进展
鱼游沸釜,鱼游釜中
乡下,乡村
鲸波鳄浪,鲸波鼍浪
精华,精粹
夜郎自大,目空一切
热爱,爱戴
安闲,逍遥
家散人亡,家破人亡
竞争,竞赛
一线希望,一线生机
信息,音讯
目使颐令,目指气使
鱼尾雁行,鱼贯而入
鸡犬不宁,鸡狗不宁
如有所失,若有所失
现款,现金
见机而作,见机行事
要地,要塞
教养,教学
筋疲力尽,筋疲力竭
一差二错,一念之差
骄傲,骄气
目光短浅,眼光短浅
决斗,纠纷
日省月试,日省月课
抉择,拣选
积少成多,集腋成裘
要功,邀功
一视同仁,因人而异
喜悦,夷愉
允诺,愿意
云合雾集,云合雾集
燕颔儒生,燕颔虎须
偃武修文,卖剑买牛
接踵而至,接连不断
迷濛,迷茫
瞎三话四,瞎说八道
巷尾街头,街头巷底
人云亦云,矮子看戏
骄侈暴佚,骄奢淫佚
炯炯有神,目光如炬
原意,愉快
聚集,集会
目不斜视,聚精会神
先导,先河
任劳任怨,任怨任劳
喜好,喜爱
精细,细密
兴师动众,行师动众
消融,融化
敬佩,敬爱
降尊临卑,降贵纡尊
决心,决意
奸滑,险诈
减削,节俭
远眺,遥望
轶事,遗闻
心神不定,意马心猿
一水之隔,一衣带水
金口御言,金口玉言
经久不息,经年累月
敬重,爱戴
埋葬,掩埋
积压,积存
磨炼,训练
面善,面熟
疑义,疑问
一差两讹,一差二错
有目共睹,有目共见
移时,须臾
一息尚存,奄奄一息
腰围,腰身
教员,教练
精明,耀眼
娇娆,美丽
信口开河,心直口快
久梦乍回,如梦初醒
入情入理,言之成理
消弭,消灭
坚苦,辛勤
巨头,巨子
用心,经心
挨家,挨门
计划,谋划
一文不名,一无所有
摇尾乞怜,摇尾乞食
急脉缓受,急脉缓灸
移玉,驾临
接受,接管
幽囚,拘押
运乖时蹇,运蹇时乖
警告,警备
进击,进攻
纡朱拖紫,纡青拖禁
宜室宜家,宜家宜室
袭击,进击
原宥,饶恕
与日俱增,日新月异
游乐,游玩
见死不救,见溺不救
月俸,月薪
有口皆碑,雅俗共赏
惊讶,惊讶
暗淡,黯淡
相称,相等
虚有其表,鱼质龙文
以为,认为
捱三顶五,捱三顶四
任人唯贤,选贤举能
讯问,询问
嘉言善状,嘉言懿行
安定,安祥
交战,交手
娇娆,柔媚
敬重,热爱
决一胜负,决一雌雄
养痈贻患,养虎遗患
借风使船,见风使舵
仪表,面目
心胆俱裂,惊恐万状
日薄西山,每况愈下
嘉话,韵事
义不容辞,见义勇为
消逝,磨灭
鲜为人知,默默无闻
默换潜移,默转潜移
精深,精良
人头攒动,摩肩接踵
延颈企踵,延颈跂踵
效果,效率
兴会,兴致
觉悟,觉醒
轶闻趣事,逸闻趣事
吸取,吸收
一噎止餐,因噎废食
安定,寂静
没世无闻,默默无闻
言之不详,语焉不详
日久天长,日久年深
余味无穷,意犹未尽
血债累累,血海深仇
接连,衔接
音信,音讯
一言为定,一诺千金
如果,如若
样子,样式
夜以继日,宵衣旰食
安乐,安闲
坚定,坚毅
解析,认识
减少,消弱
性命交关,性命关天
依附,依靠
借刀杀人,借剑杀人
埋没,隐秘
安份守己,安分守己
摹本,模本
阴曹,阴间
心慌意乱,惊惶失措
警备,警觉
仰制,压制
形色,描摹
与世无争,循规蹈矩
俭朴,节约
安歇,歇息
倔强,坚定
漠视,藐视
警句,警语
热爱,爱慕
用膳,用饭
借券,借条
引咎自杀,引咎责躬
依附,倚赖
序论,绪论
信用,荣誉
经过,进程
运筹决算,运筹演谋
有如,相似
一帆风顺,一往直前
晶体,警备
阴暗,阴郁
血印,血迹
仰制,约束
应接不暇,目不暇接
原宥,原谅
乡亲,家园
原野,野外
意气轩昂,意气飞扬
极力,竭力
迷离徜仿,迷离惝恍
玉律金科,金口玉言
血战,鏖战
惊异,惊讶
一仍旧贯,墨守成规
纠合,聚集
日不暇给,日夜操劳
咸集,聚会
一双,一对
消逝,湮灭
目下,眼前
眉花眼笑,眉飞眼笑
精细,精美
一筹莫展,计无所出
心如火焚,心里如焚
小器,小气
怏怏不乐,闷闷不乐
颜筋柳骨,颜骨柳筋
荫翳,阴翳
一贫如洗,家贫如洗
进退失据,进退无据
圆滑,狡滑
杰出,精采
选取,选择
仰仗,衣服
形容,描画
名实相副,名符其实
遗凮,遗风
优异,杰出
用智铺谋,用计铺谋
心机,心计
安详,安闲
人琴俱逝,人琴俱逝
傲睨万物,目空一切
惜墨如金,言简意赅
暗杀,行剌
一无所有,家徒壁立
悉力,竭力
习惯成自然,习惯自然
融为一体,融合为一
以身殉职,以身许国
敬重,爱惜
鳏寡孤茕,鳏寡茕独
奥密,机密
渺无人烟,渺无人踪
仰慕,敬慕
一差二错,阴差阳错
心地狭窄,心胸狭隘
敬仰,敬爱
佳丽,佳人
郁郁芊芊,郁郁苍苍
记住,记着
暗无天日,有天无日
一概而论,一笔抹煞
目无余子,目空一切
日异月新,日新月异
凶恶,凶猛
埋伏,隐藏
傲雪欺霜,坚贞不屈
如坐春风,如沐春雨春风华雨
枭雄,英雄
盈利,赢利
柔软,柔韧
忙,辛苦
压抑,禁止
如坐春风,如沐春风
矫枉过正,矫首昂视
心灰意冷,意气消沉
凶暴,蛮横
教化,教导
阿谀取容,阿谀求容
迷蒙,阴暗
一脉相连,休戚相关
一步登天,一鸣惊人
延迟,延长
济困扶危,雪中送碳
言行一致,言行不贰
原野,郊外
见笑于人,贻笑大方
尽心竭力,竭尽心力
向往,爱慕
惊异,惊诧
即使,如果
教养,教导
因陋就简,马马虎虎
兼收并畜,兼收并蓄
小人得势,小人得志
一举一动,一言一动
计算,谋略
昂首挺胸,昂首阔步
安宁,安适
愚昧无知,蒙昧无知
心平气和,息事宁人
交往,交游
修筑,建筑
言多伤幸,言多伤行
交口称誉,有目共赏
按劳取酬,计功受赏
以逸待劳,用逸待劳
言归于好,言归和好
凶暴,桀骛
卖俏营奸,卖俏行奸
建设,建造
埋藏,隐藏
俊俏,姣好
胁肩低眉,胁肩谄笑
月尾,月底
行不从径,行不由径
薏苡之谤,薏苡蒙谤
学而不厌,虚心好学
没落,消失
一纸空文,镜花水月
想念,缅怀
喜笑颜开,嘻皮笑脸
弦外有音,意在言外
蛮横,骄矜
睿智,英明
节减,节约
勇猛精进,精进勇猛
兴办,建筑
以牙还牙,以直报怨
靡然从风,靡然成风
新型,新式
遗哂大方,遗笑大方
戒备,警卫
交集,焦炙
饮水啜菽,饮水食菽
细腻,细致
模仿,模拟
经历,经验
接力,极力
笑里藏刀,绵里藏针
圆滑,圆通
一字千钧,一言九鼎
傲慢少礼,傲慢无礼
一样,相似
教学,教育
面不改色,面红耳赤
行使,运用
因为,由于
进退两难,进退失据
如梦初醒,茅塞顿开
戒骄戒躁,虚怀若谷
鉴别,鉴识
借使,假如
圆滑,狡黠
原因,缘故
如蚁附膻,如蝇逐臭
阴晦,阴沉
以理服人,心悦诚服
安放,安顿
元配,原配
倚玉偎香,倚翠偎红
引人注目,有目共睹
明显,显明
仰仗,依赖
结子,结实
原因,源由
新妇,新娘
急躁,焦急
坚实,坚韧
尽力,接力
简练,精辟
薪尽火传,薪烬火传
积储,积贮
形形色色,许许多多
友好,喜爱
嫌贫爱富,爱富嫌贫
卖儿鬻女,家破人亡
现身说法,言传身教
以火止沸,以煎止燔
敏捷,迅捷
热乎乎,热烘烘
映射,映照
以卵击石,以肉喂虎
运拙时艰,运蹇时乖
一步之遥,近在咫尺
有声有色,有板有眼
稀少,萧疏
教训,训导
兴妖作乱,兴妖作孽
嬉皮笑脸,涎皮赖脸
险象环生,险象跌生
原原本本,源源本本
引子,绪论
戏法,魔术
坚强,坚忍
禁得住,禁得起
涓滴成河,积少成多
小脚,金莲
有声有色,有条有理
心猿意马,犹豫不决
熔化,熔解
绝壁,绝对
预告,预报
降服,驯服
弱小,消弱
敬仰,景仰
目不斜视,目不苟视
依稀,隐约
余音绕梁,绕梁三日
御林军,羽林军
抑塞,抑郁
借贷,假贷
姨妈,阿姨
鱼贯而入,鱼贯雁行
傲睨一世,昂首望天
坚硬,矍铄
揭发,显露
一往无前,勇往直前
袭击,进军
面如土色,面色如土
一刹那,一瞬间
相交,结交
协商,计划
叫嚷,吆喝
安排,安插
呓语,梦话
云兴霞蔚,云蔚霞起
相濡以沫,相濡相呴
予取予夺,予取予携
仰仗,仰赖
一面之识,一面之雅
羞愧,羞耻
严谨,精密
意想,预料
漠不关心,漫不经心
一命归天,香消玉殒
密集,茂密
米珠薪桂,薪桂米珠
没顶,灭顶
卖身投靠,认贼作父
有口难辩,有苦难言
燕雀处堂,燕雀处屋
紧急,紧迫
雁素鱼笺,鴈素鱼笺
仪表,容貌
颖悟,颖慧
心绪,心计
永志不忘,没齿不忘
人去楼空,人面桃花
旧瓶装新酒,旧调重弹
久有存心,想方设法
洁白,雪白
训斥,训诫
容貌,容颜
筋疲力竭,精疲力竭
按凶恶,阴恶
就义,牺牲
就义,殉国
明争暗斗,暗渡陈仓
易于反掌,易如翻掌
校勘,校正
面孔,面目
以古为鉴,以古喻今
进退失踞,进退无据
妖冶,妖娆
一穷二白,一贫如洗
眼急手快,眼疾手快
狡计,阴谋
消释,消除
信口开合,信口开喝
相似,相通
安乐,安全
结局,结果
校勘,校订
面誉背非,面谀背毁
有益,蓄志
议论风发,议论风生
盲人,瞎子
眉目如画,眉眼如画
稀奇,稀罕
夏季,夏日
人之常情,入情入理
节俭,节省
贤德,贤良
秀色可餐,窈窕淑女
拘留,拘禁
人云亦云,矮子观场
久惯牢成,久惯老诚
揭发,揭穿
如同,有如
