敝绨恶粟,敝衣粝食
不可思议,不可捉摸
退兵,退军
天性,赋性
恬淡,澹泊
尔后,而后
超凡入圣,超尘拔俗
不孚众望,大失所望
层次,条理
出国,放洋
猝然,陡然
方兴未艾,风靡云蒸
充实,充足
辞令,辩才
初生之犊不惧虎,初生之犊不畏虎
妒能害贤,妒贤嫉能
挑三拨四,调三窝四
偷奸取巧,投机取巧
仇家,仇敌
纷繁,纷纭
长命百岁,长生不老
不辞劳苦,不辞辛劳
串通一气,臭味相投
托词,托辞
姹紫嫣红,百花齐放
粗暴,粗莽
大度包容,大度汪洋
短小精干,短小精悍
不拘细节,不拘细行
措施,程序
天无二日,天无二日
场地,场面
泰极生否,泰极而否
天昏地暗,惨无天日
踌躇,踟蹰
撑肠拄肚,撑肠拄腹
参差不齐,长短不一
策划,筹谋
拜候,拜访
鞭不及腹,鞭长莫及
分崩离析,土崩瓦解
仓促,仓猝
东拉西扯,谈天说地
聪慧,聪颖
挑拨离间,推涛作浪
方式,方法
忿世嫉俗,愤世嫉俗
窜扰,窜犯
趟浑水,蹚浑水
充实,饱和
标准,程序
不招自来,不速之客
打发,调派
处治,惩罚
不吝,不惜
短命,短寿
冬衣,冬装
滔滔不绝,长篇累牍
腐烂,陈腐
成列,摆设
奋发图强,奋发自强
提防,防备
百依百从,百依百随
差遣,打法
陈列,陈设
补偿,补充
超越,超过
不可胜数,车载斗量
分形共气,分形连气
付之一炬,付之东流
恩赐,赐予
分成,分红
彻里彻外,彻里至外
丢三忘四,丢三落四
半途而废,滴水穿石
多半,大都
不骄不躁,泰而不骄
同心同德,同心戮力
标明,表明
标题,题目
递加,递增
反哺之私,寸草春晖
表示,透露
别具一格,独出心裁
发怒,发火
发怒冲冠,发踊冲冠
不凡,超卓
腹心之患,腹心之疾
丁一卯二,丁是丁，卯是卯
废除,撤销
头昏脑眩,头昏脑胀
测度,猜想
揣测,猜测
标新立异,独具匠心
饱经沧桑,饱经风雨
凸显,突显
不费吹灰之力,探囊取物
不祥之兆,大祸临头
承受,担当
到处奔走,跋山涉水
吃法,服法
得意扬扬,得意洋洋
反击,反扑
创建,创造
百样玲珑,耳听八方
推翻,摧毁
福如东海,福星高照
纯净,纯真
出人头地,头角崭然
发妻,德配
处心积虑,殚精竭虑
把柄,短处
推而广之,遍地开花
彼唱此和,此唱彼和
殚精毕力,殚精竭力
发蒙振槁,发蒙振落
不可偏废,统筹兼顾
偷香窃玉,长风染指
复员,退役
缠夹,缠杂
探寻,探求
地址,方位
笨嘴拙舌,词钝意虚
乘车,搭车
大彻大悟,大梦初醒
跋前疐后,跋胡疐尾
别出心裁,独出心裁
谄谀,逢迎
厄运,恶运
布衣蔬食,布被瓦器
防微杜渐,防患未然
冰天雪窖,滴水成冰
摆布,摆布
不务正业,不堪造就
得意扬扬,称心如意
并肩作战,并肩战斗
不快,烦懑
不即不离,半推半就
办法,步骤
保存,保留
屯子,村落
差错,舛误
不过如此,不过尔尔
单位,单元
奉承,逢迎
提升,提拔
同砚,同窗
提防,防御
悲啼,痛哭
胆破心寒,胆破心惊
多如牛毛,泛滥成灾
丰姿冶丽,绰约多姿
鞭辟入里,鞭辟着里
出国,出洋
堕落,沉沦
成千上万,成千成万
富丽,斑斓
残暴,粗暴
步伐,程序
天衣无缝,白玉无瑕
恶人,歹徒
恩深义重,恩重如山
大公无私,天公地道
分路扬镳,分道扬镳
别辟蹊径,标新立异
同德同心,同心同德
白衣公卿,白衣卿相
丛山峻岭,崇山峻岭
出生入死,奋不顾身
尘羹涂饭,尘饭涂羹
传布,传播
俯拾即是,触目皆是
不可企及,瞠乎其后
地方,处所
成果,成绩
犯忌,犯讳
不屑一顾,掉以轻心
充塞,充满
创造,独创
吵闹,吵闹
丰富,丰裕
发展,发扬
同心协力,同心叶力
对消,抵消
断瓦残垣,残垣断壁
八斗之才,八斗陈思
猜度,猜测
刀耕火种,刀耕火耨
讨论,谈论
沉湎,沉溺
扒窃,盗窃
天寒地冻,滴水成冰
韬戈偃武,韬戈卷甲
帆柱,帆樯
堤防,防止
法令,法律
同心同德,同心并力
不变,不改
退却,退让
常常,通常
田产,田地
铜墙铁壁,铜山铁壁
铁画银钩,铁画银钩
称谢,道谢
代劳,代理
潮水,潮流
拖延,迟延
防患于未然,防患未然
偷生,贪生
出现,发现
低微,卑微
登高履危,诚惶诚恐
分裂,对抗
停息,停歇
摆架子,摆款儿
抱愧,抱歉
停留,耽搁
投机取巧,趁风扬帆
返老还童,长生不老
此后,而后
悲伤,悲恸
敷衍了事,草草了事
丰富,充裕
谈锋,辩才
播撒,播种
八斗之才,才高八斗
百足不僵,百足之虫
覆巢毁卵,覆巢破卵
跌脚搥胸,跌脚搥胸
大意,大要
出众,超群
粗莽,粗鲁
白头偕老,百年之好
傍晚,薄暮
都会,都邑
东挪西借,东挪西凑
波动,颠簸
东张西望,东观西望
不分轩轾,不分高低
地方,场所
打消,撤消
独一无二,独占鳌头
丹心,诚心
畅通,通畅
大巧若拙,大直若屈
徒劳,徒然
百战不殆,百战百胜
白日做梦,白日见鬼
冰消瓦解,土崩瓦解
独力难支,独木难支
尺牍,尺简
长叹,长吁
大地回春,大地春回
初稿,底稿
铜驼荆棘,铜驼草莽
多愁善感,多愁多病
报告,陈述
吃力不讨好,徒劳无益
从长计议,放长线钓大鱼
分崩离析,同室操戈
败事,败露
耽搁,耽误
愤恨,痛恨
分袂,分辨
分别,辞别
抄写,誊录
偷偷摸摸,别有用心
抱恨终天,抱恨终身
发明,发觉
唇齿相依,辅车相依
吐弃,唾弃
探访,调查
巴结,逢迎
吵闹,斗嘴
探望,调查
悲哀,愁闷
推让,辞让
帮助,帮手
探求,查究
不谋而合,不谋而同
不亢不卑,不骄不躁
听任,放任
天壤之别,天渊之隔
贪如虎狼,贪得无厌
粗衣恶食,粗衣粝食
富足,繁荣
偷梁换柱,抽梁换柱
富余,富足
地大物博,地广人稀
灯炷,灯芯
便利,便当
地动山摇,天塌地陷
分内,本分
拜候,拜望
废料,废物
坦率,坦直
慈爱,慈蔼
推到,推翻
大势所趋,百川归海
不拘小节,大大咧咧
德才兼备,才疏志大
不断,不绝
典型,典范
出人头地,头角峥嵘
风起云涌,风起潮涌
大方,端庄
发奸擿伏,发奸露复
稗官小说,稗官野史
挑三豁四,挑拨离间
不法,犯科
不分轩轾,不相上下
并蒂芙蓉,芙蓉并蒂
富余,富裕
初步,发端
表白,表示
方法,本领
奉承,谄谀
暴露,败露
放纵,猖狂
常年,长年
纯正,纯洁
冲撞,得罪
同志,同道
填街塞巷,填街溢巷
不明,不解
防备,防护
春光明媚,春和景明
本末倒置,背本趋末
奋力,奋勇
不堪回首,痛定思痛
参辰卯酉,参辰日月
阐发,阐扬
动荡不安,风雨飘摇
猝不及防,防不胜防
拜访,拜谒
放纵不拘,放纵不羁
大义灭亲,天公地道
东床坦腹,东床娇客
同心协力,同舟共济
残花败柳,败柳残花
刀枪入库,天下太平
不务正业,不求上进
挺立,矗立
跋前踕后,跋胡疐尾
别具一格,独具匠心
推想,揣测
打扰,打搅
次序,程序
典质,抵押
侧门,边门
不卑不亢,不矜不伐
并且,而且
大概,大略
乘客,搭客
悲伤,痛苦
典型,榜样
天灾人祸,飞来横祸
大气磅礴,波澜壮阔
大风大浪,波涛汹涌
沉沦,沉湎
饿虎扑羊,饿虎见羊
担负,负担
胆丧魂惊,胆裂魂飞
鼎鼎大名,鼎鼎有名
大展宏图,大有作为
臭不可当,臭名远扬
涤故更新,鼎新革故
腐朽,退步
白花花,白茫茫
奔突,奔驰
帮助,帮衬
不翼而飞,不胫而走
叨教,讨教
打赌,赌博
天灾人祸,痛不欲生
挑唆,挑拨
分别,分歧
表里相依,表里相应
冲撞,抵触
猖獗,跋扈
反唇相稽,反唇相讥
太平,承平
不偏不倚,凡事有度
提防,防范
谄媚,谄谀
分手,分袂
布置,部署
抱歉,负疚
妥协,退让
发生,爆发
天性,天才
封胡羯末,封胡遏末
仿制,仿造
大凡,通常
白手,赤手
独占,独有
才力,才气
百丈竿头,百尺竿头
百花齐放,遍地开花
反抗,抵抗
词不达意,词不逮意
烦琐,繁重
喘息,喘气
推到,颠覆
二把刀,半桶水
变动,调动
断交,断绝
创造,成立
推想,推测
卑躬屈膝,摧眉折腰
嫡派,嫡系
差强人意,白璧微瑕
俯拾即是,俯拾地芥
特点,特质
风霜,饱经世故
暴跳如雷,爆跳如雷
不挠不屈,不挠不折
打击,报复
地久天长,长此以往
天分,天资
变节,背叛
封闭,闭塞
定夺,裁夺
八面圆通,八面莹澈
偷天换日,偷梁换柱
反裘负刍,反裘负薪
天阻,天险
多福多寿,福寿双全
倒廪倾囷,倒箧倾筐
拂衣而去,拂袖而去
得意忘形,得意扬扬
充分,充满
赤胆忠心,赤诚相见
不伦不类,非僧非俗
本性难移,秉性难移
草泽,草莽
反对,抵制
臭味相与,臭味相投
分花拂柳,分花约柳
标新取异,标新立异
仓促,仓卒
退步,退让
反躬自问,返求诸己
方法,步骤
发聋振聩,当头棒喝
涕泪交流,涕泪交零
袒裼裸裎,赤身露体
撤退,裁撤
愁眉苦目,愁眉苦眼
诽语,谗言
闭关却扫,闭门却扫
赤绳系足,赤绳绾足
大摇大摆,大模大样
愤慨,愤懑
放诞不拘,放诞不羁
大氅,斗篷
淳厚,淳朴
烦扰,烦闷
笨头笨脑,笨手笨脚
反复无常,翻云覆雨
大逆不道,犯上作乱
天伦之乐,天伦叙乐
吊死问疾,吊民伐罪
推却,推脱
充裕,富足
灯火辉煌,灯烛辉煌
推脱,推诿
发抖,打颤
胆寒,胆怯
处之泰然,泰然自若
编著,编订
发迹,腾达
同业,同行
伧夫俗人,凡夫俗子
通畅,通顺
分离,拆散
推翻,颠覆
凑趣,讨好
拔帜易帜,拔帜树帜
不易之典,不易之论
边域,边疆
拔丛出类,拔类超群
发号令发号出令,发号布令
差别,辞别
丰厚,丰富
放任,放肆
璧还,返璧
磋商,磋议
疮痍满目,赤地千里
擘划,擘画
掉以轻心,淡然处之
笨嘴拙腮,笨嘴笨舌
捣毁,撤销
放任,罢休
不乏其人,大有人在
抽薪止沸,釜底抽薪
特殊,特等
彪炳,特出
恻隐之心,悲天悯人
餐风宿露,餐风饮露
低头下心,低首下心
吃力,费力
发狂,发飙
乘虚以入,乘虚而入
粗拙,粗糙
呆滞,迟钝
肥头大耳,肥头大面
不可救药,不治之症
低落,颓唐
通俗,通常
从容自在,从容自若
不胜枚举,俯拾即是
绰约无比,风姿绰约
推后,推迟
同心协力,同心戮力
把柄,痛处
短命,短折
推托,推绝
分别,分裂
低贱,便宜
地利人和,天时地利
大白,表露
东海扬尘,沧海桑田
大雨如注,暴雨倾盆
词不达意,辞不达意
池鱼堂燕,池鱼幕燕
包办,承办
动人心脾,动人心魄
独步天下,超群出众
徒劳无功,担雪塞井
叮咛,打法
同党,翅膀
残毁,残骸
冲击,打击
策动,筹划
残毁,颓残
得意洋洋,称心如意
卑躬屈膝,卑躬屈节
饿虎擒羊,饿虎攒羊
防御,防范
丰富,富饶
范围,边界
不可胜数,多如牛毛
通儒,通士
地道,纯正
富有,富饶
茶楼,茶馆
不得而知,不知所以
白净,白皙
亭台楼阁,雕梁画栋
办事,处事
谄媚,逢迎
佛寺,梵宇
沉醉,痴迷
鞭辟入里,鞭辟向里
变化无常,白云苍狗
城门失火,池鱼林木
分甘共苦,风雨同舟
防备,防守
胆战心惊,触目惊心
惨恻,惨痛
趁火打劫,避坑落井
囤积居奇,投机倒把
天崩地坍,天崩地解
通合一气,通同一气
太仓一粟,沧海一粟
不辞劳苦,不辞辛苦
别具一格,别出机杼
打算,筹算
敝帚千金,敝扫自珍
步履维艰,步履蹒跚
特性,特色
酧神,酬神
充实,填塞
奔走风尘,翻山越岭
提纲,提要
得心应手,操纵自如
大显神通,大显身手
词典,辞书
低劣,恶劣
打破,粉碎
土话,土音
出发,动身
策划,筹办
帮助,补助
代俎越庖,包办代替
退守,退缩
大纲,提纲
唐突西子,唐突西施
怠惰,怠懈
闭关自守,闭门不出
反璧,璧还
逃亡,遁迹
透风,通风
婢作夫人,婢学夫人
白痴,笨蛋
投合,逢迎
不得要领,不痛不痒
冲刷,冲洗
产业,财产
动用,搬动
沉浸,沉迷
不可捉摸,不堪设想
不堪回首,创巨痛深
退伍,退役
颠三倒四,颠来倒去
勃然大怒,大发雷霆
包藏奸心,包藏祸心
倒悬之急,倒悬之苦
丰上杀下,丰上锐下
摧枯折腐,摧枯拉朽
诚恳,诚笃
雕虫小巧,雕虫小技
独树一帜,独辟蹊径
保护,庇护
不动声色,处之泰然
表白,表达
特征,特色
不自量力,蚍蜉憾树
对峙,对立
拌合,搀和
多如牛毛,比比皆是
繁盛,繁荣
得寸则寸,得尺得寸
创痍满目,百孔千疮
到处,处处
参预,插手
冲克,冲犯
弊病,弊端
不容置喙,不容置辩
搽脂抹粉,涂脂抹粉
裁减,裁汰
凑趣儿,讨好
畅所欲言,百家争鸣
打成一片,抱成一团
崇尚,崇拜
成效,成绩
推测,揣摸
不伦不类,非驴非马
避难就易,避难趋易
楚国亡猿,池鱼林木
采用,采纳
复杂,搀杂
百废俱兴,百废具兴
次序,步骤
白天,白日
脱颖而出,锋芒毕露
道不拾遗,道不掇遗
出色,拔萃
出生入死,赴汤蹈火
昌盛,繁盛
百发百中,百无一失
分辩,别离
初志,初衷
次序,递次
包藏祸心,存心不良
层出不穷,遍地开花
黮暗,黮闇
促使,促进
百年之好,百年好合
阐扬,阐述
呆滞,呆笨
歹心,歹意
撤消,撤销
必恭必敬,毕恭毕敬
多嘴,多言
保护,保障
沉没,覆没
洞如观火,洞若观火
搀杂,羼杂
丛山峻岭,层峦叠嶂
恶臭,腐臭
变更,调动
撮合,撮弄
返朴归真,返璞归真
尺书,尺牍
副作用,反作用
通风报信,通风报讯
反璧,退回
仇人,对头
参加,插手
东山再起,反复嚼
唇焦舌敝,费尽口舌
愁眉锁眼,蹙额颦眉
发号施令,调兵遣将
别有洞天,天外有天
痴肥,肥胖
恩威并济,恩威并用
大意,大概
风范,风采
倒退,退让
推绝,推脱
东张西望,东瞧西望
辩口利舌,辩口利辞
徒有虚名,表里不一
头伙,端倪
饱经世故,饱经风霜
凋谢,腐败
挺拔,挺直
淘汰,裁汰
充分,饱满
创立,成立
头目,头领
别出心裁,独出机杼
仓促,匆匆中
才具,才能
保国安民,保家卫国
丰富,丰饶
差池,舛误
吞噬,并吞
沉冤莫白,负屈含冤
春意盎然,春风得意
德容言功,德言工容
飞沙转石,飞砂走石
当众出丑,当场出彩
充实,敷裕
参与,插足
倒屣相迎,倒屣而迎
愤恨,愤激
出口成章,对答如流
富可敌国,富埒陶白
充溢,填塞
承若,答允
沉没,沉淀
发作,爆发
投杼之惑,投杼之疑
俯瞰,俯视
分割,豆剖
天下无敌,天下莫敌
大公无私,成仁取义
分文不取,分文不受
痴人说梦,白日做梦
蠹国殃民,蠹国病民
单刀赴会,大智大勇
别出心裁,独辟蹊径
絺句绘章,絺辞绘句
得陇望蜀,贪多务得
分析,阐发
补助,贴补
垂头塌翅,垂头搨翼
拜访,探访
不言而喻,不问可知
停止,逗留
定见,成见
反悔,忏悔
风中之烛,风前残烛
风雨交加,风雨凄凄
粗劣,粗疏
笔陡,陡峭
飙发电举,飙发电至
逃窜,逃逸
冰解冻释,土崩瓦解
繁文末节,繁文缛礼
措辞,谈话
天才,天禀
打情骂俏,调风弄月
大体,大致
出没无常,变幻莫测
喋喋不休,大言不惭
纯朴,纯洁
地主之仪,地主之谊
多礼,得体
发憷,忐忑
风度翩翩,风流蕴藉
出卖,背叛
分外,特殊
摧残,摧毁
订亲,订婚
付托,吩咐
草头天子,草莽英雄
惨痛,惨重
天分,天赋
俯首贴耳,百顺百依
分化瓦解,土崩瓦解
产生,暴发
绨袍之义,绨袍恋恋
秃头,秃顶
愤怒,愤激
飞蛾投火,飞蛾赴火
韬光用晦,韬光隐晦
从从容容,从容不迫
动员,策动
措施,法子
沉溺,沉迷
分甘共苦,同心协力
推陈出新,除旧更新
筚门圭窦,筚门闺窦
才识过人,才高八斗
百废俱举,百废具兴
党同伐异,标同伐异
初稿,草稿
出言成章,出语成章
发号令,发号出令
博学多才,博学多闻
推寻,推求
焚琴煮鹤,焚琴鬻鹤
丰裕,充盈
得意忘形,得意洋洋
肥沃,肥美
不法,犯警
拨乱为治,拨乱反治
兵荒马乱,颠沛流离
发达,繁荣
乘虚而入,趁虚而入
抱枝拾叶,背本就末
不阳不阴,不阴不阳
分钗劈凤,分钗断带
倒台,坍台
酬报,酬金
佃农,田户
督促,鞭策
菲仪,菲敬
才干,本事
倒戈卸甲,倒戈弃甲
不足为凭,道听途说
发达,发迹
反感,抵触
奉承,谄媚
吐弃,摒弃
佛学,梵学
贬低,贬抑
不振,颓废
撺拳拢袖,擦掌磨拳
等候,等待
抚今悼昔,抚今追昔
大步流星,风驰电掣
充裕,充足
大巧若拙,大智若愚
低三下四,低眉顺眼
吐故纳新,推陈出新
成规,陈规
调度,调节
复员,退伍
天作之合,房谋杜断
变化无穷,变化莫测
堆积如山,触目皆是
不作为训,不足为法
冰清玉洁,冰清玉粹
铜墙铁壁,铜壁铁墙
不名一文,床头金尽
伏罪,服罪
猖狂,猖獗
发扬踔厉,发扬蹈厉
报答,答谢
垂直,笔直
盗名欺世,盗名窃誉
此起彼伏,此起彼落
剥极将复,剥极必复
变化万端,变化多端
倒打一耙,反戈一击
二八佳人,二八女郎
城实,诚挚
报効,报效
不知所以,大惑不解
地老天荒,天荒地老
捕风捉影,道听途看
东掩西遮,东遮西掩
东风吹马耳,充耳不闻
打开,翻开
晨光熹微,晨曦初露
反老回童,长命百岁
不可收拾,不可救药
博古通今,博学多闻
头子,头目
锤炼,锻炼
出动,搬动
大腹便便,肠肥脑满
推绝,退却
充足,填塞
别具一格,独出心栽
胆战心寒,胆战心惊
放荡不羁,放诞不羁
奔腾,飞跃
拜会,拜访
冯生弹铗,冯驩弹铗
兵慌马乱,兵荒马乱
不偢不倸,不瞅不睬
推想,推断
独一无二,独步天下
发聋振聩,发聩振聋
停滞不前,踌躇不前
闭关自守,闭目塞听
补偏救弊,补苴罅隙
副手,帮手
废止,撤废
操作,操纵
盗匪,盗贼
刁恶,残暴
断根,铲除
常备不懈,提高警惕
天下大乱,天灾人祸
涕泗横流,涕泪交下
嗤笑,调侃
凋零,残落
碧绿,苍翠
大名鼎鼎,鼎鼎有名
承担,担任
恶衣菲食,恶衣蔬食
扶助,扶直
地动山摇,天旋地转
呈现,表露
部下,部属
动乱,暴乱
天崩地坍,天崩地坼
参差不齐,参差错落
成风尽垩,鼻垩挥斤
跋山涉水,跋涉山川
才干,才智
不解之仇,仇大恨深
乘隙,趁机
悲哀,沉痛
拨乱反正,补偏救弊
辅佐,辅助
不论,非论
扶摇直上,百尺竿头
不识一丁,不识之无
呈现,大白
吩咐,托付
才华,才气
撤军,退军
分析,阐明
富强,繁荣
必需,必需
动摇,摆荡
大意,大略
出乎意外,出人意表
变化无常,变幻莫测
愁眉苦脸,愁颜不展
博学多闻,博闻强识
铁面无情,铁面无私
大宗,大批
呆滞,笨拙
出现,发明
体贴入妙,体贴入微
充军,放逐
成败利钝,成败得失
打情卖笑,打情骂俏
大好河山,大好河山
标新立异,独出新裁
弹冠振衣,弹冠振衿
北门之寄,北门之管
床上叠床,床上安床
保养,调养
付出,奉献
别具一格,别开生面
充足,饱满
粉白墨黑,粉白黛黑
出入生死,出生入死
多样,百般
处理,处置
藏垢纳污,藏龙卧虎
半老徐娘,残花败柳
定心,放心
德行,道德
吹吹打打,大吹大打
百姓,苍生
不可胜纪,不可胜计
出谋划策,出谋献策
白云苍狗,苍狗白衣
恶衣粝食,恶衣菲食
别有风味,别有风趣
创办,创设
出乎意外,出乎意料
得意洋洋,踌躇满志
推心置腹,诚心诚意
出尔反尔,反复不定
春意盎然,春色满园
称赞,表扬
丢三落四,差三错四
肤浅,通俗
采撷,采集
拨嘴撩牙,挑拨是非
夺取,篡夺
把握,独揽
反目成仇,反面无情
怵目惊心,触目惊心
俯拾皆是,触目皆是
不利,倒霉
天时地利,得天独厚
出奇制胜,出奇取胜
担当,担纲
逼上梁山,铤而走险
逃难,避祸
涕泗横流,涕泪交流
遁名匿迹,遁身远迹
灯红酒绿,饱食暖衣
拔地倚天,拔地参天
风度翩翩,风流倜傥
俄顷,半晌
博者不知,博而不精
俯首贴耳,百依百顺
措施,步调
车费,车资
东食西宿,贪得无厌
推断,猜想
表明,阐明
乘肥衣裘,乘肥衣轻
出格,特殊
从容不迫,大义凛然
唾弃,摈弃
托辞,遁辞
得陇望蜀,贪得无厌
痴人,笨蛋
倒置,颠倒
操性,操行
拖延,耽搁
不偏不倚,秉公无私
传播,传达
偷盗,盗取
包管,担保
不遗尺寸,不遗巨细
大家,大师
不料,不虞
跋前疐后,跋前踕后
敦促,督促
不差上下,不相上下
不受抬举,不识抬举
东飘西徙,东飘西荡
残忍不仁,残暴不仁
通畅,通行
俯拾皆是,比比皆是
不假思索,不暇思索
班师回俯,班师回朝
放浪无拘,放诞不拘
凡是,大凡
同病相怜,同舟共济
八面玲珑,半身不遂
挑三嫌四,挑三检四
包办,包揽
通人,通儒
撤消,撤退
触景生情,触物伤情
愤世嫉俗,避世绝俗
必得,必须
捕捉,捕获
发愁,烦恼
泰山压卵,螳臂当车
推崇,提倡
不修边幅,不衫不履
忖度,推测
头绪,条理
出锋头,出风头
翻箱倒柜,翻箱倒箧
刀上超生,刀下留人
贪馋,馋嘴
沉沦,沉溺
恩威并用,恩怨了了
雕刻,雕塑
半老徐娘,风韵犹存
大体,大约
奉璧,退回
殚精竭虑,费尽心机
德才兼备,才高意广
同心戮力,啐啄同机
担任,担当
怅恨,痛恨
东闪西挪,躲躲闪闪
天崩地坼,天崩地裂
逃窜,逃跑
同心合力,同舟共济
财产,财富
把玩无厌,百玩不厌
笔头生花,笔底生花
大力声讨,大张挞伐
博学多才,博学睿智
分袂,差别
耽搁,逗留
从宽发落,法外施仁
差遣,调派
从善如流,从善若流
不登大雅,不登大雅之堂
东道之宜,地主之谊
防卫,防范
发人深思,发人深省
法例,法则
背义负恩,背恩忘义
飞檐走壁,飞檐走脊
不远千里,跋山涉水
同伴,搭档
放浪不羁,放诞不羁
分离,分辩
风姿,风韵
繁花,繁花似锦
发呆,发怔
大白,透露
富强,繁华
杜绝后患,防微杜渐
烦躁,烦闷
屠杀,搏斗
天生,天赋
特别,特等
纷来沓至,车水马龙
尺牍,尺素
蜂屯蚁聚,蜂攒蚁聚
葱翠,葱茏
地久天长,地老天荒
创设,缔造
兵强马壮,残兵败将
东拉西扯,断断续续
兵荒马乱,兵连祸结
错乱,错杂
发展,变化
出格,分外
沸腾,鼎沸
冰天雪地,滴水成冰
初出茅庐,初露锋芒
附耳低言,附耳低语
川流不息,车水马龙
胆小如豆,胆小如鼠
残剩,残存
比肩接踵,比肩继踵
拊背扼吭,拊背扼喉
百依百从,百依百顺
抵当,抵御
必定,必需
琛瑞,璧玉
不快,悲哀
絺绘章句,絺辞绘句
传教,布道
乘胜追击,乘胜逐北
不到黄河心不死,不撞南墙不回头
分形同气,分形连气
苍翠,葱翠
烦躁,纷扰
包揽,承办
打草惊蛇,打草蛇惊
天才,天资
刀光剑影,弹雨枪林
大发议论,大放厥词
不白之冤,复盆之冤
堕落,沉溺
答应,答理
变化无穷,变幻莫测
典型,表率
刁滑,恶毒
忖测,揣测
负固不服,负险不宾
痛不欲生,痛定思痛
顶峰,颠峰
奉还,璧还
悲愁,悲楚
天差地别,天渊之别
大喊大叫,大声疾呼
风靡云涌,风靡云蒸
悲伤,痛心
推崇,推许
肥头大耳,肥头胖耳
扶弱抑强,锄强扶弱
替代,替换
恩重丘山,恩重如山
不乏其人,不可胜数
单刀赴会,单枪匹马
吞吐其辞,吞吞吐吐
纷纭,纷纷
参与,参加
发纵指示,发踪指示
创造,缔造
表明,表白
分离,分裂
不假思索,脱口而出
发言,措辞
不对,错误
体面,得体
垂危,病笃
标新竖异,标新领异
唇亡齿寒,唇齿相依
陡然,顿然
挑唆,调拨
丰满,丰硕
得寸进尺,贪心不足
扶养,抚育
差事,差使
拖人下水,拖人落水
飙举电举,飙举电至
恶言恶语,赤口毒舌
百折不屈,百折不挠
饿殍枕藉,饿殍遍野
单一,单调
讽喻,讽谕
畅行无碍,畅通无阻
补偏救弊,补阙拾遗
传说,传闻
搬场,搬家
不计其数,车载斗量
放诞,跌宕
同族,本家
迸发,迸流
得意扬扬,抬头挺胸
步骤,程序
垂帘听决,垂帘听政
道尽涂殚,道尽途殚
分道扬镳,背道而驰
天分,天性
参见,拜见
得志,得意
分离,别离
称心如意,称心满意
丁宁,叮咛
犯科,非法
搭架子,摆架子
表里如一,表里相符
超出,超越
釜中之鱼,风中之烛
诚挚,诚笃
残忍,残酷
诚实,诚挚
摒弃,放弃
凡夫俗子,草木愚夫
头头,头子
打法,调派
藏头露尾,藏形匿影
磋议,筹议
承袭,秉承
不可思议,咄咄怪事
不破不立,大破大立
捣乱,捣蛋
风俗人情,风土人情
差别,差异
得寸进尺,得步进步
愤世妒俗,避世绝俗
丰功懿德,丰功硕德
倡导,提倡
大义灭亲,秉公灭私
出言不逊,出言无状
探求,推求
胆子,胆量
豆剖瓜分,铜驼荆棘
放弃,放胆
地理,地舆
同仇敌忾,同仇敌慨
稠密,繁多
杯水救薪,杯水车薪
背恩弃义,背恩负义
谈天说地,谈空说有
土产,本地货
讨好,逢迎
东家,店主
吹气如兰,吹气胜兰
察言观色,察颜观色
头头,头目
恬不知愧,恬不知耻
反身自问,反躬自问
田园,田地
春光如海,春深似海
百世之师,百世师
不法,非法
颓废,颓靡
当行出色,登堂入室
不寒而栗,提心吊胆
保养,保重
探求,探讨
飞鹰走狗,飞鹰走马
别出新裁,别开生面
丰收,丰登
从军,当兵
惩处,惩罚
愤恨,愤慨
倡始,发起
纯真,纯粹
促进,督促
冲破,冲突
乘人之危,避坑落井
通后,通明
别出心载,独出心裁
聪明伶俐,聪明才智
团体,大伙
处分,惩处
弹雨枪林,烽火连天
餐松啖柏,餐葩饮露
东南之美,东南竹箭
德容言功,德言容功
透彻,透顶
放射,辐射
打发,敷衍
报告,陈诉
头昏目晕,头昏目眩
贪得无厌,贪滥无厌
拜望,拜访
充耳不闻,耳边风
池鱼之殃,池鱼林木
铁板钉钉,铁钉铁铆
推却,推卸
低三下四,卑躬屈膝
充溢,充满
垂手可得,探囊取物
保存,储存
刀刀见血,对症下药
纯朴,纯粹
富丽,灿烂
分辨,差别
丰功伟烈,丰功伟绩
不但,不只
丢三拉四,丢三落四
同意,订交
天渊之别,天渊之隔
变化多端,变化无穷
叨光,打搅
不知恩义,恩将仇报
推卸,推辞
处分,惩办
痴肥,肥壮
推心置腹,推心致腹
胆颤心寒,胆颤心惊
摆设,陈设
变化多端,变化莫测
搀合,搀和
雕心刻肾,雕肝刻肾
当头棒喝,晨钟暮鼓
愤世妒俗,愤世嫉俗
大功告成,毕其功于一役
多事之秋,风雨飘摇
反面,背后
淘汰,裁减
纯洁,纯粹
笨口拙舌,笨嘴拙舌
分辨,分辩
提神,防备
尺寸千里,尺幅千里
挑三拣四,挑肥拣瘦
抵达,达到
贪欲无艺,贪贿无艺
对比,比照
蜂识莺猜,蜂迷蝶猜
绰约多姿,风姿绰约
飞土逐害,飞土逐肉
不可一世,得意忘形
白发苍苍,白发苍颜
不三不四,不伦不类
大意,大约
腐臭,退步
嗤笑,嘲笑
博斗,屠杀
徒劳,白费
大有作为,奋发有为
出口伤人,赤口毒舌
不落窠臼,别具一格
成千成万,成百上千
残骸,废墟
反抗,抵拒
断梗流萍,断梗飘萍
挑衅,搬弄
锻炼,陶冶
反叛,背叛
灿烂,璀璨
