敝绨恶粟,敝衣粝食
头昏目晕,头昏眼花
徒手,白手
单一,单纯
推脱,退却
鹑居鷇食,鹑居鷇饮
夫妇,夫妻
不意,不料
反差,差别
抱瓮灌园,抱瓮灌畦
别出新裁,独出机杼
布帛菽粟,柴米油盐
拂晓,薄暮
打开,敞开
彼倡此和,彼唱此和
土生土长,村生泊长
布告,通告
不足为凭,不足为据
乘兴而来,败兴而归
冰天雪地,冰天雪窖
捣毁,摧毁
伏莽,盗匪
贪吃,贪馋
承担,担纲
封锁,封闭
丹书铁券,丹书铁契
停泊,停靠
堕落,腐朽
爆发,迸发
闭门觅句,闭门造车
八百孤寒,白衣秀士
凤毛麟角,百里挑一
别名,笔名
东张西觑,东瞧西望
防卫,防御
成千上万,成百上千
风雨晦冥,风雨晦暝
饱经世故,饱经风雪
淌下,滴下
彻底,透彻
不知去向,不知所终
偷窃,盗窃
但心,担忧
分歧,分裂
挑拨离间,推波助澜
东望西观,东瞧西望
发达,畅旺
付之东流,付诸东流
白发,白首
迟笨,迟钝
尺有所短,尺短寸长
屯子,村庄
不可名状,不堪言状
妨害,波折
特点,特色
同室操戈,尺布斗粟
恶衣粗食,恶衣粝食
愤怒,愤恨
奉行不悖,并行不悖
拔取,采取
同心协力,团结一心
丰裕,充裕
方寸大乱,方寸已乱
别具肺肠,别有肺肠
促使,鞭策
粗制滥造,粗枝大叶
东主,店东
洞察一切,洞察其奸
特殊,非常
把持,独霸
不在话下,不足挂齿
晨参暮礼,晨昏定省
奉养,抚养
天下匈匈,天下汹汹
分外,额外
负固不服,负险不臣
步伐,步调
吞吐其词,吞吞吐吐
颓丧,颓废
不守妇道,不安于室
躲避,遁藏
充斥,充溢
推想,猜想
成王败寇,败者为寇
釜中之鱼,釜中游鱼
捕风捉影,附耳射声
不白之冤,沉冤莫白
参加,参预
城市,都市
发狂,发疯
炊沙作饭,炊砂作饭
变化莫测,变幻无常
沉寂,沉默
多如牛毛,车载斗量
特殊,额外
打草惊蛇,操之过急
称扬,称赞
风度,风韵
腐烂,退步
东家,店东
反叛,投降
度过,渡过
标新立异,独具一格
白头如新,白头而新
通前彻后,通前澈后
覆巢无完卵,覆巢破卵
创作,独创
打躬作揖,点头哈腰
跌宕风流,跌荡风流
犯颜极谏,犯颜苦谏
兔死狗烹,得鱼忘筌
浮浅,菲薄
仓猝,匆忙
半新不旧,半新半旧
卑鄙,粗俗
反躬自省,抚躬自问
地久天长,天长日久
天性,天禀
天庭,天廷
负担,负责
别出心裁,别开生面
兵戈扰攘,兵戈抢攘
暴燥,浮躁
太仓稊米,沧海一粟
韬光晦迹,韬光隐迹
大抵,大要
保境息民,保家护国
耳听八方,耳听八方
停当,妥善
拔萃出类,拔萃出群
条文,条规
寸草不留,赤地千里
听天由命,成事在天
便条,条子
不可企及,不可逾越
百读不厌,百闻不厌
保卫,庇护
布衣韦带,白衣秀士
诚恳,赤诚
铁杵磨成针,铁棒磨成针
不可或缺,必不可少
徒有其名,徒有虚名
茶余饭后,茶余饭饱
粗疏,粗陋
不护细行,不矜细行
包袱,负担
低垂,低落
恩深义重,恩深似海
撤职,罢职
耽延,耽误
残羹冷炙,残茶剩饭
调理,调节
突然,顿然
策划,筹划
独往独来,独来独往
杯弓蛇影,楚弓遗影
白日上升,白日升天
犯人,犯罪
百不一爽,百不失一
抱瓮出灌,抱瓮灌畦
沉重,笨重
反应,反映
分裂,别离
挑精拣肥,挑精选肥
凑趣,奉承
成群作队,成群结队
分崩离析,尔虞我诈
次第,递次
头一无二,独一无二
贪嘴,馋嘴
拖延,耽误
同舟共济,同衾共枕
兵无常势,步调一致
并列,比肩
当事人,本家儿
舛误,舛误
不知凡几,比比皆是
常谈,常谭
不觉技痒,蠢蠢欲动
炳烛夜游,秉烛夜游
倒霉,恶运
采及葑菲,采葑采菲
尝鼎一脔,尝鼎一膏
彻夜不眠,通宵守夜
称赞,表彰
彻骨,透骨
笨拙,粗笨
打倒,打垮
冲击,报复
百无聊赖,百般聊赖
出人意外,出人意表
贬斥,贬谪
辞简义赅,辞简意赅
杯水舆薪,杯水车薪
打抱不平,扶弱抑强
博爱,泛爱
抱朴含真,抱素怀朴
顶门壮户,顶门立户
伐罪吊民,除暴安良
别鹤孤鸾,别鹤离鸾
摧残,残害
大年夜,除夕
倘使,淌若
不屑一顾,鄙夷不屑
摈弃,放手
别致,簇新
饱满,饱胀
丢魂丢魄,丢魂失魄
登峰造极,超群绝伦
风姿,风度
偷懒耍滑,投机取巧
承担,负担
仇家,对头
天分,禀赋
出入生死,出死入生
断井颓垣,断垣残壁
捣鼓,摆布
慈悲为怀,慈悲为本
不着边际,天南海北
但心,操心
白帢青衫,白袷蓝衫
提出,提议
愁眉不展,愁眉苦脸
跋扈,霸道
愤怒,愤慨
分辨,辨识
参拜,拜见
创设,成立
创造,发明
不祧之宗,不祧之祖
表扬,陈赞
髀肉复生,髀里肉生
天昏地暗,天昏地黑
土地,地皮
典范,表率
弹冠相庆,粉墨登场
板板六十四,版版六十四
别具一格,别具肺肠
凋零,雕残
天空,天际
点窜,篡改
费心,费神
腐化,陈腐
地动山摇,地坼天崩
发起,提议
倡导,倡议
采取,采纳
胆大包天,胆大妄为
边境,边界
腐败,陈腐
慈乌反哺,慈乌返哺
大发慈悲,大慈大悲
摈弃,摒除
别有风味,独具一格
东西南北,东西南朔
暴躁,粗暴
趁人之危,趁人濯危
徒然,猝然
充盈,充足
鼻孔撩天,鼻孔朝天
吃醋,妒忌
城市,都会
发擿奸伏,发隐摘伏
本性,秉性
标新立异,标新领异
不义之财,不劳而获
产生,发作
放僻邪侈,放辟邪侈
推波助澜,推涛作浪
不惮其烦,不胜其烦
叹息,叹惋
表彰,表扬
徒劳无功,炊沙作饭
伏贴,停当
吃惊,诧异
通力合作,逼上梁山
富商大贾,富商蓄贾
背本就末,背本逐末
铁壁铜墙,铜墙铁壁
船厂,船坞
大约,大致
臭烘烘,臭熏熏
东飘西徙,东飘西泊
此刻,而今
伴侣,同伙
凡人,常人
童叟不欺,童叟无欺
动乱,烦扰
称扬,陈赞
东寻西觅,东搜西罗
飞墙走壁,飞檐走脊
头昏眼花,头昏脑胀
成双作对,才子佳人
倒闭,停业
地势,大局
统带,统率
东床娇婿,东床娇客
腐败,败北
奉还,返璧
标新创异,标新立异
大有作为,大有可为
探求,推想
布置,摆设
担惊受怕,诚惶诚恐
跌脚搥胸,跌脚槌胸
剥极必复,否极必泰
搬口弄舌,搬唇递舌
推测,揣摩
出头,出面
拔类超群,拔萃出群
多事之秋,多故之秋
摧毁,败坏
东扯西拉,东扯西拉
传杯送盏,飞觥献斝
惨白,苍白
搀杂,驳杂
从善如流,从谏如流
慈眉善目,慈祥恺恻
叱责,斥责
不甘寂寞,出头露面
典当行,当铺
悲痛欲绝,痛心入骨
分甘共苦,同舟共济
册封,封爵
断垣残壁,疮痍满目
报仇雪耻,报怨雪耻
承担,担当
不法,犯法
抱头大哭,抱头痛哭
稗官小说奇文轶事,稗官野史
不迟不疾,从容不迫
仇敌,党羽
垂死,病笃
豹隐,遁世
停滞,逗留
丰腴,肥胖
魑魅罔两,魑魅魍魉
不安,忐忑
奔走,驰驱
到场,参加
饿虎吞羊,饿虎见羊
大举,大肆
发掘,发现
推托,推诿
差人,差佬
标新立异,标新竖异
反老回童,长生不老
讨债,讨帐
洞察,洞悉
独断独行,独行其是
拔山扛鼎,拔山超海
不拘小节,不顾外表
拖延,推延
城堡,堡垒
发布,颁发
丰满,丰腴
天禀,禀赋
天下乌鸦一般黑,天下老鸦一般黑
拆东墙补西墙,拆东补西
表现,阐发
否定,否认
不和,反目
唱和,附和
闭目塞听,闭目掩耳
富可敌国,富甲一方
秃头,秃子
芬芳,芳香
调动,调整
藏匿,躲藏
偷换概念,偷梁换柱
大开眼界,大长见识
不相上下,并驾齐驱
低头不见抬头见,抬头不见低头见
东西,对象
烽火,烽烟
倒退,退步
大吹牛皮,大言不惭
操纵,独霸
变幻无穷,变幻莫测
探求,探索
出水芙蓉,初发芙蓉
大体,大概
出名,驰名
凋零,败北
而后,而后
推荐,推选
北辕适楚,北辕适粤
充塞,充斥
富丽堂皇,雕梁画栋
赐予,赐赉
灯蛾扑火,飞蛾赴火
耳濡目染,耳闻目睹
传神,逼真
诚实,诚恳
代为说项,逢人说项
停顿,堵塞
粗暴,雕悍
当前,而今
奋发图强,奋起直追
嘀咕,嘟囔
兵来将挡，水来土掩,兵来将敌，水来土堰
分家,分居
同意,承诺
反经合义,反经合道
乘机打劫,趁火打劫
粗俗,粗鲁
不可开交,不得开交
缠绵凄怆,缠绵悱恻
卑以自牧,卑己自牧
擘肌分理,条理清晰
天地之别,天壤之别
动态,动静
猖獗,疯狂
不值一哂,不值一笑
低落,颓丧
誊写,誊录
成就,成绩
放肆,猖狂
不相上下,半斤八两
挑唆,调唆
出世,出生
天分,天禀
呆板,板滞
踌躇不决,踌躇未决
从容不迫,恬不为怪
躲闪,避开
丁宁,吩咐
不修边幅,吊儿郎当
趁水和泥,趁热打铁
大同小异,并行不悖
饿虎吞羊,饿虎攒羊
登位,登基
饱和,饱满
蜉蝣撼树,螳臂挡车
拔树寻根,拔树搜根
吞吃,并吞
把素持斋,持斋把素
低微,低贱
别出心载,标新立异
不可胜数,不可胜道
兑换,对换
川流不息,纷至沓来
衬托,衬着
丰衣足食,饱食暖衣
串同,串通
才略,材干
出言不逊,恶语伤人
待遇,酬劳
土豪劣绅,达官贵人
饱经忧患,饱经沧桑
缔交,邦交
残毁,残败
东奔西走,东奔西跑
扶助,扶植
不期然而然,不期而然
才智,材干
得志,称心
比如,比方
恩情,恩惠
粗略,粗糙
扒耳抓腮,扒耳搔腮
拔取,采用
闭门却轨,闭门扫轨
兵连祸结,多事之秋
不共戴天,唇齿相依
吵架,打骂
涤瑕荡垢,涤瑕荡秽
拜访,访问
登科,登第
俯首称臣,北面称臣
得未尝有,得未曾有
地步,田地
摆设,陈列
推脱,推辞
超凡入圣,超群绝伦
飞快,飞速
彪炳千古,彪炳日月
穿戴,穿着
不自量力,螳臂当车
不平之鸣,不平则鸣
百花齐放,百鸟争鸣
绰号,绰号
放恣,放肆
从风而服,从风而靡
不得要领,不知所为
拨弄是非,挑拨离间
胆大包天,胆大包身
揣测,猜想
传奇,传说
发烧,发热
卑躬屈膝,崇洋媚外
当世无双,独一无二
囤积居奇,操奇计赢
痛下杀手,饱以老拳
拨乱反正,拨乱反治
备尝艰苦,备尝辛苦
惨无人道,惨绝人寰
称赞,称颂
大雨倾盆,大雨如注
多多益善,贪多务得
不分皂白,不问青红皂白
沸反盈天,蜩螗沸羹
道不举遗,道不拾遗
败国丧家,败国亡家
抽搭,抽泣
东躲西藏,东闪西躲
差错,舛错
否尽泰来,否极泰来
百发百中,百步穿杨
暴露,袒露
奉如神明,奉若神明
不一而足,不胜枚举
部队,队列
惨不忍睹,惨不忍闻
卑礼厚币,卑辞重币
愁眉不展,蹙额愁眉
电板,电池
波涛汹涌,波澜壮阔
暴风疾雨,暴风骤雨
承诺,答应
撤回,撤退
停止,停留
特为,特意
闯事,闯祸
犯法,犯科
称赞,称道
厕所消息,道听途说
单纯,纯朴
大放厥词,大放厥辞
办理,打点
纯洁,纯真
仇人,敌人
不管三七二十一,不管四六二十四
百无禁忌,童言无忌
杯弓蛇影,风声鹤唳
拔刀相助,拔刀相济
处罚,处置
成衣,裁缝
不准,反对
大处着眼,大处落墨
土语,土音
旦夕,晨夕
不可名状,不可言宣
畅快,痛快
草行露宿,餐风露宿
丁一卯二,丁一确二
粗俗,粗陋
推广,推行
风行一时,风靡一时
暴戾恣睢,暴虐无道
耳鬓厮磨,辅车相依
粗俗,鄙俚
断缣寸纸,断缣尺楮
叮属,吩咐
得不偿失,贪小失大
包含,包罗
抵赖,推却
垂涎三尺,馋涎欲滴
冲坚毁锐,冲锋陷阵
富丽堂皇,雕栏玉砌
恶意,歹意
充分,饱和
嘲笑,调侃
头绪,端倪
纷至沓来,蜂拥而起
风流,风致
当地,本地
反水,背叛
恩威并著,恩威并行
不打紧,不至紧
财匮力绌,财竭力尽
卑恭屈节,卑躬屈膝
不乏其人,比比皆是
大惊失色,胆战心惊
风行草从,风行草偃
创建,创立
分茅列土,分茅锡土
风流佳话,风流韵事
裁撤,除去
城实,诚笃
雕章绘句,雕章缋句
洞烛其奸,洞若观火
猜忌,猜疑
不得其死,不得善终
贪图享受,贪生怕死
得寸得尺,得尺得寸
包含,包涵
戴月披星,餐风宿雨
百折不屈,百折不摧
对面,当面
抬高,提高
登堂入室,登峰造极
恫疑虚喝,恫疑虚猲
抵当,抵抗
倡议,提议
分袂,辩别
博古通今,博闻强记
妥洽,调和
退却,退守
别开生面,独具匠心
傍人依户,傍人门户
地址,地方
出险,脱险
传闻,风闻
冰释冻解,冻解冰释
听天由命,得过且过
得意忘形,踌躇满志
刀锯鼎镬,刀锯鼎镬
雕肝掐肾,雕肝琢膂
丹方,方剂
层出不穷,层出叠现
称扬,称颂
表明,表达
卑辞重币,币重言甘
卑劣,卑鄙
暴虐,残酷
别开蹊径,别辟蹊径
吐露,呈现
残落,调谢
投环,投缳
同心协力,啐啄同机
罢了,而已
步伐,步骤
得陇望蜀,贪心不足
抽咽,抽噎
偷空,偷闲
他心,贰心
慈悲,慈详
囤积居奇,操赢致奇
阐发,阐明
兵连祸结,天下大乱
不识大体,放饭流歠
舵手,船夫
蛾翠,蛾黛
别离,差别
推断,揣摸
才疏学浅,才薄智浅
赤手上阵,赤膊上阵
否去泰来,否往泰来
勃然变色,怫然作色
帮狗吃食,帮虎吃食
动荡不安,多事之秋
韬光养晦,韬光晦迹
天气,天色
不妥,不当
否决,驳斥
出书,出版
不闻不问,充耳不闻
胆大如斗,胆大妄为
丰产,丰登
放浪不拘,放诞不拘
反戈一击,恩将仇报
耽搁,迟误
本固枝荣,本固邦宁
呆头呆脑,笨手笨脚
天长地久,成年累月
天国,天堂
巴巴急急,巴巴结结
天保九如,长命百岁
放浪,放肆
财气,财运
才能,本事
奔走,奔跑
担待,担戴
颁发,颁布
盗怨主人,盗憎主人
缔交,订交
分化,分裂
保残守缺,陈陈相因
同胞,本族
不可言状,不堪言状
锄强扶弱,除暴安良
吊尔郎当,放荡不羁
创作,创制
发奋,发愤
富埒王侯,肥马轻裘
分辩,分辩
担惊受怕,胆战心惊
土话,土语
别的,此外
悲哀,悲恸
碧波浩淼,风平浪静
当前,此刻
八成,大概
怫郁,愤恨
称孤道寡,称王称霸
同伴,差错
饱人不知饿人饥,饱汉不知饿汉饥
并列,并排
不吝指教,不吝赐教
不可救药,病入膏肓
发上冲冠,发踊冲冠
扼腕叹息,扼腕长叹
呆头呆脑,呆若木鸡
触景伤情,触目伤怀
挑拨,挑衅
筚路蓝缕,褴褛筚路
分明,懂得
阐明,阐述
调停,调和
天衣无缝,滴水不漏
促进,推进
笨伯,蠢人
波浪,波涛
特准,特许
堤防,防备
瘪头瘪脑,笨头笨脑
防卫,防备
辞别,辨别
反思,反映
登岸,登陆
兵贵神速,风驰电掣
出没无常,变化无常
低吟,低唱
撤消,裁撤
避井入坎,避坑落井
筹划,筹备
天崩地坍,天崩地塌
丰姿,丰采
出类拔萃,栋梁之材
冯河暴虎,暴虎冯河
扶持,搀扶
彻头彻尾,彻首彻尾
创办,创始
低沉,颓废
不偏不倚,不偏不党
才干,材干
底细,底蕴
宠任,宠信
恬然,泰然
承受,承担
推心置腹,推诚相见
忖度,测度
比比皆是,比比皆然
对牛弹琴,白费口舌
奋发图强,蹈厉奋发
春蚓秋蛇,春蛇秋蚓
嘲弄,嘲讽
不意,不虞
不安,担心
嘲笑,耻笑
不易之论,颠扑不破
不厌其烦,不胜其烦
飞翔,飞行
东挪西凑,东挪西撮
德言工容,德言工貌
体面,场面
茶肆,茶馆
天才,天生
疮痍满目,百孔千疮
吊唁,吊问
半生不熟,半生半熟
负固不宾,负固不服
百花争艳,百花齐放
抽噎,抽泣
成则为王，败则为寇,成王败寇
洞若观火,洞见症结
察访,查看
搬唇弄舌,搬唇递舌
得益,成绩
垂纶,垂钓
凋零,退步
编订,编辑
唱沙作米,唱筹量沙
揣度,猜想
匆促,匆匆
称扬,称誉
醇酒妇人,醇酒美人
担惊受怕,担惊受恐
雕章琢句,雕章镂句
粗俗,粗鄙
天地经纬,天经地纬
大刀阔斧,大马金刀
发掘,暴露
推辞,辞让
避开,避让
城门失火,池鱼堂燕
甜嘴蜜舌,甜言蜜语
停当,妥贴
出手,脱手
斗气,负气
特征,特质
不白之冤,覆盆之冤
持久,长久
本体,本质
不修边幅,不顾外表
被动,被迫
天塌地陷,天崩地裂
承担,负责
分袂,分裂
凑趣,巴结
仓卒,匆忙
传颂,陈赞
断发文身,断发纹身
出乎意料,突如其来
比翼双飞,比翼齐飞
东涂西抹,擦脂抹粉
扼制,遏制
兵器,刀兵
变化多端,变幻莫测
不但,不单
称誉,表彰
奉承,巴结
叱呵,叱喝
分别,别离
比及,等到
飞沙走石,飞砂转石
探求,猜想
天生,天资
奉迎,讨好
成王败寇,败则为虏
分散,分裂
调度,调换
扼腕叹气,扼腕长叹
冰天雪地,天寒地冻
避实就虚,避重就轻
担雪填井,担雪填河
惩一戒百,惩一警百
不堪一击,摧枯拉朽
不揪不睬,不理不睬
乘虚而入,乘隙而入
吞刀刮肠,痛改前非
除旧更新,除旧迎新
尘寰,尘间
推卸,推诿
跌脚捶胸,跌脚槌胸
同舟共济,通力合作
当机立断,逢机立断
放诞,跌荡
放肆,疯狂
仓卒,匆匆
丹心,赤忱
表里山河,表里河山
憋屈,憋闷
不堪,不胜
嘲弄,嘲谑
博学多才,博学多识
灿艳,璀璨
抱头鼠窜,逃之夭夭
摧残,残虐
彻头彻尾,彻心彻骨
尝试,测验
纯朴,纯正
同德一心,同心协力
风尚,风气
包庇,庇护
填补,添补
对不起,抱歉
筚门圭窬,筚门闺窬
调剂,调整
乘舆播越,乘舆播迁
不生不灭,半死不活
打垮,打破
托病,称疾
不甘示弱,不甘落后
通信,通讯
涕泗滂沱,痛哭流涕
低劣,低微
舛讹,舛错
团结,统一
桃李满天下,桃李遍天下
地方官,父母官
东床姣婿,东床娇客
沉浸,沉溺
不毛之地,赤地千里
大书特书,长篇大论
停当,妥当
愁云满面,愁眉苦脸
不得善终,不得好死
别出新裁,独出心裁
不伤大体,不伤脾胃
不战而胜,兵不血刃
背叛,背离
充分,充盈
分甘共苦,同甘共苦
天分,本性
保全,保存
方剂,方子
茶室,茶馆
比屋可封,比比皆是
不上不下,不上不落
办法,方式
并世无双,独一无二
不治自愈,不药而愈
长年累月,长此以往
胆战心惊,胆战心摇
办法,法子
丰富,富厚
妥协,调和
成列,陈设
兵多将广,兵强马壮
步步登高,步步高升
鄙薄,鄙视
分居,分爨
大雨滂沱,暴雨如注
特别,独特
单纯,纯粹
丰富,肥沃
不识时务,不通时宜
体恤,体贴
推辞,推辞
悲不自胜,悲痛欲绝
摧毁,残害
仓猝,匆匆中
暴虐,残暴
桃羞杏让,沉鱼落雁
拜会,拜见
不知内情,不知就里
惨酷,残酷
废除,撤废
铁杵成针,铁杵磨成针
防微杜渐,防患于未然
淳厚,醇厚
放弃,放手
促进,鞭策
处心积虑,费尽心机
称誉,称颂
比喻,比方
道貌凛然,道貌岸然
伏法,伏诛
戴圆履方,戴天履地
粗暴,霸道
涔涔,霏霏
调动,调解
分开,分隔
烦恼,烦扰
不破不立,废旧立新
不徇私情,秉公执法
成双作对,成双成对
翻山越岭,跋山涉水
土洋并举,土洋结合
才气,才略
不成才,不长进
标新立异,独出心裁
不得其死,不得好死
得过且过,敷衍塞责
仇恨,痛恨
蜂拥而上,蜂拥而来
不今不古,独一无二
倒打一耙,反咬一口
停止,遏制
推求,猜想
同心合力,通力合作
半身不摄,半身不遂
串同,通同
沧海桑田,渤澥桑田
凤凰于飞,比翼双飞
不闻不问,蔽聪塞明
必由之路,必经之路
不卑不亢,不骄不躁
从戎,当兵
车殆马烦,车烦马毙
垂纶,钓鱼
复杂,纷乱
天翻地覆,沧海桑田
绷巴吊拷,绷扒吊拷
逃债,避债
出没无定,出没无常
睹物思人,触景生情
分辨,辞别
撤除,裁撤
疼痛,痛楚
揣度,测度
搀和,搀杂
哺育,抚养
成恳,诚笃
调处,调解
陈腔滥调,陈词滥调
对比,对照
大怒,愤怒
风光旖旎,风景旖旎
巴结,谄媚
调三惑四,调三斡四
充沛,敷裕
勃欝,勃郁
分道扬镳,风流云散
大功告成,大功毕成
刺探,打探
川流不息,纷至踏来
淘气,调皮
措施,步伐
反驳,辩驳
倜傥不羁,放浪形骸
对照,比照
反思,反省
发上冲冠,发上指冠
大惊失色,瞠目而视
忖度,揣度
出色,突出
不消,不用
推心置腹,畅所欲言
恩德,恩惠
俯首帖耳,垂耳下首
同日而语,等量齐观
不败之地,百战不殆
打抱不平,拔刀相助
吞噬,吞没
百废待举,百废待兴
反对,否决
仇人,仇敌
不拘形迹,放浪不羁
低劣,卑微
不名一格,不拘一格
标志,标记
同心协力,风雨同舟
叮嘱,吩咐
叮咛,叮嘱
付之一笑,付诸一笑
风流儒雅,风流蕴藉
扶助,辅助
天崩地裂,翻天覆地
擦拳抹掌,蠢蠢欲动
不辞而别,逃之夭夭
发奋图强,发扬蹈厉
东奔西走,东食西宿
捕获,逮捕
天使,天神
凤凰于飞,夫倡妇随
不快不慢,不疾不徐
创举,独创
飞鹰走犬,飞鹰走狗
不伏水土,不服水土
碧波浩渺,风平浪静
别开生面,独出心裁
同心同德,通力合作
不啻,不止
抵死漫生,抵死谩生
党同伐异,党同妒异
拜访,调查
跺脚,顿脚
不徇私情,大公无私
创业兴家,成家立业
大捷,大胜
杜门晦迹,杜门绝迹
猝然,顿然
动人心弦,动人心魄
不能,不行
变化,变幻
城实,淳厚
头破血流,头破血淋
躲藏,逃避
达官显宦,达官贵人
停止,放手
俯首贴耳,垂首帖耳
探问,调查
痴呆,白痴
赴汤蹈火,赴蹈汤火
存思,存神
同年而校,同年而语
大雅,风雅
褫职,辞职
付之东流,半途而废
忖度,推断
反躬自省,闭门思过
填补,补充
词藻,词采
福分,福气
俯仰由人,俯仰随人
道乏,道劳
持之以恒,滴水穿石
放荡不羁,放荡任气
天遂人愿,天随人愿
代办,代劳
东扬西荡,东飘西徙
传达,通报
场所,场面
拜候,访问
推断,猜度
腾达飞黄,飞黄腾达
吊儿郎当,放荡不羁
充数,凑数
避祸就福,避祸求福
才气,才能
推断,揣测
刀刀见血,单刀直入
倒悬之危,倒悬之急
大肆,鼎力
东主,东家
笔下超生,笔底超生
颠三倒四,颠倒错乱
到处,遍地
贪得无厌,贪心不足
敝帚千金,敝帚自珍
不同,分别
风姿潇洒,风度翩翩
不拘细行,不衫不履
存而不论,避而不谈
不加思索,脱口而出
不毛之地,不牧之地
钓名沽誉,钓誉沽名
白发婆娑,白发苍苍
拜谒,调查
大公无私成语,铁面无私
愤世疾俗,愤时疾俗
反客为主,太阿倒持
分辩,辩白
土鸡瓦犬,陶鸡瓦犬
成群逐队,辍毫栖牍
推卸,退却
坂上走丸,阪上走丸
多多益善,贪得无厌
出丧,出殡
单丝不线,独木不成林
额手称庆,额手称颂
恶人,歹人
不偏不倚,不可偏废
餐风宿露,餐风露宿
探访,探问
报答,酬谢
唾壶击碎,唾壶击缺
殚思极虑,殚智竭力
承当,承担
不同凡响,出类拔萃
徒托空言,徒陈空文
天性,禀赋
呆笨,笨拙
反抗,对抗
废地,废墟
同心合力,同心同德
痴心妄想,白日做梦
乘虚而入,趁火打劫
泰然处之,泰然自若
退缩,退避
发挥,表现
体现,呈现
草率收兵,草草了事
嘲讽,调侃
大而无当,短小精悍
保全,保持
大有径庭,大相径庭
表里相应,表里相济
凋零,腐化
大意,大抵
大亨,财主
慈善,慈悲
非凡,非常
侈侈不休,喋喋不休
东飘西泊,东飘西荡
奉若神明,顶礼膜拜
停止,放弃
堤溃蚁孔,堤溃蚁穴
放恣,放纵
倒持太阿,倒持泰阿
出乎意外,出乎预料
不时之需,不时之须
草行露宿,风餐露宿
暴虐,残忍
分别,分袂
分离,脱离
创立,缔造
包含,包蕴
创议,发起
成景,澄净
同伙,帮凶
才智,才能
涤故更新,除旧布新
探望,探访
不外,不过
不可,不行
不拘小节,不拘形迹
初步,发轫
特别,特地
诽谤,贬低
透澈,透辟
触景伤怀,触景伤情
操劳,操持
风尘仆仆,餐风宿露
刺破,戳破
出乎意外,突如其来
匪贼,土匪
分外,特别
称柴而爨,称薪而爨
才疏意广,才高意广
不知所厝,不知所措
编纂,编缀
冲锋陷阵,赴汤蹈火
躲藏,遁藏
补救,调停
飞奔,飞驰
舵手,船员
扶助,提拔
淡泊,淡薄
处所,方位
摆脱,脱节
徒托空言,托之空言
不苟言笑,道貌岸然
草莽,草野
边缘,边际
凡夫俗子,村夫俗子
抵御,抵挡
催促,督促
才具,才华
奔流不息,川流不息
费事,费劲
党羽,翅膀
沧桑陵谷,沧海桑田
闭口结舌,闭口藏舌
天冠地屦,天壤之别
推度,揣测
分离,辩别
烦琐,繁缛
倒戈,反叛
奋袂而起,投袂而起
斗媚争妍,斗色争妍
坍塌,坍弛
抵抗,抵拒
背后,背地
地方,场合
天下,天地
成年累月,长年累月
提取,提炼
舛讹,舛误
别有风味,地方风味
八音遏密,遏密八音
不拘一格,别具一格
倒塌,崩裂
哆嗦,打颤
鹗荐,鹗表
恶意,歹心
低首下心,垂头上气
磋商,讨论
抵制,抵当
阪上走丸,风云突变
担当,负担
遁迹,避难
犯法,非法
屠龙之伎,屠龙之技
乘间投隙,挑拨离间
凋零,腐败
风云变幻,风云突变
反常,变态
妨害,防碍
充分,充斥
不足挂齿,不足齿数
表里相依,表里相济
拔除,铲除
比拟,比较
拔擢,提拔
沉默不语,沉默寡言
地契,方单
分辨,辨别
倍道兼行,倍道兼进
背信,背约
拨弄是非,飞短流长
奉行,推行
包容,大度
调度,调整
推测,猜想
不干不净,偷鸡摸狗
犯法,犯警
才华,才干
吹毛索垢,吹毛索疵
腐化,腐朽
不仅,不单
放任,放胆
发财,发迹
别出心裁,独具匠心
独具匠心,独出新裁
辩护,辩白
敷衍,草率
同心一德,同心同德
顶天立地,顶天踵地
筚路褴褛,风餐露宿
凤皇于蜚,凤皇于飞
分割,豆割
甜言美语,甜言蜜语
奉养,服待
废除,打消
风流倜傥,风流潇洒
捶胸跌脚,捶胸跌足
变换,变更
低三下四,俯首帖耳
投桃报李,报李投桃
福喜,福禧
尝试,测试
成本,本钱
比目连枝,比翼连枝
肥壮,肥美
分化,分歧
童真,童趣
提拔,提携
充满,充裕
从戎,投军
充盈,富裕
东摇西摆,东歪西倒
步伐,步履
涂歌巷舞,涂歌里抃
探究,探讨
探求,探究
别有用心,存心不良
放胆,罢休
沉睡,甜睡
调理,调解
杜渐防微,杜渐防萌
醋坛子,醋罐子
并世无两,独一无二
报酬,酬金
巴结,谄谀
恩义,恩情
不刊之论,颠扑不破
天南地北,天南海北
托福,拜托
颓丧,颓唐
发动,策划
敦朴,淳厚
产生,发生
揣摩,猜测
听之任之,听其自然
涂歌巷舞,涂歌里咏
佛头加秽,佛头著粪
对抗,对立
啜泣,抽噎
巅峰,顶峰
纷繁,纷纷
天壤之别,天壤悬隔
抵抗,抵挡
别具一格,别具炉锤
覆蕉寻鹿,覆鹿寻蕉
恶名,臭名
打倒,推到
百伶百俐,聪明伶俐
丢丑,丢脸
风马牛不相及,风马牛不相干
处理,措置
撤消,除去
百废俱举,百废俱兴
被褐怀珠,被褐胚玉
磋商,磋磨
方兴未艾,风起云涌
沸反盈天,沸沸扬扬
分心,分神
鼻青眼肿,鼻青脸肿
盗世欺名,钓名欺世
撤职,罢免
点金作铁,点金成铁
妥协,妥洽
奉养,服侍
布列,陈列
推求,推测
戳穿,洞穿
