剧本,脚本
乔装改扮,涂脂抹粉
生意盎然,生机勃勃
商洽,商讨
判若鸿沟,大相径庭
外地,外埠
多材多艺,多艺多才
勤能补拙,熟能生巧
说长道短,道长论短
汉子,男人
海中捞月,石沉大海
大张旗鼓,大肆渲染
端详,端量
活灵活现,活龙活现
同伴,朋友
天上石麟,天上麒麟
搜罗,收集
家常便饭,熟视无睹
年复一年,物换星移
审判,审讯
亲善,和睦
腾达,鼎盛
事迹,奇迹
抨击,晋级
卷土重来,大张旗鼓
亡魂丧魄,亡魂失魄
踽踽凉凉,踽踽独行
确凿,确切
居安思危,未雨绸缪
明白,明确
喊冤,声屈
品头评足,评头品足
明朗,清明
省略,节略
审讯,审问
惧怕,无畏
继室,继配
桃李不言，下自成行,桃李不言，下自成蹊
为国捐躯,大公无私成语
情意,情谊
拾掇,收拾
大力,大肆
欺凌,欺悔
简捷,简洁
全乎人儿,全科人儿
平平淡淡,淡泊明志
淮南鸡犬,淮王鸡狗
胡扯,胡说
外皮,外表
景物,景致
每每,通常
毛发悚立,毛发耸然
判断,确定
凝聚,凝集
饿虎扑羊,饿虎扑食
俭省,扑实
图谋不轨,奸诈贪婪
大吹大擂,大言不惭
大方,大雅
饰物,首饰
上下为难,进退两难
松驰,轻松
换取,调换
机谋,权术
微茫,朦拢
探求,推测
后来居上,青出于蓝
卫护,戍卫
外延,外表
惊呀,惊讶
十万火急,火急火燎
念佛,念经
将功折罪,将功赎罪
门可张罗,门堪罗雀
徒劳无益,枉用心机
借使,假使
审慎,谨慎
摸风,盗窃
含垢忍辱,坚贞不屈
横遭不幸,祸不单行
打量,端详
上下同心,齐心协力
稳健,端庄
无为牛后,鸡口牛后
挺起胸膛,竖起脊梁
患难,祸患
东窗事发,图穷匕首见
牛溲马勃,马勃牛溲
同意,答允
推却,推辞
动荡,激荡
七步之才,七步成诗
借条,借约
噤口不言,噤若寒蝉
会谈,漫谈
为非作歹,轻举妄动
侵吞,侵犯
妙语,趣话
妥善,稳妥
剧烈,强烈
没精打彩,灰心丧气
回收,接受
急不可耐,迫不及待
推波助澜,煽风点火
失效,无效
扫除,驱除
平头百姓,平民百姓
完成,完结
曲意逢迎,趋炎附势
拍子,球拍
单薄,瘦弱
丁宁,打法
号令,命令
多此一举,节外生枝
强词夺理,满嘴胡缠
排挤,架空
计议,谋划
升引,起用
担心,担忧
对付,对待
诲人不倦,金针度人
乞助,求援
举手之劳,顺风吹火
建立,确立
多此一举,画蛇添足
惊扰,打扰
无缘无故,莫名其妙
吉星高照,红鸾照命
合时,适时
淡薄,澹泊
恶衣恶食,恶衣粝食
天外,天空
突然,蓦的
全国,天下
琴瑟不调,瑟瑟失调
好学不倦,手不释卷
夙怨,宿怨
少顷,片晌
敦世厉俗,敦风厉俗
平时,平素
缩衣节口,节衣缩食
始终不懈,始终不渝
患难,磨难
无可奈何,无可如何
化为乌有,荡然无存
定价,订价
叨教,请教
失约,毁约
损坏,毁坏
霜露之思,霜露之悲
无稽之谈,耳食之论
委顿,疲乏
俭朴,扑实
定亲,订婚
明天,未来
东张西望,东睃西望
鸿章钜字,鸿篇巨制
奢侈,糜掷
听说,外传
妥贴,适当
提高,普及
年深日久,年深月久
大北,大败
度长絜大,度长絜短
化为乌有,化为泡影
明枪好躲,明枪暗箭
万古千秋,千秋万代
活门,生路
轻裘缓带,轻裘缓辔
满面红光,神采飞扬
当务之急,迫在眉睫
轻浅,轻盈
大户,权门
亲密无间,青梅竹马
当者披靡,所向无敌
破绽,马脚
攀鳞附翼,攀龙附凤
劝告,警告
见钱眼开,见钱眼红
多情善感,多愁善感
基脚,基面
漫步,缓步
完璧归赵,物归原主
浓妆艳裹,浓妆艳饰
是非,短长
警告,警惕
污秽,龌龊
五彩缤纷,五颜六色
倒退,停滞
敏锐,机敏
是古非今,颂古非今
思念,思量
健康,强壮
瞒天要价,瞒天讨价
停止,静止
将心比心,设身处地
商酌,讨论
和解,妥协
天渊之别,强弱悬殊
五彩缤纷,五色斑斓
盲翁扪籥,盲翁扪龠
斗艳争妍,斗艳争辉
呼卢喝雉,呼幺喝六
大惊失色,怛然失色
假力于人,假手于人
救火拯溺,救焚拯溺
伤心,难受
披沙拣金,排沙拣金
江翻海扰,江翻海沸
得意,痛快
急中生智,束手无策
地崩山摧,山崩地裂
耳环,耳饰
坚固,坚硬
目空一切,莫予毒也
山明水秀,湖光山色
惊悸,惊惶
厚颜无耻,无耻之尤
松弛,轻松
哄笑,讥笑
尽心,精心
判别,判断
寂然,肃然
天命,定数
旗敌相当,旗鼓相当
号哭,号泣
焦心,焦急
完满,完美
思索,推敲
推崇,推重
坚持,维持
火耕水种,火耕水耨
叫喊,呐喊
无伤大雅,无关宏旨
花团锦簇,锦团花簇
山珍海味,美味佳肴
盘问,究诘
失信,食言
尾随,随从
千方百计,煞费苦心
听命,屈从
揭底,揭短
投诚,投降
危在旦夕,危如朝露
鸡鸣狗盗,鼠窃狗盗
纠集,调集
视同儿戏,视若儿戏
情感,情愫
机诈,狡滑
景星庆云,景星麟凤
年关,年终
焦心,焦躁
土沟,地沟
昏暴,昏聩
牛骥共牢,牛骥同槽
儿女情长,舐犊情深
卫戍,提防
动身,起程
推举,推荐
取悦,趋奉
念兹在兹,记忆犹新
清撤,清晰
取得,得到
疏漏,随便
荒诞,谬妄
敬谢不敏,无能为力
前世怨仇,夙世冤家
完备,完整
户枢不朽,户枢不蠹
艰苦,贫困
史无前例,见所未见
勤勉,勤奋
茫无涯际,茫无边际
架屋叠床,架屋迭床
时不我待,机不可失
情同手足,情投意合
朦朦胧胧,模模糊糊
噗咚,噗哧
美景,胜景
撒手,松手
凄凉,凄婉
挺立,耸立
宁静,平静
死去活来,起死回生
全心全意,死而后已
推托,推辞
接棒人,接班人
探索,物色
害羞,腼腆
将强,强项
倏忽,蓦地
取笑,讪笑
奸淫掳掠,荒淫无耻
善解人意,投其所好
手段,手腕
生拉活扯,生拉硬扯
培植,培育
无动于衷,满不在乎
化妆,打扮
闻一知二,闻一知十
缄口不言,金人三缄
片刻,顷刻
丧生,去逝
劈波斩浪,披荆斩棘
好坏,曲直
天假之年,天假其年
明公正道,明堂正道
妥当,得当
喋喋不休,滔滔不绝
极品,精品
鸿篇巨制,鸿篇巨帙
活气,生气
书札,书牍
俊俏,奇丽
积性难改,积重难返
同心同德,守望相助
后世,后代
借债,借钱
停歇,憩息
委靡,颓唐
打尖,打顶
号泣,痛哭
气势磅礴,气吞长虹
委曲,弯曲
忘我,无私
集中,齐集
缉获,缴获
托故,托辞
能言善辩,能说会道
丧家之犬,丧家之狗
僵化,死板
好事多磨,好景不长
批准,接收
岁月,时日
片口张舌,骗口张舌
判辨,剖析
鸡鸣狗盗,鼠窃狗偷
权势,权威
瞒天昧地,瞒天瞒地
和盘托出,尽情宣露
气势磅礡,气贯长虹
排山倒海,排山压卵
霹雳,霹雷
勉力,接力
搜求,网罗
东倒西歪,东歪西倒
梦乡,梦境
污染,浑浊
嫉妒,忌妒
多事之秋,鸡犬不宁
实现,竣工
伪造,诬捏
健壮,强大
水兵,水师
情景,景象
昏天黑地,漆黑一团
头痛脑热,头痛额热
失约,误期
囚系,监管
妄诞,荒诞
特别,特殊
污染,混浊
奸滑,狡诈
害羞,忸怩
扫兴,绝望
十分,极度
排场,面子
怠惰,疏懒
计算,计较
满意,满足
娓娓不倦,娓娓不怠
妙技,技巧
添枝接叶,添油加醋
举目无亲,茕茕孑立
吐故纳新,吐旧容新
和缓,温暖
简练,精炼
蔓引株求,蔓引株连
打凤捞龙,打凤牢龙
僻静,寂寥
提倡,提议
忘年之交,忘年之契
激悦,激昂
寒来暑往,暑往寒来
怒目圆睁,怒目而视
钉嘴铁舌,铁嘴钢牙
七拼八凑,东拼西凑
伪造,捏造
爽快,爽气
妙算神机,神机妙算
强劲,强大
宿怨,宿恨
清贫,贫苦
大打出手,短兵相接
明净,明媚
偏听偏信,偏听则暗
大海捞针,海底捞针
单刀直入,对症下药
大谬不然,大错特错
刁猾,狡滑
名不副实,名存实亡
惊动,轰动
调谢,雕残
妥帖,妥当
潜伏,潜在
肩摩毂击,门庭若市
疏忽,疏漏
弹指之间,昙花一现
没大没小,没轻没重
大是大非,大相径庭
举办,举行
明察秋毫,洞若观火
低落,降低
五短三粗,五短身材
秋毫无犯,道不拾遗
收关,结束
怯生生,畏俱
寄宿,投宿
好歹,好赖
焕然大悟,豁然大悟
和煦,平和
明察,洞察
悔改,悛改
平地一声雷,平地风雷
万古流芳,山高水长
九牛一毫,微不足道
私货,黑货
华侈,奢侈
面黄肌瘦,鹄形菜色
挖空心思,枉费心机
将强,矍铄
侵占,侵害
畏怯,胆怯
九死一生,劫后余生
矜重,稳重
事情,事项
势均力敌,旗鼓相当
掉以轻心,等闲视之
当令,适时
号寒啼饥,啼饥号寒
打躬作揖,横行霸道
明眸皓齿,眉清目秀
识龟成鳖,颠倒黑白
骄恣,骄纵
怕三怕四,怕痛怕痒
涵养,素质
商业,贸易
失期,误期
和平,宁静
胆小如鼠,胆小怕事
大水,洪流
活眼活现,活神活现
伤天害理,灭绝人性
仆仆风尘,四处奔波
大祸临头,祸从天降
受罪,受苦
打点,收拾
坚强,顽强
合谋,同谋
屠夫,屠户
删改,批改
劫难,魔难
偏僻,清静
帏薄不修,帷箔不修
前进,挺进
闳言崇议,闳言高论
情投意合,情投意忺
神思恍惚,精神恍惚
挖空心思,搜肠刮肚
深恶痛绝,疾恶如仇
酣歌恒舞,酣歌醉舞
千锤百炼,精雕细刻
到处为家,四海为家
特务,间谍
期待,等候
尖嘴薄舌,贫嘴贱舌
甜密,甜美
旧瓶新酒,脱胎换骨
委顿,疲惫
十年寒窗,十年窗下
岂有此理,莫名其妙
荆钗布袄,荆钗布裙
技艺,身手
丧权辱国,卖国求荣
停滞,停顿
搜查,搜检
夺取,攫取
忽忽不乐,闷闷不乐
挢枉过正,矫枉过正
头面人物,首脑人物
沙场,疆场
民不聊生,水深火热
缅想,记念
唾骂,讥刺
计日程功,计日而待
文定,订婚
噩耗,恶耗
大同小异,求同存异
无动于衷,麻木不仁
俭朴,减削
桀敖不驯,桀骜难驯
讥刺,讪笑
朴素,朴质
破费,耗费
勉强,委曲
减色,失神
漂荡,飘零
剿灭,清剿
夙敌,宿敌
踽踽独行,踽踽而行
少少,少许
忘恩负义,见利忘义
伤弓之鸟,惊弓之鸟
取长补短,断长续短
声东击西,调虎离山
同侪,平辈
晋级,进攻
十全,齐全
荟萃,齐集
墨守成规,打破常规
市欢,讨好
惊醒,觉醒
和煦,温和
呜乎哀哉,寿终正寝
淡漠,淡薄
随和,顺心
扞拒,抵抗
怀想,纪念
精妙入神,精妙绝伦
美味佳肴,美酒佳肴
稍微,稍稍
晚上,晚间
德高望重,道高德重
怀念,思量
动乱,混乱
天花乱坠,娓娓动听
完备,齐全
生龙活虎,精神奕奕
投契,投机
调度,调遣
器材,器械
断凫续鹤,断鹤续凫
无所不包,无所不有
夺门而出,破门而出
帷灯匣剑,帷灯箧剑
亨衢,大路
代马依风,狐死首丘
身入其境,身当其境
三缄其口,守口如瓶
攀车卧辙,攀辕卧辙
解甲归田,马放南山
大方,文雅
事宜,妥贴
特别,突出
弥天大谎,瞒天大谎
劫夺,抢劫
低三下四,唯唯诺诺
时绌举盈,时绌举赢
熟悉,熟识
围詹救科,围魏救赵
绘声绘影,绘影绘声
岂论,无论
目空一世,目空一切
停歇,停顿
回复,回答
万众一心,齐心协力
免职,去官
惊悸,惊愕
扇席温枕,扇枕温席
商场,阛阓
军械,军火
棘地荆天,荆天棘地
对付,将就
为所欲为,妄作胡为
亲密无间,手足之情
境况,景况
神情,神采
明确,确定
推度,推测
沆瀣一气,猫鼠同眠
忐忑不安,提心吊胆
耗损,花费
实验,试验
妄自菲薄,灰心丧气
教材,讲义
敏捷,生动
奴才,奴隶
急拍繁弦,急竹繁丝
无关痛痒,漠不相关
漂泊,飘荡
示意,默示
好似,彷佛
忌讳,禁忌
失火,火灾
无赖,泼皮
松手,甩手
简便,简单
涕泗横流,涕泗纵横
教员,教授
呼风唤雨,推波助澜
浑然天成,浑然自成
停当,竣工
启航,起程
往往,时时
谦恭虚己,谦虚谨慎
回答,解答
束手待毙,计无所出
会剿,围剿
金口玉言,金口玉音
鞠躬尽力,鞠躬尽瘁
宁静,清静
偏畸,偏私
文武双全,文韬武略
漂流,飘浮
函牍,文书
蓦地,遽然
截长补短,裒多益寡
去粗取精,披沙拣金
贪得无厌,贪无止境
火油,石油
吮疽舐痔,吮痈噬痔
和善,善良
宁缺毋滥,宁遗勿滥
凋落,调谢
山崩地裂,山摇地动
十室九空,家破人亡
寒舍,舍间
完成,竣事
度量,襟怀
坚如磐石,稳如泰山
违纪,违规
探询,探问
俱收并蓄,兼收并蓄
敬拜,膜拜
揭示,揭穿
毛发不爽,毫发不爽
审视,谛视
吐哺握发,吐哺辍洗
俄顷,霎时
岁暮,年底
集腋为裘,集腋成裘
面临,面对
忽然,突然
提取,索取
上吊,吊颈
恰好,适值
井井有条,条理分明
书函,书札
尔虞我诈,尔诈我虞
望梅止渴,画饼充饥
世世代代,生生世世
朴素,节俭
倘使,假如
冒失,冒昧
雕栏玉砌,雕梁画栋
前生,宿世
投间抵隙,投隙抵罅
激劝,激励
洪流,激流
积不相能,视若路人
庞大,浩瀚
杀绝,毁灭
贪婪,贪心
借口,托辞
死气沉沉,没精打采
蚀本,赔本
好色之徒,酒色之徒
剖判,解析
商讨,探究
坏处,短处
豆乳,豆浆
聚合,聚集
始末,经历
名目,花式
侵害,侵犯
密切追随,马首是瞻
家产,家当
失约,食言
坚强不屈,坚忍不拔
揭箧担囊,揭箧探囊
坚贞,鉴定
化险为夷,起死回生
碰钉子,碰鼻
假想,设想
坚实,稳固
危于累卵,土崩瓦解
举世闻名,名声赫赫
吼怒,咆哮
弄堂,胡衕
平静,静谧
暖和,温和
精致无比,精采
坦然自若,气定神闲
鞠躬尽力,鞠躬尽力
随兴,随兴
恫瘝在身,痌瘝在抱
同甘共苦,患难与共
生花妙笔,生花妙语
居安思危,居安虑危
交集,焦灼
大事完毕,大功告成
狞恶,狠毒
奸诈,巧诈
举措,动作
丧失,失落
体格,体魄
轻车减从,轻骑减从
精巧,精细
接管,接纳
挠腮撧耳,撧耳挠腮
危险,紧张
没齿难忘,铭心刻骨
搜检,检讨
时乖命蹇,生不逢时
遣词立意,遣辞措意
嗾使,挑拨
天理循环,天道好还
丹书白马,丹书铁契
屙金尿银,屙金溺银
京城,首都
污辱,玷辱
轻佻,轻率
精练,精辟
僻静,清静
喊冤叫屈,鸣冤叫屈
微笑,浅笑
书册,书籍
拘捕,拘系
悔恨,悔过
通今博古,通古博今
唾弃,轻视
欠缺,缺点
怀才不遇,黄钟毁弃
隋珠和璧,隋珠荆璧
忘怀,忘记
断梗流萍,断梗浮萍
黑忽忽,黑洞洞
大才盘盘,满腹经纶
坚贞,坚韧
家给民足,户给人足
遁入空门,遁迹空门
倏忽,忽地
妥贴,恰当
缄口不言,道路以目
吉祥,平安
山明水秀,山清水秀
佳话,嘉话
三台五马,三台八座
建树,竖立
漠不关心,漠不相关
飘扬,飘荡
侵害,侵略
坚决,鉴定
劈荆斩棘,披荆斩棘
救世济民,救民水火
绳子,绳索
躲避,闪避
酣然入梦,酣然入睡
秦晋之好,秦晋之缘
地广人希,地广人稀
胜利在望,计日奏功
情理,道理
死中求生,死里逃生
死去活来,死而复活
岁数,年级
带累,拖累
内行,熟手
到处为家,断梗飘萍
躲藏,躲避
上圈套,上当
平稳,稳固
山清水秀,青山绿水
宁死不屈,誓死不屈
勉力,尽力
挥戈回日,挥戈退日
昏天黑地,神志不清
守身如玉,洁身自爱
太仓稊米,微不足道
书生,墨客
堤防,提神
精心,谨慎
交情,情义
挑战,挑拨
道同契合,道同志合
敬敏不谢,无能为力
吊民伐罪,救亡图存
低眉顺眼,唯唯诺诺
牵记,记挂
斤斤计较,讨价还价
且则,权且
偷袭,狙击
头痒搔跟,头痛医脚
天经地义,江河行地
唯利是求,惟利是视
涕泗横流,涕泪交加
投机取巧,随机应变
为非作歹,倒行逆施
货币,货泉
未始,未曾
和煦,温暖
明哲保身,洁身自爱
荒凉,荒废
书写,缮写
大吃一惊,惊诧万分
诗云子曰,诗云子曰
歪曲,污蔑
投机倒把,捎关打节
含羞,害羞
去逝,死亡
十恶不赦,罄竹难书
为丛驱雀,为渊驱鱼
扭曲作直,颠倒是非
和气,和煦
讲读,道
生性,素性
扭曲,歪曲
会商,商酌
蛮不讲理,蛮横无理
东逃西窜,豕突狼奔
打开天窗说亮话,打开窗户说亮话
奇花异草,琪花瑶草
扫尾,收尾
枉驾,驾临
无所不为,无所不可
剑拔弩张,千钧一发
味如鸡肋,索然无味
权衡,衡量
诋毁,诬蔑
天翻地覆,山摇地动
倔强,鉴定
事宜,事情
恶名,污名
失望,颓废
混合,混淆
密探,特务
千奇百怪,奇形怪状
睹始知终,见微知著
似信非信,似懂非懂
兼官重绂,兼朱重紫
天值地值,物有所值
卖俏行奸,卖俏行奸
升降,起落
得悉,得知
会集,集合
计划,设计
火速,紧急
随心所欲,随性
排场,美观
挺拔,挺立
切磋,商量
名噪一时,名闻遐迩
大度,漂后
无人问津,门可罗雀
神不守舍,神魂颠倒
坚贞不渝,金石不渝
痛苦,疾苦
独断专行,独行独断
室如悬磬,家徒四壁
渺无人烟,荒无人烟
气愤,脑怒
怕羞,腼腆
明确,清楚
听天任命,听天安命
慢慢悠悠,慢条斯理
企图,计算
危机,危殆
条款,条目
警卫,警觉
激动,激烈
坚贞不屈,宁死不屈
倒屣相迎,倒屣迎宾
后发先至,后来居上
墨黑,漆黑
全豹,全部
千差万别,天壤之别
哪里,那里
奸狡,奸猾
大显身手,大有作为
事后诸葛亮,马后炮
朴实,朴质
劝解,劝阻
握椠怀铅,握铅抱椠
梯山航海,登山渡海
麻木,麻痹
徒弟,门徒
轻财敬士,轻财重士
松懈,松散
大怒,盛怒
唯我独尊,目空四海
街坊四邻,街坊邻里
大而无当,硕大无朋
神差鬼使,神谋魔道
抵制,抵抗
蓬户瓮牖,蓬门荜户
后发先至,青出于蓝
藐视,轻视
生存,生涯
排头兵,茅头兵
无所不为,靡所不为
调剂,调解
大腹便便,满脑肥肠
叛变,哗变
河干,河边
完善,完美
刁悍,强悍
腾跃,腾踊
停息,停顿
无法无天,胡作非为
七窍冒火,七窍生烟
失望,气馁
加入,进入
私自,私行
景况,景遇
三妻四妾,妻妾成群
完工,完成
脱离,脱节
手法,技巧
精深,精炼
畏俱,胆寒
强横,蛮横
假如,假若
拘押,逮捕
戛玉敲金,戛玉锵金
穷困,贫乏
妥善,得当
水月镜花,镜花水月
排除,清扫
短缺,缺少
勤勤俭俭,艰苦朴素
丧权辱国,奴颜婢膝
亲密,亲近
靡然乡风,靡然从风
凋谢,失败
大失人望,大失所望
忙乱,慌乱
牵丝扳藤,牵丝攀藤
熟习,熟悉
假充,冒充
土壤,泥土
纠合,聚合
同一,统一
外厉内荏,色厉内荏
脚印,脚迹
偏信则暗,偏听偏信
多谋善断,能谋善断
泰山压卵,狮子搏兔
声色犬马,花天酒地
无天无日,没日没夜
万紫千红,花红柳绿
适宜,适当
批评,评论
金镳玉络,金镳玉辔
含英咀华,含菁咀华
交集,慌张
代替,接替
明镜高悬,秦镜高悬
刹那,片刻
名垂千古,名垂青史
恶意,黑心
泾渭分明,黑白分明
盘诘,盘问
扭转,盘旋
雕虫小技,雕虫薄技
推波助浪,推波助澜
闪灼,闪烁
全力以赴,尽心尽力
深入,深化
胡说乱道,胡说白道
忽然,猛然
强中更有强中手,恶人更有恶人磨
完好,完满
弄巧成拙,歪打正着
呼幺喝六,盛气凌人
缄口无言,缄口结舌
淡泊,轻淡
尽管,尽量
守候,等候
尽善尽美,精美绝伦
雕虫小技,雕虫篆刻
书生,文人
搜索枯肠,搜肠刮肚
接应不暇,目不暇给
失望,没趣
好久,很久
将心比心,将胸比肚
完全,完备
舐犊之爱,舐犊之私
名高引谤,树大招风
荟萃,集中
其实难副,徒有虚名
救苦救难,普渡众生
南柯一梦,黄粱一梦
激进,进犯
掉以轻心,麻痹大意
耳目一新,面目一新
天下太平,太平盛世
大煞风景,清泉濯足
绝处逢生,起死回生
投机倒把,投机取巧
名过其实,名高难副
回山倒海,排山倒海
生分,生疏
数见不鲜,无独有偶
帷幕不修,帷箔不修
赌博,赌钱
匍匐,蒲伏
峻峭,嵬峨
嵬目鸿耳,嵬眼澒耳
王孙贵戚,皇亲国戚
剃发,剃头
他杀,谋杀
奢想,奢望
时和岁丰,时和年丰
假话,妄言
涓滴不漏,滴水不漏
委实,实在
盛行,通行
失魂落魄,惊慌失措
声威,威望
识别,鉴别
梧鼠之技,梧鼠五技
含英咀华,生吞活剥
怯弱,胆怯
怯弱,胆小
纠纷,胶葛
善始善终,好来好去
坚持不懈,矢志不渝
大气磅礴,气壮山河
司空见惯,家常便饭
单纯,简陋
慢慢,缓慢
南面称孤,南面称王
去伪存真,去粗取精
坚韧不拔,天长地久
荒淫无度,酒池肉林
眉开眼笑,眉飞色舞
前去,前往
积羽沉舟,聚蚊成雷
恬淡无为,清静无为
大发雷霆,怒不可遏
急不可待,急不可耐
千言万语,滔滔不绝
寒不择衣,慌不择路
敌视,藐视
得益,收货
明亮,豁亮
凋落,失败
三分鼎足,鼎足之势
巾帼英雄,巾帼须眉
急不择途,慌不择路
千里姻缘一线牵,千里姻缘使线牵
年数,年级
年灾月厄,年灾月晦
将功补过,将功赎罪
同舟共济,吴越同舟
声明,说明
面目,面貌
探头缩脑,缩头缩脑
全神倾注,全神灌注
卧冰哭竹,扇枕温衾
无地自容,汗颜无地
食不充饥,食不果腹
推托,退却
无价之宝,牛溲马勃
图为不轨,图作不轨
书记,文告
清宴,清晏
惊惶失措,惊慌失措
的确,确实
扫兴,灰心
距离,间隔
平常,通常
名山大川,洞天福地
化为乌有,灰飞烟灭
群魔乱舞,胡作非为
稳健,稳妥
天衣无缝,浑然一体
决裂,对立
无可奈何,独木难支
惊愕,慌张
僵持,对持
好似,恰似
坚苦,艰苦
打饥荒,闹饥荒
事变,事项
宏儒硕学,硕学通儒
没精打采,精神不振
鸡飞狗叫,鸡飞狗跳
取舍,弃取
衰竭,衰败
忽地,蓦地
侵犯,进军
剃发,剪发
畸形,荒谬
河东狮吼,狮威胜虎
旗鼓相当,旗鼓相当
谨慎小心,谨言慎行
摩厉以须,摩砺以须
奇丽,绮丽
侵犯,骚扰
均衡,平衡
商量,计划
弥漫,满盈
胼手胝足,胼胝手足
头脑,思想
投奔,投靠
松驰,缓和
大略,简陋
瞬间,霎时
东施效颦,邯郸学步
地主,田主
结尾,结果
大白,清晰
抨击,进击
飘动,飘荡
寄存,寄放
摊开,铺开
声响,声气
均匀,平均
杀青,达成
失掉,耗损
大人先生,大人君子
毁谤,诋毁
噩耗,死讯
完结,竣事
揭发,揭露
前卫,时尚
仆仆风尘,到处奔走
奸狡,奸诈
为人作嫁,徒劳无益
监管,禁锢
时令,节令
调集,集结
艰难,贫苦
失察,失计
勤劳,勤奋
大半,泰半
无以复加,登峰造极
贫乏,贫困
刁滑,奸险
回避,躲避
偏心,偏疼
攀今吊古,攀今掉古
万不得已,迫不得已
旗号,旗子
侵掠,劫掠
生财之道,生财有道
旁门左道,鸡鸣狗盗
焦炙,焦虑
活龙活现,生龙活虎
清莹竹马,青梅竹马
牝鸡司晨,牝鸡晨鸣
打赌,赌钱
书院,黉舍
农村,屯子
事业,事迹
浓艳,花哨
欢呼,欢跃
恬逸,舒服
惊惧,惶恐
五脏六腑,五藏六府
探寻,搜索
泣不成声,泣如雨下
酒肉兄弟,酒肉朋友
决策,计划
十拏九稳,轻而易举
打算,贪图
歧路亡羊,误入歧途
目不斜视,目不转睛
探求,搜索
评头品足,评头论足
顽皮赖肉,顽皮赖骨
卖官贩爵,卖官鬻爵
既成事实,木已成舟
违抗,违背
思量,推敲
合二为一,合而为一
歼灭,肃清
气魄,魄力
全身,混身
当年,往时
舞文弄墨,舞词弄札
五行俱下,五行并下
漫骂,诋毁
精美,精良
危急,紧张
爽利,爽脆
努力,勤苦
圮绝,拒绝
三头六臂,神通广大
同等,等同
每下愈况,每况愈下
升空,起飞
九死一生,死里求生
窘迫,贫困
动身,解缆
僻静,宁静
忽略,轻视
名山大川,名山胜水
三分鼎足,三足鼎立
说短道长,说长论短
骄兵必败,骄者必败
全体,全部
深沟壁垒,深沟高垒
低吟,默读
企足而待,企踵可待
势在必行,大势所趋
屈服,投降
精美,精致无比
扫地以尽,扫地出门
企望,期望
号令,号召
殚思极虑,殚精竭虑
挑剔,评述
少不更事,年幼无知
死中求生,绝处逢生
书香世家,书香门第
漂荡,飘荡
散开,涣散
大白,懂得
二缶钟惑,二缶锺惑
居住,栖身
疏解,讲解
浑浊,混淆
推卸,推绝
五行俱下,十行俱下
兼并,合并
穷源溯流,穷源竟委
体谅,体贴
斗媚争妍,斗艳争芳
借口,借端
叹气,嗟叹
含苞欲放,豆蔻年华
使性掼气,使性谤气
微细,渺小
浓厚,浓密
浅易,简单
千钧一发,死里逃生
假人辞色,假以辞色
体味,体认
抵死谩生,绞尽脑汁
坚忍不拔,坚韧不拔
疏远,疏间
敲竹杠,敲诈勒索
伪币,伪钞
疲倦,疲钝
断袖之癖,断袖余桃
体味,体验
东施效颦,画虎类犬
山盟海誓,誓山盟海
世界,寰球
树敌,结怨
大家风范,大将风度
金印紫绶,金章紫绶
偏僻,僻静
声势浩大,气壮山河
汗牛充栋,浩如烟海
鼎足三分,鼎足而三
境况,环境
将功补过,将错就错
明见万里,明鉴万里
坚决,顽强
时不可失,机不可失
无知,蒙昧
大年夜,年夜
碰头,见面
回答,答复
惊涛骇浪,鲸波鼍浪
堆集,积累
岌岌可危,死里逃生
含混,朦胧
大公无私,大公至正
脚踏实地,踏踏实实
头前,头里
杀一儆百,歼一警百
期望,盼愿
挑拨,教唆
大张旗鼓,浩浩荡荡
杀鸡取卵,竭泽而渔
手到擒来,探囊取物
忌惮,惧怕
商酌,推敲
积累,积聚
土崩瓦解,瓦解冰消
无病呻吟,矫揉造作
集中,集合
事与愿违,适得其反
浅色,淡色
明明白白,清清楚楚
囤积居奇,屯积居奇
怠倦,疲劳
低三下四,低首下心
军队,队伍
目染耳濡,耳濡目染
拍马屁,捧臭脚
即是,等于
前方,前面
失策,失算
吉人天佑,吉人天相
视为寇仇,视如寇仇
断气,气绝
凭单,凭证
含苞待放,豆蔻年华
素不相识,素昧生平
呼之欲出,维妙维肖
完善,完备
井井有条,清清楚楚
逃跑,逃遁
兼权尚计,深思熟虑
动手,脱手
隋珠和玉,隋珠和璧
明察秋毫,洞察秋毫
平定,平稳
势如破竹,破竹之势
托言,托辞
贪赃枉法,贪赃舞弊
鹏程万里,鹏霄万里
会商,商议
含沙射影,旁敲侧击
地痞,无赖
讲明,讲解
濮上之音,靡靡之音
十全,齐备
侵掠,劫夺
文虎,灯谜
男女别途,男女有别
弃之敝屣,弃若敝屣
石匠,石工
经久,耐久
奴颜婢睐,奴颜婢色
十拿九稳,瓮中捉鳖
排除,驱除
大快人心,普天同庆
天孙,王孙
呆若木鸡,泥塑木雕
温柔,温顺
批驳,评论
情同一家,情同骨肉
神魂颠倒,魂颠梦倒
决心,决断
视死如归,视死若归
接二连三,牵五挂四
交兵,接触
吮痈舐痔,曲意逢迎
体无完皮,身无完肤
千刀万剐,杀人如麻
伸张,蔓延
抨击,激进
乞丐变王子,平步青云
卫士,警卫
千思万想,千思万虑
旁门外道,旁门左道
交集,焦虑
得意扬扬,眉飞色舞
全神关注,全神贯注
乌七八糟,污七八糟
飘舞,飘零
束手无策,缩手缩脚
地广人稀,渺无人烟
千山万壑,群山万壑
熟习,熟练
简便,简明
