剧本,脚本
矢力同心,齐心合力
神差鬼遣,神差鬼遣
无用,无谓
诗朋酒侪,诗朋酒友
武士,甲士
顺天从人,顺天应人
万夫不当之勇,万夫不当
水火之中,水深火热
尽心,经心
推寻,推求
大风大浪,惊涛骇浪
后妻,继配
妙语双关,妙语连珠
夙夜不解,夙夜不懈
攀花折柳,攀花问柳
委顿,怠倦
回笼,收回
今朝,而今
达官显宦,五侯七贵
垫脚石,敲门砖
打定主意,拿定主意
没齿不忘,没齿难忘
适可而止,善刀而藏
瘦骨伶仃,瘦骨零丁
炮凤烹龙,烹龙炮凤
倒戈卸甲,倒戈弃甲
河床,河道
外厉内荏,外强中瘠
妙算,神算
断念,死心
生气,起火
三人成虎,道听途说
天高皇帝远,无法无天
乌青,铁青
上台,登台
塑像,泥像
祸福由人,祸福无门
歉岁,歉年
紧迫,火速
交心,谈心
活泼,隽永
失常,颠倒
建壮,健旺
劈面,扑面
情怀,情愫
手不辍卷,手不释卷
极乐世界,及时行乐
等候,等待
和衷共济,同室操戈
得回,获得
呜呼哀哉,寿终正寝
面面俱圆,面面俱到
时代,期间
顺手人情,顺水人情
庞然大物,大而无当
满载而归,硕果累累
急速,火速
实事求是,踏踏实实
你死我活,誓不两立
蕲求,祈求
名列前茅,金榜题名
盗名窃誉,盗名欺世
经纶满腹,满腹长才
二八佳人,二八女郎
进入,进来
起初,首先
卖官卖爵,卖官贩爵
天荒地老,地老天荒
窘态,难堪
强中更有强中手,恶人自有恶人磨
东掩西遮,东遮西掩
节上生枝,节外生枝
混杂,混同
缄默,静默
善门难开,好人难做
见危授命,见危致命
鞠躬尽瘁,积劳成疾
母舅,舅舅
求贤如渴,求贤若渴
万马齐喑,死气沉沉
丢脸,难看
敬老怜贫,敬老恤贫
无可奈何,万不得已
沤沫槿艳,沤珠槿艳
局促不安,跼蹐不安
五马分尸,千刀万剐
盗匪,盗贼
剑拔弩张,箭拔弩张
酒席,酒菜
断梗飘蓬,萍踪浪迹
精壮,精悍
天下大乱,天灾人祸
僭赏滥刑,赏罚不当
见财起意,见钱眼开
磨砺以须,抖擞精神
娇气,娇贵
女强人,铁娘子
恶衣菲食,恶衣蔬食
瘠土,荒地
平淡,清淡
徬徨,徘徊
换骨夺胎,脱胎换骨
屈打成招,私刑逼供
似水年华,似水流年
女长当嫁,女长须嫁
秋风团扇,秋风纨扇
俳谐,诙谐
神不知鬼不晓,神不知鬼不觉
绵绵不绝,绵绵不断
天崩地坍,天崩地坼
目挑心招,眉目传情
宿债,旧债
精妙绝伦,精彩绝伦
带累,牵连
配置,设置
时异事殊,时异势殊
千差万别,截然不同
清风明月,清风朗月
甚而,甚至
昏惨剌,昏惨惨
琐事,碎务
花好月圆,鹊笑鸠舞
七嘴八舌,多嘴多舌
万象更新,面目一新
暮景桑榆,桑榆末景
杀鸡取卵,杀鸡取蛋
火耕水种,火耕流种
隋珠和玉,隋珠荆璧
晚辈,晚进
攀亲,结亲
目光如炬,目光如电
宁可,宁肯
凄风寒雨,凄风冷雨
枉费口舌,枉费唇舌
书册,合集
身心交瘁,身心交病
将计就计,还治其人之身
卫兵,卫士
痛改前非,悔过自新
体贴入妙,体贴入微
齐趋并驾,齐驱并骤
为虎添翼,为虎傅翼
回响,回声
大好河山,大好河山
恶浊,龌龊
头童齿豁,蓬头历齿
弹冠振衣,弹冠振衿
熟寝,熟睡
剔透,晶莹
锦营花阵,锦阵花营
目击,目睹
嫡亲,近亲
微风,和风
平平淡淡,平平常常
惟上是从,惟命是从
外行人,门外汉
难民营,栖流所
名堂,技俩
上路,起程
水底纳瓜,水里纳瓜
海涵,见原
距人千里,拒人千里
投降,纳降
掉以轻心,漠然置之
七情六欲,四大皆空
取缔,打消
借客报仇,借身报仇
三等九般,三等九格
君王,帝王
名垂千古,名垂万古
失当,欠妥
花香鸟语,鸟语花香
省吃俭用,节衣缩食
犬牙交错,犬牙相制
鸡飞狗窜,鸡飞狗跳
煽诱,煽惑
巨流,洪流
轻车简从,轻车减从
嚎天喊地,嚎天动地
忌日,忌辰
内哄,内争
芜杂,紊乱
挥沐吐餐,吐哺握发
何啻,何止
童颜鹤发,鹤发童颜
户限为穿,门庭若市
殁,没意思
世代相传,代代相传
望岫息心,望峰息心
鸡犬无惊,鸡犬不惊
深信,坚信
四战之国,四战之国
检核,检点
咄咄逼人,气焰万丈
崛起,突起
诗人,骚人
蜜口剑腹,甜言蜜语
遁名匿迹,遁身远迹
盼望,盼愿
劝服,说服
居利思义,见利思义
品行,品格
居功自傲,居功自恃
简便,简捷
单方,片面
神采飞扬,器宇轩昂
积重难返,积非成是
末梢,末端
贱视,蔑视
难分难舍,难割难舍
接于眼前,近在眉睫
推舟于陆,罔水行舟
好行小惠,好施小慧
借鉴,鉴戒
殊形诡状,殊形诡色
势利小人,跳梁小丑
万全之策,万全之计
继古开今,继往开来
免得,省得
摩砺以须,磨厉以须
急竹繁丝,急管繁弦
东床,女婿
剜肉做疮,剜肉生疮
上吊,投缳
条理不清,胡言乱语
机要,机密
倒置,颠倒
投掷,抛掷
河鱼腹疾,河鱼之疾
披心沥血,披肝沥血
鲸涛鼍浪,鲸波鼍浪
检讨,检查
视如陌路,视若路人
搜索,搜查
三教九流,五行八作
判断,判决
死人,死尸
减轻,减弱
敦促,督促
家殷人足,家衍人给
东飘西徙,东飘西荡
街谈巷说,街谈市语
驽马十舍,驽马十驾
多事生非,好管闲事
黄袍加体,黄袍加身
岁首,年初
明显,赫然
积累,积攒
借袒铫挥,旁敲侧击
后继无人,后继乏人
其后,后来
挺身而出,马不停蹄
深耕易耨,精耕细作
厚古薄今,慕古薄今
匿迹潜形,匿迹隐形
挑三嫌四,挑三检四
通儒,通人
千状万态,千状万端
泰山压卵,螳臂当车
号啕,嚎啕
推崇,提倡
排沙简金,排沙见金
计日以俟,计日而俟
搔头弄姿,卖弄风骚
家给人足,家给民足
魂飞天外,魄散九霄
头绪,条理
回乡,还乡
刀下留人,刀上超生
头破血流,皮破血流
平整,平展
目力,视力
记忆,记忆
坏心,恶意
滴水穿石,锲而不舍
守正不回,守正不移
事实,究竟
青云之志,鸿鹄之志
清澄,清撤
昏黄,黄晕
神魂摇荡,神魂飘荡
万壑绵延,千山万壑
稽查,稽察
东闪西挪,躲躲闪闪
寒噤,寒颤
切断,堵截
捐赠,施舍
婉言,婉词
僧人,沙门
大漠,沙漠
大力声讨,大张挞伐
监工,督工
沵澷,沵沵
前俯后仰,前俯后合
默认,默许
激扬清浊,激浊扬清
急惊风撞着慢郎中,急惊风遇着慢郎中
蓬门筚户,衡门圭窦
吉光片羽,吉光片裘
河伯,河神
同伴,搭档
外号,花名
撒谎,说谎
接管,收受
无能为力,万般无奈
体贴,眷注
扫数,所有
鸿泥雪爪,鸿爪留泥
揭竿而起,铤而走险
儗非其伦,拟非其伦
讲读,说
枪决,枪毙
挥沐吐餐,握发吐哺
推崇,弘扬
起兴,起劲
三寸不烂之舌,三寸之舌
无一不知,无所不知
视死若归,视死若归
绝处逢生,涸鱼得水
顺次,顺序
爽性,索性
驱使,驱策
解聘,解职
束缊请火,束缊还妇
文以明道,文以载道
拒绝,回绝
花消,破费
后顾之忧,黄雀在后
鸲鹆学舌,东施效颦
威势赫赫,威风凛凛
秋高气爽,秋高气肃
琼枝玉叶,金枝玉叶
无可厚非,无可非议
面如傅粉,面如冠玉
呼群结党,呼朋引类
难忘,铭记
洁白,洁净
合股,合资
打草惊蛇,打草蛇惊
渗濑,渗癞
横眉怒视,横眉努目
大发议论,大放厥词
善查,善茬
答应,答理
脾性,脾气
金饰,饰物
忙中有失,忙中有错
昙花一现,稍纵即逝
切肤之痛,同感身受
家无担石,家无儋石
恰好,恰恰
蛮烟瘴雨,蛮烟瘴雾
外型,外延
宁为鸡口,鸡口牛后
慕名而来,慕名而至
举鼎绝脰,举鼎绝膑
弥散,迷漫
顶峰,颠峰
拒抗,抵挡
无垠,无际
近年,频年
拒接,推辞
见怪,见责
焕然大悟,豁然贯通
划粥割齑,划粥而食
世风日下,伤风败俗
家喻户晓,门到户说
体裁,文学体裁
没皮没脸,没脸没皮
价廉物美,物有所值
收离纠散,收离聚散
坚持,对持
外国货,进口货
三姑六婆,五亲六眷
省会,省城
片子,电影
晦涩,生涩
海不扬波,海不波溢
魅力,魔力
漫天开价,漫天要价
拖人下水,拖人落水
单方面,片面
宦海浮沉,宦海风波
前仰后合,东倒西歪
单一,单调
汗下,忸怩
米珠薪贵,食玉炊桂
闻风远扬,闻风而起
疏财仗义,疏财重义
均分,平分
得意扬扬,抬头挺胸
监仓,监牢
密锣紧鼓,紧锣密鼓
瑟索,瑟缩
道尽涂殚,道尽途殚
生番,蛮人
匹夫怀璧,怀璧其罪
怀金垂紫,怀银纡紫
破旧不堪,破烂不堪
无孔不入,见缝就钻
锦绣乾坤,锦绣河山
事理,情理
监仓,监狱
请人捉刀,代人捉刀
金饰,首饰
审问,鞠问
号哭,痛哭
回笼,回收
怒目圆睁,戟指怒目
怦怦直跳,怦然心动
头子,头头
天衣无缝,无缝天衣
五色斑斓,五色缤纷
回拜,回访
对象,目的
急不及待,急不可耐
检举,揭发
失魂荡魄,失魂丧魄
食少事烦,食少事繁
胆子,胆量
失意,失落
鼠窃狗偷,鼠窃狗盗
无拘无束,袒裼裸裎
地理,地舆
同仇敌慨,同仇敌忾
囊萤映雪,囊萤照雪
片言之语,片纸只字
欢呼,喝彩
东家,店主
轻忽,玩忽
矜智负能,矜能负才
明珠投暗,明珠暗投
萌发,萌生
勤俭,检朴
当行出色,登堂入室
首尾相接,首尾相继
外表,外在
华美,绮丽
四平八稳,稳扎稳打
膨大,膨胀
奸险,奸巧
万家灯火,灯火辉煌
呼天抢地,嚎啕大哭
合意,对劲
同心,齐心
通后,通明
天各一方,千里迢迢
时移世变,时移世易
进贤退佞,进贤退奸
透彻,透顶
激辩,舌战
头昏目晕,头昏目眩
铁板钉钉,铁钉铁铆
失算,失计
散漫,涣散
鞠躬,弯腰
截止,为止
胜负,输赢
嚼穿龈血,嚼齿穿龈
对症下药,刀刀见血
恰如,宛然
随俗沉浮,随俗浮沉
大方,摩登
水底捞月,水中捞月
哄人,骗人
尽忠报国,精忠报国
丢三拉四,丢三落四
环绕,盘绕
天渊之别,天渊之隔
屈服,趋从
刀枪剑戟,枪刀剑戟
凄凉,凄迷
胆颤心寒,胆颤心惊
睡眠,睡觉
雕心刻肾,雕肝刻肾
文不加点,文无加点
好善嫉恶,好善恶恶
伪饰,矫揉
深入,潜入
尽兴,尽情
武士,武夫
失却,丧失
媚惑,狐媚
明公正义,明公正气
贪欲无艺,贪贿无艺
屋漏不愧,衾影无愧
扑朔迷离,迷离恍惚
头颅,脑袋
回归,回来
回击,回手
时刻不忘,记忆犹新
决斗,角斗
海角天涯,海角天隅
皓齿娥眉,皓齿蛾眉
漫溢,弥漫
华侈,奢华
十二道金牌,十二金牌
敲诈,讹诈
十丈软红,花花世界
较如画一,较若画一
坚甲利刃,甲坚兵利
散发,散逸
王冠,金冠
生命攸关,生死攸关
南山之寿,寿比南山
活扣,活结
祈祷,祷告
断梗流萍,断梗飘萍
时日,时光
署理,代理
契合金兰,契若金兰
横行直撞,横冲直闯
善长,善于
惊喜欲狂,惊喜若狂
举不胜举,举不胜举
洁身自爱,独善其身
受贿,纳贿
停业,破产
平均,平衡
急人之困,急人之难
目不暇接,目不给视
内容,实质
散播,散布
溯流从源,溯流徂源
大腹便便,脑满肥肠
救火投薪,救焚投薪
难以逆料,难以预料
今非昔比,今是昨非
目眩神摇,目眩魂摇
贪馋,贪吃
束之高阁,漠然置之
狧糠及米,舐糠及米
丹书铁契,丹书铁券
停泊,停靠
生死不渝,生死相许
清明,清朗
甜酸苦辣,酸咸苦辣
泉币,货币
稍纵则逝,稍纵即逝
泥猪瓦狗,泥猪疥狗
其时,那时
坚甲利兵,强兵劲旅
文雅,文静
东张西觑,东瞧西望
倾箱倒箧,倾筐倒箧
瞥见,瞟见
淌下,滴下
送命,送死
拈花弄月,拈花摘叶
担忧,但心
深夜,深宵
将强,坚贞
浑金白玉,浑金璞玉
杜口,绝口
话里有话,话中有话
恢复,收复
食不果腹,饥肠辘辘
内务,内政
敬让,谦让
千疮百孔,千疮百痍
得胜,获胜
花晨月夕,花朝月夕
强词夺理,蛮不讲理
授受不亲,男女有别
确信,笃信
恶衣粗食,恶衣粝食
回船转舵,随机应变
东主,店东
举目四望,极目远眺
桀黠,狡滑
旁搜博采,旁收博采
脚不沾地,脚不点地
天下匈匈,天下汹汹
牛鬼蛇神,群魔乱舞
乞求,乞请
说笑,谈笑
三跪九叩,打躬作揖
食品,食物
花园,花圃
目光短浅,目光如豆
举直措枉,举直错枉
凭证,凭据
弥天大罪,滔天之罪
潢池弄兵,弄兵潢池
搜检,检查
瓦缶雷鸣,黄钟长弃
见仁见智,见智见仁
色厉胆薄,色厉内荏
木材,木料
失察,失策
彭湃,澎湃
穷人,贫民
身首异处,身首异地
借刀杀人,二桃杀三士
数往知来,温故知新
后患无穷,祸不单行
悔怨,后悔
袅袅,褭褭
裘敝金尽,裘弊金尽
誓言,誓词
商洽,会商
食不充肠,食不充饥
醍醐灌顶,茅塞顿开
度过,渡过
伙食,膳食
通前彻后,通前澈后
歪七扭八,歪歪扭扭
披览,披阅
跌宕风流,跌荡风流
后人,后人
得鱼忘筌,兔死狗烹
平平稳稳,稳稳当当
回礼,还礼
吼叫,呼啸
门客,食客
搭钮,铰链
交卸,交接
物竞天择,适者生存
时时刻刻,每时每刻
天庭,天廷
积习沉舟,聚蚊成雷
市场,市集
韬光晦迹,韬光隐迹
目定口呆,目睁口呆
敬而远之,灸手可热
耳听八方,耳听八方
订定合同,契约
慌手慌脚,慌里慌张
水沟,水渠
名山大川,三山五岳
洁己从公,洁己奉公
条文,条规
宏亮,清脆
瘦弱,瘦削
当场,就地
婚丧喜事,红白喜事
使性傍气,使性谤气
盗名窃誉,欺世惑众
铁杵磨成针,铁棒磨成针
聘任,聘请
南面称孤,南面称尊
惊风怒涛,惊风骇浪
禁受,经受
省悟,觉醒
低垂,低落
耽延,耽误
省却,免却
毫发不爽,丝毫不差
姗姗来迟,缓不济急
独往独来,独来独往
借债,借款
熟娴,熟闲
师严道尊,师道尊严
名正言顺,堂堂正正
亡立锥之地,无立锥之地
书院,私塾
披头散发,蓬首垢面
倾城倾国,绝色佳人
天涯海角,海北天南
挑精拣肥,挑精选肥
独一无二,头一无二
晤面,谋面
谋略,计划
青出于蓝,后起之秀
汗流至踵,汗流浃踵
大肆挥霍,铺张浪费
清泉濯足,烧琴煮鹤
打倒,打垮
上次,前次
断梗飘蓬,漂泊不定
劫难,患难
为所欲为,惟所欲为
年青,年青
强取,豪夺
纹丝不动,文风不动
死活,生死
顶门壮户,顶门立户
堕落,失足
弥天大祸,灭顶之灾
万寿无疆,天保九如
身不遇时,生不遇时
平时,往常
深加隐讳,讳莫如深
迁徙,迁移
丢魂失魄,丢魂丢魄
活捉,生擒
僻巷,穷巷
激怒,激愤
外套,外衣
募捐,捐献
名实相称,名实相符
断井颓垣,断垣残壁
太平时世,清平世界
伟业,大业
横祸非灾,横祸飞灾
浅浅,淡淡
渗人,瘆人
简牍,函件
去年,旧年
却而不恭,盛情难却
借景生情,托物感怀
节奏,节拍
名堂,花式
击柝,打更
回肠荡气,荡气回肠
千兵万马,千军万马
大族,巨室
四分五落,四纷五落
缩头缩脑,胆小慎微
混身,满身
寝苫枕干,寝苫枕戈
天空,天际
荒年,歉年
盛名难副,名过其实
抬高,举高
噬脐何及,噬脐莫及
奖惩,赏罚
地坼天崩,地动山摇
娇纵,骄纵
昏厥,昏倒
交叉,交错
换骨夺胎,夺胎换骨
帷幕不修,帷薄不修
见机而作,见机而行
深究,穷究
吴市之箫,吴市吹箫
横眉怒视,横眉立目
兼并,吞并
伟人,神仙
盲人扪烛,盲翁扪龠
大慈大悲,大发慈悲
东西南北,东西南朔
文人学士,文人墨客
文饰,蒙蔽
潜形匿迹,潜形匿影
三折肱为良医,三折肱成良医
妙语解颐,闻者捧腹
检举,举报
平允,平正
棘手,难办
无语,莫名
擒奸摘伏,擒奸擿伏
画地为牢,画地为狱
蹇谔匪躬,蹇蹇匪躬
举事,起事
疏间,生疏
无可如何,莫可奈何
童叟不欺,童叟无欺
东寻西觅,东搜西罗
渎职,失职
末尾,结束
吞炭漆身,漆身吞炭
尾大不掉,尾大难掉
神仙中人,貌若天仙
东床娇婿,东床娇客
强记博闻,洽闻强记
捐款,捐钱
大有可为,大有作为
跌脚搥胸,跌脚槌胸
合并,统一
集合,调集
外助,外援
没日没夜,黑天白日
挑拔是非数黑论白,数黑论黄
多故之秋,多事之秋
望衡对宇,门当户对
东扯西拉,东扯西拉
恩赐,赏赐
千里鹅毛,千里送鹅毛
经年累稔,经年累月
哄骗,期骗
火把,火炬
权谋,机谋
眉目,端倪
积不相能,势如水火
嘉会,盛会
典当行,当铺
忝颜偷生,腼颜天壤
生花妙笔,锦心绣口
娇生惯养,骄生惯养
哗世取宠,哗众取宠
天河,河汉
鸿爪雪泥,鸿飞雪爪
怒视,瞪眼
僦居,僦舍
青云独步,独步一时
奢侈,奢华
目不忍睹,目不忍视
摩肩接踵,接踵比肩
少年老诚,少年老成
大举,大肆
凋零,式微
披枷带锁,披枷戴锁
惊才绝艳,惊采绝艳
讨债,讨帐
结伴,结伙
洞察,洞悉
独断独行,独行其是
三瓦两舍,三瓦四舍
即使,即便
慎重,审慎
骈肩叠迹,骈肩接迹
渺无人烟,渺无人迹
碎身粉骨,碎骨粉身
天下乌鸦一般黑,天下老鸦一般黑
哄动一时,轰动一时
糜费,糜掷
门生故吏,门生故旧
盘查,盘诘
判若黑白,黑白分明
盗取,窃取
每下愈况,见微知著
际会风云,际遇风云
山岳,山峰
情窦渐开,情窦初开
大开眼界,大长见识
低头不见抬头见,抬头不见低头见
马到功成,马到成功
卖力,卖命
投其所好,曲意逢迎
平素,平居
而后,而后
寄人檐下,寄人篱下
旗子,旌旗
万念俱灰,万念俱消
微细,眇小
壶中日月,壶天日月
适值,恰巧
排演,排练
逆水行舟,逆流而上
狡辩,申辩
万马奔腾,千军万马
厚颜无耻,死皮赖脸
嘀咕,嘟囔
色彩,色调
切身,亲身
挥汗如雨,挥手如阴
拍照,摄影
奇花异卉,奇花名卉
污物,秽物
目眩神摇,目眩神夺
后浪催前浪,后浪推前浪
鸠僭鹊巢,鸠夺鹊巢
侍从,随从
命中,射中
清歌曼舞,轻歌曼舞
荒野,荒漠
动态,动静
和谐,调和
失责,失职
或者,或许
贫困潦倒,贫穷潦倒
守身如玉,守身若玉
水火倒悬,水深火热
豆蔻梢头,黄金时代
举办,进行
无味,没趣
千岩万壑,千山万壑
三绝韦编,韦编三绝
宏儒硕学,鸿儒硕学
精力充沛,精神抖擞
今朝有酒今朝醉,及时行乐
天下大乱,四海鼎沸
讲读,谈
三缄其口,默不做声
填旋,炮灰
低微,低贱
勉励,激劝
化为乌有,涣然冰释
何足挂齿,无足挂齿
坚苦,坚苦
锦屏射雀,雀屏中选
望洋兴叹,望洋而叹
合两为一,合二为一
弃文竞武,投笔从戎
对换,兑换
深恶痛疾,疾恶如仇
前世,前生
局外人,第三者
浑厚,浑朴
强本弱末,强本弱枝
回扣,夹帐
盘木朽株,蟠木朽株
慎小事微,慎小谨微
寄宿,投止
面红耳热,面红过耳
杀风景,煞风景
三足鼎立,鼎足三分
媒人,媒妁
家具,居品
神志,神情
破旧,破烂
丟车保帅,舍车保帅
企足而待,计日程功
收据,收条
含糊其辞,闪烁其辞
艰苦创业,艰苦奋斗
刎颈之交,刎颈至交
军营,虎帐
涤瑕荡垢,涤瑕荡秽
精金美玉,精金良玉
登第,登科
得未尝有,得未曾有
牝鸡无晨,牝鸡司晨
擎天玉柱,架海金梁
内中,内里
狡辩,狡赖
笃志,潜心
年富力强,身强力壮
简明扼要,短小精悍
文人雅士,骚人墨客
缄口结舌,缄口藏舌
威迫,劫持
披坚执锐,秣马厉兵
决然,断然
物归原主,拾带重还
圣人,神仙
舐犊之情,舐犊情深
金兰之交,金兰契
儿女情长,牵肠挂肚
剃头,剪发
蔓引株求,顺藤摸瓜
含笑,浅笑
夙夜匪懈,夙夜匪解
免罪,赦罪
道不拾遗,道不举遗
时代,年代
凄冷,凄沧
年事,年级
完成,杀青
拿班做势,拿糖作醋
木排,木筏
犬马之恋,犬马恋主
电板,电池
受宠若惊,大喜过望
三回九曲,三回九转
化险为夷,虎口脱险
淘气,顽皮
网开一面,网开三面
泣不成声,涕泗滂沱
极则必反,物极必反
大放厥辞,大放厥词
佳丽,美人
奸臣,奸贼
潜濡默化,潜濡默被
书札,书简
互通有无,投桃报李
救过不暇,救过不赡
无声无息,寂天寞地
死人,逝者
大处落墨,大处着眼
目无全牛,目牛无全
死无葬身之地,死无葬身之所
万般,万种
土语,土音
犬牙交错,犬牙相错
顺口,顺溜
爬梳剔抉,爬梳洗剔
举目无亲,茕茕而立
命词遣意,遣词造句
丁一卯二,丁一确二
急风暴雨,疾风暴雨
家畜,牲畜
手到病除,起死回生
九囿,九州
居不重席,居不重茵
磨灭,褪色
断缣寸纸,断缣尺楮
横生枝节,大做文章
斯文,温婉
大辩不言,深藏不露
佳话,美谈
强人,强者
十字街头,十字路口
万能,全能
箕山之志,箕山之节
挥之即去,麾之即去
清幽,静谧
挑夫,脚夫
蹇之匪躬,蹇蹇匪躬
扈从,随从
内地,大陆
美味,好吃
坏法乱纪,违法乱纪
吉利,吉祥
精明干练,精明强干
首府,省城
低俗,媚俗
雕章绘句,雕章缋句
南去北来,南来北去
号叫,嗥叫
眉清目朗,眉清目秀
得寸得尺,得尺得寸
雀角鼠牙,鼠雀之牙
乌黑,黢黑
三年五载,无时无刻
驱使,命令
惊世震俗,惊世骇俗
蓦的,忽然
当面,对面
恫疑虚喝,恫疑虚猲
妥洽,调和
桑土绸缪,未雨绸缪
唯利是从,唯利是求
乌云压顶,彤云密布
核心,焦点
赦免,赦宥
内地,内陆
数礼忘文,数典忘祖
视死如生,视死若生
勤学,好学
刀锯鼎镬,刀锯鼎镬
雕肝琢膂,雕肝掐肾
舍本求末,捐本逐末
轻视,轻蔑
名列前茅,名列三甲
投环,投缳
三心两意,见异思迁
定都,建都
文文莫莫,雾里看花
吊死问疾,救死扶伤
偷空,偷闲
叛变,叛乱
他心,贰心
吊水,取水
披沥肝胆,披沥肝膈
貊乡鼠壤,貊乡鼠攘
殊涂同致,殊涂同会
蛾翠,蛾黛
潜伏,潜匿
请帖,请柬
宏图大展,大展经纶
天气,天色
贺喜,道喜
气味相合,气味相投
死灰复燎,死灰复然
暮鼓晨钟,金口木舌
记得,记起
典籍,文籍
骄傲自满,目空一切
强弩之末,师老兵疲
说长话短,说短道长
号令,呼吁
随遇而安,能屈能伸
舞蹈,跳舞
对等,平等
天国,天堂
到差,就任
进军,进犯
宿愿,素愿
汗马之劳,汗马功劳
气焰,气势
担待,担戴
丧心病狂,穷凶极恶
盗怨主人,盗憎主人
无如之何,无如之奈
王侯将相,帝王将相
鸣锣喝道,鸣锣开道
跻身,踏进
事不关己,漠不相关
无挂无碍,无牵无挂
无何有之乡,无何有乡
端淑,文静
乃至,甚至
违章,违纪
航线,航路
外相,皮毛
望尘靡及,望尘不及
文房四士,文房四物
祸国殃民,蠹政害民
警悟,警觉
扼腕叹息,扼腕长叹
摔跟头,碰钉子
究诘,盘诘
焊合,焊接
稳操胜券,胜券在握
好学不倦,好学不厌
洪水,大水
失之交臂,交臂失之
室庐,居处
耳提面命,诲人不倦
树大招风,树高招风
特准,特许
后台,后盾
思想,思惟
死别,诀别
神采奕奕,精神饱满
毁伤,损伤
穷思竭想,冥思苦想
腾飞,起飞
扇枕温被,扇席温枕
低吟,低唱
升级,进级
艰苦卓绝,艰难竭蹶
破除,解除
少数,少量
目不忍见,目不忍视
披麻带孝,拖麻拽布
披毛求瑕,批毛求疵
何以,为何
奇策,妙计
矫强,矫情
十日并出,四面楚歌
恬然,泰然
深入显出,深入浅出
糊涂难得,难得糊涂
随心,随性
万里长征,大大小小
毗邻,毗连
嫁鸡随鸡，嫁狗随狗,泼水难收
或然,或许
漠漠无闻,没没无闻
僧多粥少,十羊九牧
东挪西撮,东挪西凑
假道灭虢,假途灭虢
羁绊,牵制
顺从其美,顺其自然
千回万转,千回百转
谨严,谨慎
食案方丈,食前方丈
同等,平等
暮年,晚景
鹊巢鸠占,鹊巢鸠据
无须,毋庸
后手,夹帐
企求,乞请
提高,进步
幻梦,幻景
涣若冰消,涣然冰释
山寨,盗窟
天地经纬,天经地纬
断港绝潢,穷途末路
大刀阔斧,大马金刀
江翻海搅,江翻海沸
尾生丧身,尾生抱柱
审查,检察
扪虱谈兵,扪虱而谈
回报,答复
记载,纪录
佳境渐入,渐入佳境
穷且益坚,穷当益坚
网开一面,汤去三面
墙倒众人推,破鼓万人锤
事事棘手,四面受敌
凋敝,衰微
没有,莫得
囚首垢面,囚首丧面
舍生忘死,视死若归
能言快说,能言快语
警悟,警醒
王公贵戚,王孙贵戚
五谷丰熟,五谷丰登
金城汤池,石城汤池
目不暇接,美不胜收
断发文身,断发纹身
幻梦成空,海市蜃楼
遏制,扼制
得意忘形,忘其所以
恩恩爱爱,卿卿我我
三瓦两舍,三瓦两巷
蛇盘鬼附,蛇蟠蚓结
托故,藉端
倘若,假诺
往事,旧事
饥荒,饥馑
清晰,清醒
培植,莳植
散工,短工
委宛,宛转
配偶,配头
实事求是,脚踏实地
雀角鼠牙,鼠牙雀角
世及,世袭
独居,茕居
庞眉皓发,庞眉皓首
扼腕叹气,扼腕长叹
攀藤揽葛,攀藤附葛
担雪填井,担雪填河
遣言措意,遣辞措意
声气,声息
寒家,舍间
清词丽句,清辞丽句
剿灭,围剿
未尝,未始
前呼后拥,前呼后应
闻所未闻,闻所不闻
救困扶危,救苦救难
跌脚捶胸,跌脚槌胸
洪亮,清脆
今后,往后
权门,豪门
千人一面,千篇一律
升沉,起伏
假使,设使
涸鲋得水,涸鱼得水
没石饮羽,没金饮羽
混水捞鱼,混水摸鱼
清白,皎皎
黄齑淡饭,黄齑白饭
拾得,拾遗
敬老慈幼,敬老慈少
目击耳闻,耳闻目睹
内人,山妻
无赖,恶棍
天南海北,千里迢迢
遣将征兵,遣将调兵
打富济贫,杀富济贫
缄口如瓶,守瓶缄口
评头论脚,评头品足
疏懒,怠懈
迷濛,迷蒙
借水推船,借水行舟
讨债,索债
生死不易,生死无贰
十八层地狱,十八重地狱
室第,居处
华文,汉文
通信,通讯
宏构,杰作
庞然大物,硕大无朋
明扬仄陋,明扬侧陋
桃李满天下,桃李遍天下
识龟成鳖,混淆是非
事业,奇迹
万绪千端,千绪万端
生荣亡哀,生荣死哀
惊心吊胆,惊心悼胆
随寓而安,随寓随安
名噪一时,名重一时
佳肴,好菜
善始善终,慎终如始
讨情,说情
推己及人,将心比心
井臼亲操,亲操井臼
飘萍断梗,飘蓬断梗
泥坑,泥塘
划算,合算
木人石心,木石心肠
华亭鹤唳,鹤唳华亭
收支,进出
说黑道白,说黄道黑
钦慕,敬慕
家传户诵,家传人诵
见精识精,见经识经
机关用尽,机关算尽
魂不守舍,湿魂洛魄
数目,数量
峭壁,陡壁
体贴,体恤
实用,适用
无所不包,巨细无遗
活路,生路
急风暴雨,急风骤雨
嚎叫,嗥叫
威风扫地,威信扫地
破矩为圜,破觚为圜
击,打拼
俊逸,飘逸
戴圆履方,戴天履地
号召,命令
水落归槽,水落归漕
会心,会意
山公,猴子
深根固本,深根固蒂
矫枉过正,枉矫过激
漫天掩地,铺天盖地
土洋并举,土洋结合
杞人之忧,杞国忧天
年轻力壮,身强力壮
近来,迩来
渺茫,飘渺
没头没脑,劈头盖脸
明争暗斗,尔虞我诈
