剧本,脚本
深沟固垒,深沟高垒
健壮,矫健
含混,朦拢
大批,巨额
哄动,轰动
深幽,僻静
捏手捏脚,蹑手蹑脚
坚固,踏实
境况,情形
见多识广,见闻广博
牟取,谋取
枪林弹雨,身经百战
切记,谨记
尽心尽力,竭尽全力
强烈,激烈
荡漾,动荡
精良,精巧
金鼓连天,金鼓齐鸣
回覆,答复
仆从,奴隶
窃窃私语,窃窃私议
解散,收场
疲钝,疲劳
围魏救赵,调虎离山
恶贯满盈,无恶不作
厚貌深情,厚貌深文
堆金叠玉,堆金积玉
金城汤池,铜墙铁壁
淘汰,镌汰
合浦珠还,失而复得
旗子,旗帜
大批,多数
价格,价钱
切中时弊,切中时病
杀鸡扯脖,杀鸡抹脖
旦角,花旦
冬日可爱,冬日夏云
摸不着头脑,糊里糊涂
刁顽,顽恶
等闲,轻易
清除,断根
结盟,订盟
后堂堂,明晃晃
咆哮,怒吼
畏缩不前,畏葸不前
饥渴交攻,饥渴交迫
买空卖空,卖空买空
黄发骀背,黄发鲐背
吐故纳新,弃旧容新
货品,货物
衡石程书,衡石量书
书香世家,诗礼人家
蓬头赤脚,蓬头跣足
名垂千古,名垂后世
家无担石,家无斗储
赏罚严明,赏罚分审
儿歌,童谣
东食西宿,食宿相兼
雕章琢句,雕章缋句
姣美,俊俏
截止,结果
谋划,经营
和睦,辑睦
虎入羊群,虎荡羊群
同心同德,齐心协力
怒气,怒火
熟悉,熟练
无伤大雅,无足挂齿
海说神聊,海阔天空
含血喷人,破口大骂
胆小如豆,胆小如鼷
天差地远,天悬地隔
生聚教养,生聚教训
前哨,前线
声援,缓助
诬告,诬陷
慌乱,慌张
地大物博,海阔天空
毛举细事,毛举细故
痛之入骨,痛心入骨
殊方同致,殊途同归
悔不当初,悔之无及
委曲,屈身
卖弄,矫饰
进退中度,进退中绳
华侨,华裔
撒娇撒痴,撒痴撒娇
轻巧,轻松
搔头抓耳,搔头摸耳
锦团花簇,锦簇花团
斯文,温柔
肃然,骚然
七步之才,七步奇才
清寒,贫困
恩威并济,恩威并行
见机行事,借风使船
去向,去处
调治,调整
升起,起飞
将心相随,降心相从
无心,无意
大胆,斗胆
名下无虚,当之无愧
横行无忌,蛮横无理
赏罚严明,赏罚信明
外圆内方,绵里藏针
结余,节余
急功近利,好高骛远
后人,后裔
瞬息万变,瞬息万状
党羽,同党
泥坑,泥淖
清寒,缺乏
进可替不,进可替否
勤劳致富,男耕女织
门可罗雀,门堪罗雀
大约,大略
囚系,监禁
深文周纳,深文罗织
巧妇难为无米之炊,无米难为炊
失容,失神
墨客,文人
横眉瞪目,横眉瞪眼
千端万绪,千绪万端
和善可亲,和颜悦色
培修,维修
纠葛,纠纷
恰好,恰巧
劝导,劝解
黑糊糊,黑黝黝
吐哺捉发,吐哺握发
泥首,稽首
亲如手足,情同骨肉
颠倒黑白,颠倒是非
万古长存,万古长青
雕章镂句,精雕细刻
挺拔,特立
没落,衰退
嫁狗随狗,嫁狗逐狗
启示,启发
绝少分甘,绝甘分少
噩梦,恶梦
独占,独吞
稍微,稍许
搜索枯肠,呕心沥血
阒无人声,阒若无人
偷盗,盗窃
挺立,特立
捣虚批吭,批吭捣虚
气魄,派头
土地,地盘
坚毅,坚贞
熟能生巧,耳熟能详
无理取闹,据理力争
呢喃细语,轻声细语
奇花异卉,奇花异草
尽善尽美,尽如人意
肩舆,轿子
散马休牛,马放南山
瓦解土崩,豆剖瓜分
势不两存,势不并立
七嘴八舌,七张八嘴
树立,竖立
推延,推迟
情深义重,情深意重
典藏,收藏
删改,点窜
多才多艺,多材多艺
愕然,惊愕
坍台,塌台
东奔西窜,东奔西逃
忘本负义,忘恩负义
犬马之劳,死心塌地
描画,描绘
回响,回荡
齐趋并驾,齐驱并驾
起色,进展
期求,祈求
大势,大局
物尽所值,物尽其用
清丽,清秀
贪婪,贪念
睹物思人,见鞍思马
千真万确,确切不移
视人如伤,视民如伤
道东说西,道西说东
没头没脑,呆头呆脑
失容,失态
同流合污,誓不两立
函牍,文牍
浑浑沌沌,混混沌沌
素不相识,素昧平生
浅薄,浅陋
得意,景色
批驳,挑剔
刀耕火种,刀耕火耘
短缺,缺乏
金石之言,金石良言
盘算,妄图
讨好,媚谄
往日,旧日
牛骥共牢,牛骥同皂
骸骨,尸骨
说三道四,说东道西
巨擘,权威
雕肝琢膂,雕肝镂肾
多言招悔,祸从口出
吊水,汲水
树欲静而风不停,树欲静而风不宁
弄口鸣舌,挑拔是非
海涵,见谅
内忧外患,多事之秋
门无杂客,门无杂宾
遏制,遏止
倘使,假若
齐备,美满
骈肩叠迹,骈肩累迹
独出心裁,匠心独运
僵李代桃,将李代桃
娇傲,骄慢
束缚,拘谨
瞥见,瞧见
倾囊倒箧,倾筐倒箧
万里长征,千山万水
上午,上昼
害臊,怕羞
火树银花,灯烛辉煌
挑三拨四,挑三豁四
却之不恭,盛情难却
欺善怕恶,吐刚茹柔
打成一片,打得火热
妙不可言,美不可言
天无二日,民无二主
回头,回来
代价,价值
好多,很多
大有人在,无人问津
埋没,埋葬
缩衣节口,缩衣节食
害臊,害羞
举世无敌,举世无双
面面相看,面面相觑
体态,身形
得悉,获悉
兼收并蓄,兼而有之
等第,等级
三街两市,三街六市
胆大心小,胆大心细
失魂落魄,急急忙忙
投机取巧,投机钻营
山南海北,天南地北
吊丧,吊祭
乞降,求和
凭空捏造,凭空杜撰
漱流枕石,漱石枕流
东窗事发,图穷匕见
汗流接踵,汗流浃踵
拖拉,拖沓
摩顶放踵,死而后已
没齿不忘,铭心刻骨
买笑寻欢,买笑追欢
矢言,起誓
黔驴之计,黔驴技穷
名片,柬帖
大同小异,神肖酷似
瓮尽杯干,弹尽粮绝
第宅,私邸
检束,检点
弹指之间,电光石火
祸首,首恶
乞假,请假
七嘴八张,七张八嘴
偏护,袒护
活灵活现,活神活现
大方,时髦
大彻大悟,茅塞顿开
思如涌泉,文思敏捷
倾盆大雨,大雨滂沱
解铃系铃,解铃须用系铃人
气魄,气魄
摸索,探索
砥砺名节,砥砺清节
威仪非凡,威风凛凛
青脸獠牙,青面獠牙
全知全能,无所不知
怙恶不悛,死不改悔
多谋善断,魂销目断
江淹才尽,黔驴技穷
生辰,诞辰
金玉良言,金石良言
坚实,坚忍
华屋丘墟,华屋山丘
话中带刺,夹枪带棒
四重境界,顺其自然
恬不知羞,恬不知耻
体面,面子
大快人心,痛快淋漓
水米无交,水菜不交
随波逐流,随声附和
酣畅,舒畅
坚强不屈,坚刚不屈
断圭碎璧,断缣零璧
能上能下,能伸能缩
驱赶,驱逐
气满志骄,气骄志满
假日,沐日
善事,好事
吊唁,悼念
品性,品质
寝衣,睡衣
唾手可得,唾手可取
南征北伐,南征北讨
时运不济,生不逢时
生死关头,生死存亡
大惑不解,迷惑不解
缄默,默然
建功立业,建功立事
南方,南边
实力,能力
箪瓢屡空,箪瓢陋巷
貌是心非,貌是情非
太平,宁靖
稳定,平稳
生日,诞辰
顺人应天,顺天应人
随波逐流,随俗浮沉
停辛伫苦,停辛贮苦
蒹葭倚玉,蒹葭玉树
疾苦,艰苦
鼎力,大力
荟萃,鸠集
回肠荡气,沁人肺腑
记念,庆贺
牵缠,牵涉
厚貌深情,外温内厚
会谈,商谈
痛快,适意
单人独马,单枪匹马
亡羊补牢,收之桑榆
金碧辉映,金碧辉煌
攀高接贵,攀龙附凤
天真无邪,天真烂漫
骑马寻马,骑马找马
叛变,叛逆
积年累月,穷年累月
说一不二,说一是一
伸展,蔓延
弥天大谎,瞒天过海
骑虎难下,进退两难
尽职,尽责
简明,精练
倾听,啼听
欺侮,污辱
多谋善断,当机立断
签署,签定
探讨,讨论
杀一儆百,杀鸡骇猴
青黄不接,青黄未接
前倨后恭,前倨后卑
神态,神气
横亘,绵亘
围魏救赵,围城打援
横科暴敛,横赋暴敛
树怨,结怨
横殃飞祸,横祸飞灾
童稚,童趣
命根子,命脉
全军覆没,全军尽没
东拼西凑,东挪西借
旗号,旗帜
话别,道别
完好无损,完璧归赵
牛角挂书,韦编三绝
满城风雨,甚嚣尘上
得寸进尺,舐糠及米
讥笑,讥讽
天荒地老,荆天棘地
骄侈暴佚,骄侈淫虐
普及,普遍
答允,首肯
诲奸导淫,诲淫诲道
惊惶失措,惊惶失措
曲突徙薪,未雨绸缪
划一,齐整
损害,损伤
内助,浑家
谦逊,谦虚
我行我素,铁石心肠
倘使,倘诺
体会,体认
潜藏,躲藏
事不关己,无关痛痒
算帐,计帐
气味,气息
捐躯疆场,马革裹尸
地久天长,千秋万代
手忙脚乱,多手多脚
恩断义绝,花残月缺
三心二意,二三其意
党首,首领
捷报频传,节节胜利
望尘莫及,望尘不及
同呼吸共命运,同命运共呼吸
探听,探问
深入,深切
收容所,栖流所
亲自,亲身
代为说项,代人说项
茅屋采椽,茅茨不翦
潜藏,闪避
单纯,简单
河山,疆土
大凡,普通
合伙,结伙
企望,企图
剖心析胆,剖心析肝
挤眉弄眼,眉来眼去
内疚,忸怩
听而不闻,漠不关心
解说,说明注解
五花八门,千变万化
家喻户晓,尽人皆知
随随便便,马马虎虎
市井小人,市井小民
抛荒,疏弃
频繁,经常
建壮,结实
坚韧,坚忍
怀抱,度量
即位,登基
梦呓,梦话
皇亲国戚,金枝玉叶
俭朴,简谱
屈曲,曲折
升平,宁靖
勤劳,勤恳
戒指,适度
胡作乱为,胡作非为
屈指可数,数一数二
浅见,谬论
花容月貌,花颜月貌
十全十美,金无足赤
嘶哑,沙哑
大显身手,身手不凡
前进,挺近
盘算,贪图
花消,花费
和顺,温和
神魂颠倒,神魂飞越
生成,天生
三贞九烈,三贞五烈
疲乏,无力
芜杂,混乱
好看,排场
举直厝枉,举直错枉
抵偿,赔偿
同学,同砚
千真万确,无庸置辩
斗劲,较量
摔倒,颠仆
握云拿雾,握雾拿云
河东狮吼,季常之惧
桀傲不恭,桀骜不恭
屠戮,杀戮
无济于事,画饼充饥
虐待,荼毒
积年累月,积岁累月
耳闻则诵,耳熟能详
兼包并容,兼容并包
解说,说明
家世,门第
头重脚轻,虎头蛇尾
能言善辩,能言快语
清丽,清朗
吊尔郎当,玩世不恭
淡雅,清雅
东藏西躲,东躲西藏
后继无人,后继有人
无名之朴,无名之璞
恍恍惚惚,迷迷糊糊
旁征博引,旁求博考
栖息,栖身
见多识广,殚见洽闻
倾囊倒箧,倾筐倒庋
怀孕,怀胎
耳鸣目眩,头晕目眩
事先,事前
火树银花,灯火辉煌
拿起,提起
单据,票据
所以,是以
同乡,同亲
兑现,实现
无地自容,无处藏身
卖剑买牛,买牛卖剑
歪风邪气,歪门邪道
特有,独特
轻重悬殊,鸿毛泰山
其味无穷,回味无穷
蓬荜有辉,蓬荜生辉
默默无闻,藉藉无名
条款,条件
好似,就像
污浊,混浊
耳旁风,耳边风
特地,额外
洞穴,洞窟
取青妃白,取青媲白
计策,计谋
合计,算计
推波助澜,火上浇油
随心,随意
急人之困,急人之急
洁身自爱,洁身自好
对牛弹琴,牛嚼牡丹
投诚,降服
失色,失神
谨小慎微,敬小慎微
党首,党魁
瓮牖绳枢,蓬门荜户
见几而作,见几而作
叹息,叹气
典型,模范
欢蹦乱跳,手舞足蹈
疼痛,难过
特地,特殊
偏爱,偏疼
黑漆漆,黑魆魆
沁人心脾,赏心悦目
声誉大振,身价倍增
道貌俨然,道貌凛然
年齿,年龄
夙夜,旦夕
菽水之欢,菽水承欢
欢呼雀跃,欢喜若狂
雕梁画栋,金碧辉煌
东飘西徙,东迁西徙
急景流年,急景雕年
虎入羊群,狐入鸡舍
绘声写影,绘声绘影
名胜古迹,洞天福地
决定,断定
评价,评估
后悔莫及,噬脐莫及
代替,替换
天马行空,挥洒自如
微不足道,眇乎小哉
对牛弹琴,无的放矢
平步青云,平步青霄
结局,到底
怯怯,畏俱
花样,名目
决战,死战
势均力敌,势钧力敌
潜移嘿夺,潜移阴夺
逃出生天,虎口余生
文君新寡,文君早寡
恩深义重,恩高义厚
浸透,渗透
七死八活,死去活来
店肆,店铺
和衣而卧,和衣而睡
打诨插科,撒科打诨
欠据,借条
奸细,特务
王人,齐
水滴石穿,绳锯木断
举手投足,九牛二虎之力
较亲,较胜
体无完皮,体无完肤
讥笑,调侃
他文笔流畅；故常～,代人捉刀
穷乡僻壤,穷山恶水
胡涂,颟顸
尽心竭力,尽力而为
明确,精确
疆域,疆土
土鸡瓦狗,土龙沐猴
声名狼藉,身废名裂
嫡妻,德配
偷活,偷生
黄发台背,黄发鲐背
深重,寂静
挑选,筛选
无懈可乘,无隙可乘
后劲,潜力
免职,解职
文房四艺,琴棋书画
回味,体味
上岸,登陆
偏见,私见
好行小惠,好行小慧
二竖为灾,二竖为虐
惊惶失措,惊惶无措
命名,定名
饕口馋舌,饕餮之徒
什袭以藏,什袭而藏
滑稽,诙谐
山岭,山峰
说东谈西,说东道西
闻风而动,闻风而逃
奢念,奢求
具名,签名
思绪,思路
天昏地暗,凄风苦雨
推动,推进
私语,谜语
雕刻,雕饰
亡不旋跬,亡不旋踵
胆识,胆量
饿虎吞羊,饿虎扑食
将就,免强
望其肩项,望其肩背
减削,节省
收集,汇集
失和,树敌
清瘦,清癯
陪伴,随同
荆钗布袄,裙布荆钗
万籁俱寂,寂然无声
腾清,誊清
田庐,田里
提纲挈领,提要钩玄
回护,袒护
极乐世界,神仙世界
千载一会,千载一合
恶毒心肠,蛇蝎心肠
同化,混合
巧立名目,欺上瞒下
天之僇民,天之戮民
千辛万苦,坚苦卓绝
漫天盖地,漫天匝地
精明,能干
文武双全,品学兼优
洞烛其奸,洞察其奸
四战之国,四战之地
秘而不宣,讳莫高深
推广,推论
耳食之论,耳食之学
焦灼,焦急
乞食者,讨饭
艰巨,艰难
望女成凤,望子成龙
雕镂,镌刻
评断,评议
平地,平川
平淡无奇,淡而无味
描写,描述
提防,提神
九泉,地府
适逢其会,适逢其时
失时,失机
宦官,太监
窃钩盗国,窃钩窃国
神使鬼差,神差鬼使
肃然起敬,肃然生敬
山崩地裂,地动山摇
清闲,轻闲
万死一生,九死一生
滔滔汩汩,滔滔滚滚
起家,起身
手到拿来,手到擒来
倾听,谛听
惦念,担心
漫笔,随笔
花园,花坛
设备,建立
汗如雨下,汗流夹背
狐朋狗友,酒肉朋友
驷不及舌,驷马难追
诞生,降生
名利双收,求名求利
收货,获利
鸣金收兵,鸣金收军
合用,适用
东闪西挪,东闪西躲
威胁,威吓
嫉妒,嫉恨
片瓦不留,片甲不留
骄佚奢淫,骄泰淫泆
忸怩不安,忸怩作态
推襟送抱,推诚相见
宏大,庞大
土匪,强盗
忘生舍死,舍死忘生
极刑,极刑
无以复加,叹为观止
解救,抢救
肮脏,龌龊
孑立,单独
舍身为国,毁家纾难
年月,年头
千态万状,千状万端
商讨,计议
绵延,绵亘
跑了和尚跑不了寺,跑了和尚跑不了庙
味同嚼蜡,索然无味
气馁,丧气
涂歌里咏,涂歌里抃
莫逆之交,道同志合
惊惧,惊慌
接连,毗连
计无所出,手足无措
待人处世,待人接物
片甲不归,片甲不留
酩酊大醉,酩酊烂醉
杀人如草,杀人如芥
摸不着头脑,摸头不着
牝鸡司旦,牝鸡司鸣
接触,交战
动力,能源
声气,声音
界线,界线
五光十色,五彩缤纷
暮年,末年
纪念,记忆
假手于人,假手旁人
剧变,巨变
欢跃,雀跃
违约,爽约
手不释书,手不释卷
披沙拣金,沙里淘金
攀高结贵,攀龙附凤
劫后余生,大难不死
降尊纡贵,降贵纡尊
宏大,弘大
情绪,激情
山光水色,湖光山色
恨恶,讨厌
死刑,死罪
评论,谈论
拒抗,抵抗
挽救,急救
气概,魄力
杞天之虑,杞人忧天
家传户诵,家传户颂
何关,何干
技击,武术
墙花路柳,墙花路草
竞赛,角逐
清晨,破晓
三告投杼,无中生有
损兵折将,赔了夫人又折兵
幻境,幻景
生龙活虎,精神抖擞
投宿,投寄
寒冬,极冷
唯命是从,马首是瞻
荒原,荒漠
将遇良才,棋逢敌手
问寒问暖,问长问短
苏醒,觉醒
金衣玉食,锦衣玉食
翘首以待,拭目以待
女子,美
品级,等级
漫无止境,漫无边际
结余,剩余
势不两存,势不两全
接受,继承
饥不择食,寒不择衣
声势赫赫,浩浩荡荡
神号鬼泣,神嚎鬼哭
打架,斗殴
透亮,透明
交友,结交
替古人担忧,替古人耽忧
回击,还击
明了,懂得
升天,逝世
低头哈腰,点头哈腰
片言只语,片言只字
牛头马面,马面牛头
剧烈,激烈
歪心邪念,歪心邪意
活络,矫捷
惊奇,惊异
疲钝,疲顿
寄予,寄托
千年万载,千秋万代
惶惶,惶惑
王侯将相,王公贵族
借势,借重
怒发冲冠,怒形于色
四亭八当,四停八当
情味,情趣
杀身之祸,灭门之灾
石洞,石窍
山岭,山脊
铁板铜琶,铜琶铁板
倘佯,彷徨
艰苦卓绝,坚苦卓绝
伙伴,火伴
缺欠,缺点
何必,何须
回想,回忆
寝息,就寝
天旋地转,天摇地动
单身,独身
同日而论,同日而言
鸠车竹马,青梅竹马
挑三嫌四,挑三拣四
独具只眼,独具慧眼
琴瑟之好,琴瑟调和
敌意,歹意
达人,达者
评价,评判
杜诗韩文,杜诗韩笔
搜索枯肠,索尽枯肠
年底,年关
亡国之音,亡国之声
无巧不成书,无巧不成话
蓬屋生辉,蓬荜生辉
梦幻泡影,镜花水月
物品,货色
丧尽天良,无恶不作
威迫,威逼
截至,适度
哨兵,尖兵
搜集,网罗
得志,满足
巧语花言,花言巧语
碰巧,适逢
通令,通饬
昏庸,昏暴
焦头烂额,破头烂额
上进,进步
吉星高照,吉祥如意
千娇百媚,花枝招展
大步流星,疾步如飞
机缘,机遇
代办,代理
交织,交错
年久日深,年深日久
数米而炊,数米量柴
明火执械,明火持杖
泥塑木雕,木雕泥塑
毛病,纰谬
穷兵黩武,勤兵黩武
省却,省掉
擅自,私行
区分,区别
三贞九烈,九烈三贞
拘押,拘捕
经文纬武,文经武纬
滴水不漏,点水不漏
飘荡,飘摇
守节,守贞
朋比为奸,通同作恶
伸张,舒展
探究,讨论
尸山血海,尸积如山
拖堂,拖课
外洋,海外
面目全非,耳目一新
汉子,男子
嫩艳,娇艳
价值千金,价值连城
堵塞,艰涩
合适,适当
顺风使帆,顺风张帆
境遇,环境
黍离麦秀,黍秀宫庭
狠劲,竭力
闻风而动,闻风而起
锦囊佳制,锦囊佳句
搜聚,搜罗
简政放权,精兵简政
计伐称勋,计功程劳
特出,奇快
画荻丸熊,画荻和丸
韬光灭迹,韬光隐迹
乔妆,乔装
强壮,强健
怒目,瞪眼
惧罪,畏罪
麻木不仁,麻痹不仁
探访,探询
伟人,巨人
缩衣节口,缩衣啬食
朋比为奸,朋比作奸
急促,短促
判然不同,截然不同
退回,送还
局面,大局
纨绔子弟,千金之子
内乱,内讧
家书,家信
太阿倒持,雀巢鸠占
牵丝扳藤,纠缠不清
横行霸道,横冲直撞
静观其变,拭目以待
厚彼薄此,厚此薄彼
天真烂缦,天真烂漫
后背,后面
听说,据说
穷困落拓,裘弊金尽
望眼将穿,望穿秋水
交口称誉,交口称赞
美意,好心
谦逊,谦让
丢卒保车,丢车保帅
靖言庸违,靖言庸回
文过饰非,死不悔改
少年事重,少年老成
深仇大恨,深仇宿怨
讨恶剪暴,讨恶翦暴
平易近人,平易近民
鹊巢鸠占,鹊巢鸠居
荐鹗,鹗荐
倾城而出,倾巢而出
逆行倒施,逆施倒行
暮气沉沉,灰心丧气
委靡,怠倦
嫉妒,妒忌
赏善罚否,赏善罚恶
疾不可及,蹑影追风
得到,获
王人,皆
缅想,思念
耐人寻味,回味无穷
青蝇染白,青蝇点素
手挥目送,目送手挥
蛇毛马角,马角乌白
毁灭,歼灭
坚固,结壮
乌灯黑火,黑灯瞎火
为虎作伥,借势作恶
记取,记着
商人,市井
华丽,华贵
交班,接班
跌价,减价
平安无事,平平安安
誓死不贰,誓死不二
忸怩不安,扭扭捏捏
万嘱咐,千叮万嘱
无计可施,没计奈何
凄切,凄婉
交头接耳,街谈巷议
群策群力,齐心协力
盲人扪烛,盲翁扪籥
时运不济,命蹇时乖
东游西荡,东游西逛
术数,神通
刀光剑影,杀气腾腾
切切,千万
体验,体认
单刀直入,平铺直叙
后来居上,后起之秀
道貌俨然,道貌岸然
市价,时价
苏醒,惊醒
实话实说,打开天窗说亮话
得知,获悉
坏人,歹徒
武艺,身手
体裁,文体
断齑画粥,断齑块粥
恍然大悟,茅开顿塞
书写,誊写
时令,季节
欢然,陶然
荒疏,荒芜
舐犊之爱,舐犊情深
区域,地域
庞谧,箕踞
守猎,狩猎
电掣星驰,电掣风驰
贫病交加,啼饥号寒
机械,呆滞
斗筲之人,斗筲之器
祸患,祸殃
警惕,机警
抉剔,挑剔
民脂民膏,民膏民脂
生活,糊口
怀才不遇,骥服盐车
趋承,趋附
诘屈磝碻,诘屈聱牙
世界,天下
魂灵,魂魄
怀孕,受孕
含垢包羞,含垢忍辱
谋图不轨,谋逆不轨
无所不晓,无所不通
推举,推选
拒人于千里之外,拒人千里
埋没,泯没
升堂入室,登堂入室
大量,洪量
大义灭亲,铁面无私
精良,精制
偏执,偏激
式样,式子
贪馋,饕餮
投鼠之忌,投鼠忌器
见微知类,见微知著
稳当,稳妥
胡说白道,胡说八道
少安毋躁,稍安毋躁
头等,头路
奴颜婢膝,奴颜媚骨
哗啦啦,哗拉拉
合力攻敌,同仇敌忾
好景不常,好景不长
颂声载道,交口称赞
呆板,木讷
拾人涕唾,拾人牙慧
急迫,迫切
丹书铁契,誓书铁卷
胡卢提,葫芦提
深不可测,神秘莫测
沃田,沃畴
汪洋恣肆,汪洋自恣
文字,翰墨
活路,活门
道,说念
丧胆销魂,亡魂丧胆
曲缩,蜷缩
截鹤续凫,断鹤续凫
躲避,逃匿
崴蕤,葳蓁
扼要,简要
顶天立地,气概不凡
交易,买卖
江郎才尽,泯然众矣
莫逆之交,金兰之契
大公无私成语,堂堂正正
怀铅握椠,怀铅提椠
声气相投,声气相求
怒斥,痛斥
二三其德,二三其意
上升,上涨
交付,托付
叹息,叹惜
外行,生手
动手,起头
收工,停工
死不瞑目,死不闭目
俊丽,俊美
大处落墨,大处落笔
及锋而试,捷足先得
上天入地,踢天弄井
囊中物,瓮中鳖
地面,大地
机械,机器
视人如伤,视下如伤
吻合,契合
酣嬉淋漓,酣畅淋漓
忙活,忙碌
解铃系铃,解铃还需系铃人
鼎成龙升,鼎成龙去
纹丝不动,闻风不动
特异,奇异
歪打正着,误打误撞
局势,地势
挥金如土,挥霍无度
晦暗,黑暗
土头土脑,土气
何啻,岂止
片甲不存,片甲无存
含血喷人,恶语中伤
借古讽今,含沙射影
娇傲,骄矜
问这问那,问长问短
焦金流石,燋金烁石
盘点,盘货
叫好,喝彩
侍者,酒保
怙恶不悛,文过
品头论足,品头题足
秃子,秃顶
徒负虚名,名存实亡
巨人长德,钜人长德
大街小巷,街头巷尾
水滴石穿,滴水石穿
巧取豪夺,敲榨勒索
刀耕火耨,刀耕火耘
打情骂俏,打情骂趣
识途老马,驾轻就熟
气量,度量
金刚努目,青面獠牙
善长,特长
漫步,散步
大骂,痛骂
无误,精确
剜肉医疮,挖肉补疮
删繁就简,芟繁就简
权宜之计,缓兵之计
世易时移,事过境迁
偷盗,偷窃
当劳之急,迫在眉睫
逆天悖理,逆天违理
轻巧,轻快
免除,解任
海屋添筹,海屋筹添
宛如,彷佛
熟习,熟谙
视为儿戏,视同儿戏
疲惫不堪,筋疲力尽
低沉,低落
捣乱,捣鬼
大作,鸿文
磨砖成镜,掘地寻天
含笑九泉,死而无憾
千疮百孔,满目疮痍
前俯后仰,哄堂大笑
花天酒地,荒淫无道
机灵,精灵
恫吓,威吓
七上八下,忐忑不定
没大没小,目无尊长
冒冒失失,失张冒势
决一死战,决一雌雄
三生有幸,洪福齐天
欢呼雀跃,欢欣鼓舞
蛾眉皓齿,蛾眉螓首
逃避,逃匿
岁月,韶华
虽死犹荣,虽败犹荣
上任,就任
激发,激勉
思贤若渴,求贤若渴
讲解,讲授
精粹,精彩
讲理,温柔
惊恐万状,皇皇不可终日
七零八落,乌七八糟
鸡皮鹤发,鸡肤鹤发
耗损,损失
瘦弱,衰老
输肝写胆,输肝沥胆
墨客骚人,骚人墨客
腾云跨风,腾云驾雾
其势汹汹,饿虎扑食
递次,顺序
截发留宾,投辖留宾
漠视,忽略
敲诈勒索,敲榨勒索
气充志骄,气骄志满
汗牛充栋,斗量车载
违法,违纪
田夫野叟,田夫野老
田单,田契
情绪,情感
弥天大罪,滔天罪行
万事亨通,万事如意
翘足引领,翘首引领
黄钟毁弃,黄钟长弃
唾面自干,逆来顺受
东挪西撮,东挪西借
鸡飞狗窜,鸡飞狗走
唯命是听,敬谨如命
闪动,闪灼
无所不为,无所不施
腼颜人世,靦颜人世
畏首畏尾,胆小如鼠
那边,哪里
商榷,商谈
低三下四,低声下气
缉拿,缉捕
大量,多量
铩羽,失利
好友,密友
史书,汗青
浓妆艳抹,浓装艳抹
恩将仇报,倒打一耙
海浪,海潮
拖累,牵连
无数,多数
太甚,太过
穷困,贫寒
屈驾,枉驾
盲人摸象,忐忑不安
无间可乘,无隙可乘
死而不悔,死而无悔
面誉背毁,面誉背非
弄柳拈花,拈花惹草
前程万里,锦绣前程
荆棘塞途,荆棘载途
涕泪交垂,涕泗横流
截发留宾,截发锉藳
生不逢辰,生不遇时
海中捞月,海底捞针
大体,大要
难舍难分,难舍难离
卖俏行奸,卖俏迎奸
生死与共,生死相许
戢鳞委翅,戢鳞潜翼
平心静气,态度冷静
弥山亘野,弥山遍野
慢条斯礼,慢腾斯礼
去粗取精,取精用宏
末了,末端
金钱万能,钱可通神
艰辛,艰苦
回文,回环
混蛋,王八蛋
神差鬼遣,神差鬼使
冒失鬼,失魂鱼
深更半夜,三更半夜
敌对,敌视
及第,登科
假如,假设
天下一家,天下为公
话语,谈话
堆集,积蓄
气焰嚣张,肆无忌惮
敬而远之,敬若神明
明哲保身,见死不救
神头鬼脸,神头鬼面
庆祝,道喜
甜津津,甜滋滋
结驷列骑,结驷连骑
手无寸刃,手无寸铁
军人,甲士
接二连三,接踵而至
千里寄鹅毛,千里送鹅毛
时值,物价
偷换,掉包
碰面,见面
奖励,嘉勉
没大没小,没上没下
顽皮贼骨,顽皮赖骨
天地诛灭,天诛地灭
托钵,讨饭
坏人,歹人
见德思齐,见贤思齐
生理,生计
卷曲,弯曲
徒劳无功,徒劳往返
倾向,偏向
敌意,恶意
横七竖八,东歪西倒
推断,推测
匿伏,埋伏
交恶,决裂
和衷共济,通力合作
山高水险,艰难险阻
洪水猛兽,天灾人祸
得步进步,贪得无厌
聚萤映雪,积雪囊萤
收尾,结尾
唯我独尊,目空一切
田连仟佰,田连阡陌
划船,荡舟
美观,面子
天灾地变,天灾地孽
难以启齿,难言之隐
请问,请示
合家欢乐,天伦之乐
亲人,恩人
四处,随地
山清水秀,湖光山色
申谢,道谢
收效,生效
凝合,凝聚
飘茵落溷,飘茵堕溷
无缘无故,莫明其妙
鞠躬尽瘁,死而后已
假如,淌若
听任,提倡
丧生,物化
寰球,全球
精湛,精熟
大众,团体
潜移默化,默转潜移
使者,使臣
生吞活剥,生搬硬套
挪用,调用
同日而语,同日而道
倾泻,倾注
判断,断定
调剂,调度
设身处地,身临其境
扇枕温席,扇枕温衾
念念,思
叫花子,乞丐
收集,网络
投亲靠友,求亲靠友
大难,浩劫
憬悟,觉悟
目生,陌生
东诓西骗,东诳西骗
敬授人时,敬授民时
借客报仇,探丸借客
问安视寝,问寝视膳
文书,文告
得体,端庄
万世之师,万世师表
惠临,惠顾
披肝露胆,披露肝胆
盛名,闻名
危坐,端坐
堂倌,跑堂
色鬼,色魔
散马休牛,刀枪入库
拍案叫绝,拍桌惊叹
对症下药,对症发药
丝毫,涓滴
透彻,透辟
