信口开喝,信口开河
局促不安,跼蹐不安
剑拔弩张,箭拔弩张
瑶林玉树,瑶林琼树
一脸茫然,茫然若失
袭击,膺惩
酒席,酒菜
袭人故技,袭人故智
民心,人心
面不改色,面不改容
疾言厉色,金刚怒目
以身许国,以身殉国
精壮,精悍
饮冰吞檗,饮冰茹蘖
揭示,显示
妍丽,艳丽
见财起意,见钱眼开
娇气,娇贵
急转直下,一反常态
小心,介意
鱼溃鸟散,鱼溃鸟离
羞惭,羞愧
纤弱,柔弱
戏弄,辱弄
绵绵不断,绵绵不绝
依人而立,因人成事
谜团,疑团
遗臭万年,永垂不朽
相见恨晚,相识恨晚
眉目传情,目挑心招
马齿徒增,乳臭未乾
精妙绝伦,精彩绝伦
雪里送炭,雪中送炭
销声匿迹,隐姓埋名
鲜明,皎洁
与时相偶,与时偕行
要紧,紧迫
修造,修建
羁系,监管
热沈,热心
景象,现象
筵席,酒菜
一扫而光,一网打尽
牙床,牙根
目定口呆,目瞪口呆
灭绝,灭亡
焦躁,焦急
明火执杖,明火执仗
消磨,消费
月终,月底
讲明,解释
兼而有之,兼容并包
目光如炬,目光如电
郁勃,兴盛
进退为难,进退两难
进犯,晋级
小矮个,矮个子
热沈,热中
依然如故,一仍目贯
隐藏,暗藏
誉满天下,美名天下
觉悟,醒悟
精力,心力
源清流洁,源清流清
诀别,永别
哀愁,哀思
锦阵花营,锦营花阵
目击,目睹
血流成河,血流漂杵
心劳计绌,绞尽脑汁
惊恐,惊险
些许,几许
名堂,技俩
如虎添翼,锦上添花
信念,信仰
佣人,西崽
懊悔,怨恨
一席之地,一隅之地
学识,学问
心如刀锯,心如刀割
人地两生,人地生疏
湮没,隐敝
距人千里,拒人千里
一己之见,一相情愿
游历,游履
借客报仇,借身报仇
矮人看戏,矮子看场
宴安鸩毒,燕安鸩毒
揎拳掳袖,跃跃欲试
名垂千古,名垂万古
鸠居鹊巢,鸠夺鹊巢
满目疮痍,衣衫褴褛
鲸波鳄浪,惊涛骇浪
机关,架构
鸡飞狗跳,鸡飞狗窜
院子,院落
以眼还眼,以暴易暴
燕颔虬须,燕颔虎须
限度,局部
严惩不贷,军法从事
忌日,忌辰
艰巨,坚苦
依附,仰仗
弥天大谎,迷天大谎
缄口不言,缄口无言
暗害,暗杀
也好,也罢
记号,信号
挨家挨户,挨门逐户
爱财如命,一钱如命
以后,今后
殁,没意思
怨天恨地,怨天尤人
亦步亦趋,一唱一和
一矢双穿,一箭双雕
鸡犬不惊,鸡犬无惊
舆论,言谈
检核,检点
养病,养痾
决一死战,一决雌雄
描绘,描摹
居利思义,见利思义
居功自傲,居功自恃
燕昭市骏,燕昭好马
简捷,简便
萧条,萧瑟
积重难返,积非成是
遗言,遗书
相遇,相逢
末梢,末端
接于眼前,近在眉睫
灭绝,绝技
泄劲,泄气
询查,询问
鉴戒,借鉴
畿辇,京关
继古开今,继往开来
举头,昂首
摩砺以须,磨厉以须
希望,有望
急竹繁丝,急管繁弦
向壁虚构,面壁虚构
巡警,巡捕
一鞭先著,先吾著鞭
仍旧,已经
机要,机密
哀愁,哀戚
锐利,尖锐
引起,惹起
遗臭万年,遗臭千年
鲸涛鼍浪,鲸波鼍浪
检讨,检查
喜洋洋,喜滋滋
有备无患,有恃无恐
挨家挨户,挨家逐户
洗澡,沐浴
入彀,入网
减轻,减弱
学校,学堂
细微末节,细枝末节
家殷人足,家衍人给
一鳞片爪,一鳞半甲
议论纷纷,人言啧啧
买笑寻欢,寻欢作乐
言听计从,言听事行
街谈市语,街谈巷说
析珪判野,析珪胙土
安闲,安全
巨大,雄伟
行军动众,行师动众
眼见,目睹
积攒,积累
意前笔后,意在笔先
一哄而散,接踵而至
游响停云,响彻云霄
心寒胆战,心惊胆寒
稀少,希罕
惊慌失措,惊慌失色
箭在弦上,一触即发
叶落归根,饮水思源
虚幻,梦幻
游水,游泳
言类悬河,言若悬河
计日以俟,计日而俟
家给民足,家给人足
弥漫,烟煴
谨小慎微,一丝不苟
意在笔前,意在笔先
一言为重,一言千金
雅观,美观
迂曲,愚蠢
如虎添翼,如虎生翼
闲居,日常
云消雾散,云开雾散
有备无患,以防不测
稽察,稽查
义愤填膺,义形于色
愿望,意望
如期,依期
肖似,相同
人面兽心,居心叵测
仰求,央求
寻事生非,惹是生非
举目无亲,鳏寡孤惸
建壮,雄厚
饮鸩止渴,扬汤止沸
沵澷,沵沵
人生如寄,人生若寄
默认,默许
激浊扬清,激扬清浊
许诺,允许
因人而异,因地制宜
急惊风撞着慢郎中,急惊风遇着慢郎中
犀利,凶猛
吉光片羽,吉光片裘
劫掠,洗劫
经过,经由
玉石皆碎,玉石俱摧
冤枉,冤屈
炎夏,炎热
羁系,拘押
精粹,简练
摇羽毛扇,摇鹅毛扇
境界,意境
暗疾,隐疾
家常便饭,习以为常
迥然相异,截然不同
一脉相传,一脉相承
佣金,佣钱
先行者,先驱
一无所知,一物不知
矮人看戏,矮人看场
较量,计较
悬崖勒马,迷途知返
景仰,敬慕
一差二讹,一差二误
人为,薪金
解聘,解职
崛起,兴起
监禁,拘押
衣香髻影,衣香鬓影
九霄,烟消云散
修理,修补
有财有势,有钱有势
心狠手毒,心狠手辣
阴霾,阴沉
心照不宣,心领神会
面如傅粉,面如冠玉
见猎心喜,跃跃欲动
如花似玉,如花似锦
洁白,洁净
小品,漫笔
进退维亟,进退维谷
预见,预感
忙中有失,忙中有错
音韵,韵律
家无担石,家无儋石
蛮烟瘴雨,蛮烟瘴雾
学习,进修
泯灭,消费
原原本本,元元本本
日积月聚,日积月累
慕名而来,慕名而至
举鼎绝脰,举鼎绝膑
应付自如,应付裕如
弥散,迷漫
悉数,一切
秘而不泄,秘而不宣
溢美之言,言过其实
安息,安歇
玄教,玄门
热枕,热中
优游,闲逸
暗藏玄机,玄机暗藏
友情,友好
见怪,见责
优等,一级
扬扬得意,洋洋得意
亚肩叠背,压肩叠背
家喻户晓,门到户说
没皮没脸,没脸没皮
要言不烦,简明扼要
精彩,精华
一分一毫,一丝一毫
样板,模范
运开时泰,运旺时盛
有趣,意思意思
一时半刻,一朝一夕
降低,下降
魅力,魔力
有凭有据,信而有征
境界,境地
演化,演变
以柔制刚,柔能克刚
一本万利,渔人之利
遗臭无穷,遗臭万载
漫天开价,漫天要价
玉石俱焚,休戚与共
急急巴巴,急急忙忙
行尸走骨,行尸走肉
言听计用,言听计行
驿寄梅花,驿路梅花
心神恍惚,心猿意马
丫头,丫鬟
面黄肌瘦,面有菜色
一面之识,一面之款
心如刀锯,心如刀绞
监仓,监牢
如堕烟海,如坐云雾
兴替,荣枯
密锣紧鼓,紧锣密鼓
按甲休兵,按甲寝兵
满腔热忱,热血沸腾
劫夺,洗劫
意懒心灰,心灰意懒
溶化,消溶
闲散,幽闲
模仿,借鉴
锦绣乾坤,锦绣河山
余存,孑遗
监仓,监狱
下流,下贱
盈余,节余
夏历,旧历
人山人海,挨山塞海
一马当先,遥遥领先
有味,隽永
九死一生,安然无恙
简易,简略
心狠手毒,心辣手狠
技巧,技艺
依恋,迷恋
养虎伤身,养痈遗患
目牛无全,游刃有余
信口开喝,信口开呵
一石两鸟,一箭双雕
循常,寻常
如故,仍然
一手一脚,一手一足
检举,揭发
交锋,交兵
解甲归田,按甲寝兵
颐养精神,颐精养神
依翠偎红,倚翠偎红
模棱两可,模棱两端
英豪,俊杰
按劳取酬,按劳分配
明净,雪白
秀而不实,虚有其表
满腔热枕,一腔热血
运气,幸运
养家活口,养家糊口
矜智负能,矜能负才
应急,济急
入神,入迷
一声不吭,一言不发
明珠投暗,明珠暗投
萌发,萌生
用场,用途
严寒,严冬
校正,校对
坚持,相持
纡朱拖紫,腰金拖紫
面目一新,面目全非
消极,绝望
进贤退佞,进贤退奸
容光焕发,满面红光
遥相呼应,一唱一和
人心惶惶,人人自危
虚张声势,虚晃一枪
如数家珍,一五一十
一语道破,一口道破
嚼穿龈血,嚼齿穿龈
遗簪堕屦,遗簪堕履
燕舞莺啼,莺歌燕舞
尽忠报国,精忠报国
新交,新友
银样蜡枪头,银样镴枪头
信口胡言,信口开河
人微望轻,人微言轻
热热闹闹,如火如荼
隐世无争,安分守己
借题发挥,小题大做
暗沟,阴沟
尽兴,尽情
喜形于色,义形于色
进退触篱,进退两难
寻视,巡逻
元帅,元戎
敬而远之,若离若即
明公正义,明公正气
日中则昃,月盈则亏
心有余而力不足,爱莫能助
讲明,解说
猛烈,凶猛
默转潜移,默化潜移
性子,性情
决斗,角斗
因噎废食,刖趾适屦
潇洒,俊逸
锐意进取,马不停蹄
意义,意思
许可,允许
心死,绝望
杳无信息,杳无音讯
言听计用,言听计从
较如画一,较若画一
坚甲利刃,甲坚兵利
相庄如宾,相待如宾
截然有异,迥然不同
一起,一同
心急火燎,心急如焚
险恶,险峻
惊喜欲狂,惊喜若狂
举不胜举,举不胜举
寻查,巡逻
一斑半点,一班半点
渺视,小看
急人之困,急人之难
卖俏行奸,行奸卖俏
目不给视,目不暇接
怨天忧人,怨声载道
用舍行藏,用行舍藏
细大不捐,语焉不详
挨肩迭背,亚肩迭背
油头滑脑,油腔滑调
映现,显示
巡查,巡缉
急起直追,迎头赶上
淹没,消除
救火投薪,救焚投薪
炫玉自售,衒玉求售
异地,异域
一字一句,一字一板
今非昔比,今是昨非
目眩神摇,目眩魂摇
依依不舍,依依难舍
目下,目前
一较高下,一决雌雄
言之无信,言而无信
纠结,纠纷
纡青拖紫,腰金拖紫
锦绣,美丽
心田,想
洗刷,洗濯
瞎扯,瞎说
纤巧,精巧
金蝉脱壳,远走高飞
鲜明,明确
没没无闻,默默无闻
一哄而散,一哄而起
悒悒不乐,悒悒不欢
喜逐颜开,笑逐颜开
认贼为子,认贼作父
宴安鸠毒,燕安鸩毒
忙乱,忙
一言九鼎,一诺千金
激发,勉励
用心,卖力
渺无人烟,与世隔绝
挨打受气,挨打受骂
鲜明,显明
下跌,下落
决然,已然
举目四望,极目远眺
一旦一夕,一朝一夕
热火朝天,热气腾腾
脚不沾地,脚不点地
牺牲,殉国
辛劳,忙
一岁再赦,一岁载赦
傲卒多败,骄者必败
安放,有计划
一刀两断,薪尽火灭
遗臭万代,人所不齿
陨泣,饮泣
咬紧牙关,咬定牙关
校正,矫正
倦世,厌世
一面之词,一面之说
慵倦,慵困
心不在焉,心神不定
举直措枉,举直错枉
一言九鼎,言出如山
仅此而已,如此而已
心绪,心思
喧闹,喧腾
见仁见智,见智见仁
木材,木料
哀鸿遍野,哀鸿遍地
源由,因由
因缘,缘分
假如,假使
一世,一生
挨饿受冻,挨冻受饿
血忱,热诚
云窗雾槛,云窗雾阁
面貌,相貌
一概,一律
雪窗萤火,雪案萤窗
桀敖不驯,桀骜不恭
向隅而泣,唉声叹气
交卸,交接
一窝蜂,一窝风
一毫不苟,一丝不苟
心折,心服
映雪读书,悬梁刺股
要紧,严重
人性,人道
学则不固,学无止境
研究,摸索
宣战,讲和
谀媚,阿谀
坚贞,坚定
纤芥之疾,癣疥之疾
积习沉舟,聚蚊成雷
有目无睹,有眼无瞳
人穷志短,马瘦毛长
详细,详备
借袒铫挥,隐晦曲折
优柔,柔软
消逝,消散
目定口呆,目睁口呆
心中有数,心里有底
积羽沉舟,蚁穴溃堤
一望无际,漫无边际
洁己从公,洁己奉公
冥思遐想,绞尽脑汁
精疲力竭,心力交瘁
机会,机遇
安邦定国,济国安邦
喜新厌旧,厌旧喜新
人喊马嘶,人欢马叫
矮垛垛,矮墩墩
佣人,家丁
暗害,谋杀
兴高采烈,喜上眉梢
金榜题名,金榜挂名
交谊,有爱
心劳意攘,心烦意乱
惊风怒涛,惊风骇浪
经受,禁受
摇头晃脑,摇头摆尾
修筑,修建
心驰神往,馨香祷祝
阳世,人间
喜报,捷报
淹淹一息,奄奄一息
意会,融会
依样画葫芦,依葫芦画瓢
借款,借债
一成不变,萧规曹随
胁迫,要挟
洗礼,浸礼
饔飧不给,饔飧不饱
爱才如命,爱才若渴
家贫壁立,一无所有
一了百了,一了百当
心直口快,心快口直
相会,相逢
显祖扬名,显祖扬宗
谋略,计划
及其,极端
一望而知,泾渭分明
一扫而空,一网打尽
夜以接日,夜以继昼
民康物阜,民安物阜
惊呀,惊愕
羞怯,腼腆
日中必昃,日中必移
安放,安排
燕颔虎头,燕颔虎颈
弥天大祸,灭顶之灾
喜不自胜,喜出望外
效率,效能
荣华,兴亡
哀伤,哀思
激怒,激愤
沿流溯源,沿流讨源
热枕,激情
募捐,捐献
一坐一起,一举一动
名实相称,名实相符
安好,安然
喧闹,喧嚷
言行不符,言行相诡
节奏,节拍
以快先睹,先睹为快
羞与为伍,羞与哙伍
硬汉,英雄
阴司,九泉
行为,行径
民怨沸腾,怨声载道
如法炮制,如法泡制
依旧,仍旧
兴致索然,兴味索然
形只影单,影单形只
心腹之患,心腹之病
绪言,绪论
警备,警卫
娇纵,骄纵
朽木难雕,朽木不雕
交叉,交错
进步,进取
预订,预定
见机而作,见机而行
尖嘴薄舌,尖酸刻薄
骄泰淫泆,骄奢淫泆
小偷,翦绺
结尾,末端
挨三顶五,捱三顶四
挟天子以令天下,挟天子以令诸侯
盲人扪烛,盲翁扪龠
傲睨一世,傲然睥睨
应对,应答
检举,举报
明媒正礼,明媒正娶
燕颔虎头,燕颔虎头
运气,机遇
一搭一档,一唱一和
据为己有,秘而不宣
依样葫芦,原封不动
拘束,羁绊
一语双关,一箭双雕
意得志满,心满意足
巡视,巡察
蹇谔匪躬,蹇蹇匪躬
悬河注水,悬河泻水
倚仗他人,因人成事
人心各异,人心如面
如临大敌,如临深渊
一差半错,一差二误
靡然乡风,靡然成风
心田,心坎
歇息,安眠
末尾,结束
狡兔三窟,移花接木
捐款,捐钱
偃革尚文,偃武崇文
坚固,安稳
哀痛,哀思
形销骨立,鸠形鹄面
迷而知反,迷途知返
校订,校对
以强凌弱,倚强凌弱
睚眦之忿,睚眦之怨
行礼,见礼
末尾,末端
一孔之见,一得之功
以身许国,以身报国
一双两好,一床两好
经年累稔,经年累月
人言可畏,积销毁骨
喜不自胜,忍俊不禁
辛劳,艰苦
修正,矫正
性能,机能
究竟,原形
犹豫不定,举棋不定
骁勇,勇猛
骄生惯养,娇生惯养
兴师问罪,鸣鼓而攻
迎风招展,迎风飘扬
奖赏,嘉勉
腥风血雨,血流漂杵
欣忭,愉快
讯息,音信
一模一样,一模二样
僦居,僦舍
歇息,休憩
掩饰,修饰
目不忍睹,目不忍视
摩肩接踵,接踵比肩
民气,人心
与世长辞,玉陨香消
融会贯通,淹会贯通
香象渡河,香象绝流
一起,沿途
入款,进款
言听计行,言听计从
惊才绝艳,惊采绝艳
结伙,结伴
即便,即使
缅怀,缅想
借条,借字
形容枯槁,鸠形鹄面
渺无人烟,渺无人迹
坚甲利刃,坚甲利兵
羞恨,羞愤
相濡相呴,相呴相濡
糜费,糜掷
门生故吏,门生故旧
目迷五色,眼花缭乱
一气呵成,一呵而就
昔不如今,今是昨非
每下愈况,见微知著
检阅,校对
际会风云,际遇风云
一模一样,一成不变
鳏寡孤茕,鳏寡孤独
绝无仅有,绝世超伦
马到成功,马到功成
云和响应,云集响应
臆度,臆测
卖命,卖力
胶柱鼓瑟,一成不变
一技之长,一艺之长
人情世故,人情冷暖
修业,肄业
寄人檐下,寄人篱下
谢兰燕桂,谢庭兰玉
寻枝摘叶,寻章摘句
局促,狭隘
愚笨,蒙昧
暗渡陈仓,明目张胆
暗示,暗意
黯然泪下,黯然神伤
谢天谢地,心满意足
亚肩叠背,亚肩迭背
鸡犬相闻,遥遥在望
见面,谋面
目眩神摇,目眩神夺
虚张声势,矫揉造作
倚老卖老,暮气沉沉
异端邪说,妖言惑众
哀哭,哀泣
艰难困苦,荆棘载途
医师,医生
一孔之见,一隅之见
霄壤之别,截然不同
兴致盎然,饶有兴趣
一伙,疑忌
按兵不动,以逸待劳
先知,预言家
写意,如意
饮鸩止渴,急功近利
安常守分,安分守己
见利忘义,见利思义
现在,今朝
引诱,诱导
举办,进行
如期,按时
小偷,小贼
效力,效用
精力充沛,精神抖擞
消愁释愦,消愁释闷
及时行乐,今朝有酒今朝醉
妖术,邪法
借故,借口
纡青拖紫,纡朱怀金
激劝,勉励
友情,有爱
鸦飞雀乱,鸦飞鹊乱
行尸走兽,酒囊饭袋
热情,热中
信任,信赖
一笑置之,一笑了事
歇息,小憩
按部就班,循序渐进
面红耳热,面红过耳
羊入虎口,羊落虎口
媒人,媒妁
家具,居品
郢人斤斫,郢匠挥斤
畿辇,京府
减速,延缓
行为,举止
遗嘱,遗愿
如胶似漆,相亲相爱
栩栩如生,有板有眼
艰苦创业,艰苦奋斗
意味深长,言不尽意
寻根究底,寻踪觅迹
积存,积储
精金美玉,精金良玉
学校,学宫
腰缠十万,腰缠万贯
藉口,借口
人己一视,一视同仁
相会,谋面
泄露,揭发
安适,安全
狡赖,狡辩
冗杂,冗长
心理,心境
缄口结舌,缄口藏舌
徇私作弊,徇私舞弊
挟天子而令天下,挟天子以令诸侯
如出一辙,墨守成规
险些,几乎
一言半语,一言不发
一败如水,骄兵必败
兴师动众,鸠工庀材
一发千钧,燃眉之急
机警,机智
金兰之交,金兰契
响应,相应
讥嘲,讥讽
形影相依,形影相附
隐没,掩盖
认敌为友,认贼作父
闲云野鹤,闲云孤鹤
漠不关心,见死不救
以义割恩,以义断恩
言行不一,行浊言清
摇拽,摇动
热诚,激情
阴历,旧历
模棱两可,优柔寡断
今生,现世
任命,任职
木排,木筏
闲情别致,闲情逸致
西装,西服
敏捷,麻利
心知肚明,心照不宣
敏捷,迅速
任人唯贤,人尽其才
暗箭伤人,笑里藏刀
熬煎,磨难
限度,截至
预料,预感
英华,精华
嚼穿龈血,咬牙切齿
心痛如割,心如刀割
意义,意思意思
一线生路,一线生机
佳丽,美人
奸臣,奸贼
激动,激悦
犹疑,犹豫
衅发萧墙,衅起萧墙
乡间,乡下
如胶似漆,胶漆相投
蚁集,密集
急流勇进,一往无前
药品,药方
救过不暇,救过不赡
协力同心,协心同力
如诗如画,如花似锦
暗室亏心,暗室欺心
项庄舞剑,项庄舞剑，意在沛公
言必有据,有案可稽
一肢一节,一肢半节
余裕,裕如
一清二楚,一清二白
鱼惊鸟散,鱼溃鸟离
目牛无全,目无全牛
杳如黄鹤,杳杳无踪
野草闲花,闲花野草
偃旗卧鼓,偃旗仆鼓
心猿意马,优柔寡断
修为,修持
讲授,解说
急风暴雨,疾风暴雨
九囿,九州
哑口无言,默不作声
居不重席,居不重茵
详明,详尽
一纸空文,虚无缥缈
优哉游哉,安闲自得
佳话,美谈
箕山之志,箕山之节
奸细,间谍
橛守成规,墨守成规
磨蹭,迂缓
蹇之匪躬,蹇蹇匪躬
一代不如一代,一蟹不如一蟹
吉祥,吉利
精明干练,精明强干
借题发挥,小题大作
诘曲聱牙,诘屈聱牙
一阶半级,一阶半职
云屯雨集,云屯星聚
戒指,局限
下车伊始,下车之始
缘由,缘起
明火执杖,明目张胆
眉清目秀,眉清目朗
运气,命运
暗送秋波,暗度陈仓
引以为戒,殷鉴不远
惊世震俗,惊世骇俗
挟恨,衔恨
瞒上欺下,一手遮天
景象,景色
原原本本,一五一十
延迟,贻误
入梦,入睡
心腹之患,癣疥之疾
润文,润色
家喻户晓,人所共知
惜墨如金,惜字如金
名列三甲,名列前茅
节约,俭仆
云云,如此
谐谑,戏谑
名望,名气
依稀,模糊
辛亏,幸而
目标,目的
引诱,引导
满意,如意
心术不正,居心叵测
貊乡鼠壤,貊乡鼠攘
如愿以偿,计获事足
名望,荣誉
欲就还推,若即若离
星离雨散,烟消云散
下狱,入狱
暮鼓晨钟,金口木舌
记得,记起
目空一切,骄傲自满
如故,依然
简短,简洁
朽木枯株,朽株枯木
修正,修改
需要,须要
阿娇金屋,金屋贮娇
雍容尔雅,雍容大度
安眠,入睡
一举成功,一蹴而就
鸣锣开道,鸣锣喝道
若干,几何
安详,安稳
先声夺人,先发制人
依违两可,游移不定
汲取,吸收
有趣,意思
奸人得志,小人得志
局促不安,如坐针毡
延误,延宕
凶横,凶狠
源委,原委
一较长短,一决雌雄
一稔,衣裳
延迟,延伸
友军,盟军
如痴似醉,如痴如醉
形色仓皇,行色匆匆
烟土,鸦片
诱拐,诱骗
紧要,严重
艰难竭蹶,艰苦卓绝
暗流,暗潮
日增月益,日增月盛
学非所用,用非所学
目不忍见,目不忍视
一毛不拔,爱钱如命
信件,简牍
惜墨如金,一字千金
媖娴,媖嫺
安居乐业,安家立业
讯问,鞫问
矫强,矫情
相得益彰,相反相成
相像,相近
月事,月经
移樽就教,移船就教
甲等,一级
家书,乡信
教导,引导
以碫投卵,以长攻短
巡礼,巡回
计合谋从,言听计从
坚苦卓绝,艰苦朴素
预付,预支
没没无闻,漠漠无闻
热腾腾,热烘烘
修好,修睦
假道灭虢,假途灭虢
羞与为伍,与哙为伍
雍容尔雅,雍容大雅
目眩神摇,目眩神迷
谨严,谨慎
就事,任职
形孤影只,形孤影寡
沿用,相沿
要紧,紧急
一落千丈,每况愈下
影踪,行踪
一溜,一瞥
一针一线,一丝一毫
日月无光,月黑风高
虚情假意,虚与委蛇
江翻海搅,江翻海沸
由浅入深,由表及里
星驰电发,星驰电掣
决然,毅然
羞怯,羞涩
永无止境,学无止境
扪虱谈兵,扪虱而谈
险阻,险峻
人命危浅,奄奄一息
记载,纪录
佳境渐入,渐入佳境
乙醇,酒精
如臂使指,驾轻就熟
言不二价,言无二价
用一当十,以一当十
没有,莫得
英隽,英俊
安葬,埋葬
即刻,马上
先斩后奏,先斩后闻
警悟,警醒
与世俯仰,与世沉浮
形孤影只,影单形只
美不胜收,目不暇接
心神不宁,心神不定
献策,献计
一溜,一行
眩惑,迷惑
眉花眼笑,眉欢眼笑
剿袭,袭取
谀媚,献媚
惊慌失措,焦头烂额
一日千里,一朝千里
心潮澎湃,心潮腾涌
闲言碎语,闲言闲语
暗送秋波,眉来眼去
远处,遥远
隐世无争,循规蹈矩
明白,明明
饥荒,饥馑
名山大川,名山胜川
有目共睹,显而易见
人定胜天,谋事在人
心无二用,心无旁骛
要地,要隘
救困扶危,救苦救难
热情奔放,热情洋溢
显耀,显赫
学习,研习
幼苗,新苗
延绵,绵延
鱼沉鸿断,鱼沉雁静
没石饮羽,没金饮羽
以夜继日,以夜续昼
心向往之,心弛神往
乳母,养娘
小家碧玉,窈窕淑女
怨气满腹,怨气冲天
酒池肉林,酒绿灯红
敬老慈幼,敬老慈少
娇羞答答,羞人答答
简短,简略
线索,脉络
久怀慕蔺,羡煞旁人
井中求火,缘木求鱼
柔情似水,柔情蜜意
揭橥,宣布
向来,原先
借水推船,借水行舟
浴血奋战,迎头痛击
冒充,假意
接纳,接受
明扬仄陋,明扬侧陋
惊心吊胆,惊心悼胆
浴血奋战,决一死战
言行一致,言行若一
名噪一时,名重一时
安如泰山,一路平安
一差两讹,一差二误
名存实亡,名过其实
矮笃笃,矮墩墩
狡猾,机诈
一忽儿,须臾
免职,解任
心活面软,心软意活
形单影只,形孤影寡
凶横,凶残
萧条,萧索
小批,小量
勇往直前,昂首阔步
以其人之道,将计就计
溢于言表,意在言外
有声有色,形神兼备
木人石心,木石心肠
际遇,曰镪
效力,效能
新妇,媳妇
洗雪,湔雪
家传户诵,家传人诵
见精识精,见经识经
遗闻逸事,遗闻琐事
机关算尽,机关用尽
细姨,小老婆
旧调重弹,习故守常
掩旗息鼓,偃旗息鼓
急风暴雨,急风骤雨
显祖荣宗,显祖扬宗
遗编断简,遗编绝简
有口难辩,有口难言
急口令,绕口令
一气呵成,下笔千言
俭朴,简朴
养虎留患,养虎贻患
形体,形骸
嫌隰行云,响彻云霄
进攻,进军
墨突不黔,席不暇暖
惺惺惜惺惺,惺惺相惜
以强凌弱,以弱胜强
截长补短,移东补西
静谧,寂静
以莛叩钟,以莛撞钟
一丘之貉,一路货色
一见如旧,一见如故
叶落归根,衣锦还乡
要冲,要路
脚踏实地,兢兢业业
精诚团结,精诚所至
讲话,语言
逾淮为枳,逾淮之橘
末尾,末了
哀莫大于心死,心灰意冷
名实相副,名实相符
协商,交涉
遗簪弊履,遗簪堕履
贻害无穷,遗患无穷
依次,循序
偃武兴文,偃武修文
检验,检查
辱国殃民,辱国殄民
坚不可摧,安如磐石
小心,谨慎
解铃系铃,心病还须心药治
捐赠,捐献
阴私,阴事
家反宅乱,家翻宅乱
小说,演义
烟消雾散,烟消云散
渺无音信,杳无音信
佼佼者,杰出人物
戏弄,愚弄
一人得道,鸡犬升天
夏天,炎天
应刃而解,迎刃而解
貌合神离,貌合心离
严紧,严密
爱理不理,爱答不理
一介不取,一介不苟
计日以待,计日可期
目无法纪,目无王法
醒目,显眼
心性,心肠
民心,民意
按部就班,循环渐进
样板,样品
毛羽未丰,羽毛未丰
一共,一切
懈怠,解㑊
寻求,摸索
嘻皮笑脸,油腔滑调
鷽鸠笑鹏,夜郎自大
如许,如此
献可替不,献替可否
冒昧,莽撞
有力,有劲
拒绝,拒却
迷惘,迷惑
熏莸不同器,熏莸异器
援救,援手
渺无音信,渺无音讯
急迫,急切
巨大,远大
骄傲,骄贵
游蜂浪蝶,油头光棍
精良,精致无比
节衣缩食,艰苦朴素
急变,遽变
精力,精气
幽微,隐微
骄气十足,心高气傲
决定,选择
描摹,形容
坚持,坚决
人才济济,人才云集
倚门卖笑,倚门卖俏
扬武耀威,耀武扬威
寻行数墨,寻章摘句
隐约,蒙胧
一文不名,阮囊羞涩
严惩不贷,严惩不待
鲜车健马,鲜车怒马
名目,项目
焰火,人烟
没衷一是,莫衷一是
一槌定音,一锤定音
心潮澎湃,热血沸腾
漫天遍地,漫天匝地
入室操戈,以子之矛
心知肚明,心中有数
居功自傲,居功自满
一会儿,已而
弱点,瑕疵
心烦虑乱,心烦意乱
虚弱,软弱
兴修,营建
一时半刻,一时半霎
精益求精,精雕细镂
心向往之,梦寐以求
饮水辨源,饮水思源
需要,需求
襟怀坦白,胸有城府
臆度,臆想
一溜,一排
融会贯通,举一反三
一世之雄,一世枭雄
挨肩叠背,挨肩擦膀
景象,局势
爷羹娘饭,爷饭娘羹
景观,景色
源清流洁,源清流净
毛发耸然,毛发悚然
玉石俱焚,玉石不分
面青唇白,面无人色
军器,军火
悠哉游哉,闲情逸致
节略,简略
下车伊始,新官上任
激励,勉励
想象,瞎想
晓示,晓谕
借交报仇,借身报仇
交际,应酬
今不如昔,每况愈下
软玉温香,软香温玉
精卫填海,坚韧不拔
嘻皮笑脸,油嘴滑舌
家传户颂,家传人诵
如获至宝,爱不忍释
一官半职,有职有权
惊呀,讶异
因为,原因
心直口快,信口雌黄
九死一生,急不可待
蒙昧无知,冥顽不灵
遗编坠简,遗编绝简
家眷,家属
如胶似漆,如胶投漆
雅人深致,雅人清致
如坐春风,如坐针毡
圆顶方趾,圆颅方趾
有效,有用
积重难返,积习难改
嫁鸡逐鸡,嫁狗随狗
日角偃月,日角插天
夭厉,疫疠
爱抚,爱护
敬老慈幼,敬老慈小
挹盈注虚,挹彼注此
一望无际,茫无涯际
夤缘,献媚
显然,较着
运载,运输
诱惑,迷惑
挨肩迭背,挨肩擦膀
江郎才尽,江淹梦笔
经受,接受
借酒浇愁,借酒消愁
以理服人,心服口服
淹死,灭顶
纡佩金紫,纡青佩紫
悦目,美观
截止,结束
噤若寒蝉,默不作声
吉星高照,吉人天相
惺忪,慵懒
严刑峻制,严刑峻法
下里巴人,雅俗共赏
磨砖作镜,磨砖成镜
相辅相成,相反相成
鱼升龙门,鱼跃龙门
佳构,杰作
久负盛名,名闻遐迩
截然有异,截然不同
休养,养息
一言中的,言中事隐
循名责实,按名责实
磨蹭,磨叽
莫逆之交,莫逆于心
有始有卒,有始有终
哀哀欲绝,哀天叫地
严以律己,引咎自责
响遏行云,响彻云宵
心里,心坎
一言半字,一言半辞
