剧本,脚本
鹊巢鸠占,鹊巢鸠据
无须,毋庸
企求,乞请
提高,进步
幻梦,幻景
涣若冰消,涣然冰释
山寨,盗窟
天地经纬,天经地纬
大刀阔斧,大马金刀
江翻海搅,江翻海沸
审查,检察
回报,答复
记载,纪录
网开一面,汤去三面
凋敝,衰微
没有,莫得
囚首垢面,囚首丧面
舍生忘死,视死若归
能言快说,能言快语
警悟,警醒
王公贵戚,王孙贵戚
五谷丰熟,五谷丰登
金城汤池,石城汤池
目不暇接,美不胜收
遏制,扼制
得意忘形,忘其所以
恩恩爱爱,卿卿我我
三瓦两舍,三瓦两巷
倘若,假诺
往事,旧事
饥荒,饥馑
清晰,清醒
培植,莳植
散工,短工
委宛,宛转
配偶,配头
实事求是,脚踏实地
雀角鼠牙,鼠牙雀角
世及,世袭
庞眉皓发,庞眉皓首
攀藤揽葛,攀藤附葛
担雪填井,担雪填河
遣言措意,遣辞措意
声气,声息
寒家,舍间
清词丽句,清辞丽句
剿灭,围剿
未尝,未始
前呼后拥,前呼后应
闻所未闻,闻所不闻
救困扶危,救苦救难
跌脚捶胸,跌脚槌胸
洪亮,清脆
今后,往后
权门,豪门
千人一面,千篇一律
升沉,起伏
涸鲋得水,涸鱼得水
没石饮羽,没金饮羽
混水捞鱼,混水摸鱼
黄齑淡饭,黄齑白饭
敬老慈幼,敬老慈少
目击耳闻,耳闻目睹
无赖,恶棍
天南海北,千里迢迢
遣将征兵,遣将调兵
打富济贫,杀富济贫
评头论脚,评头品足
疏懒,怠懈
迷濛,迷蒙
借水推船,借水行舟
讨债,索债
华文,汉文
通信,通讯
宏构,杰作
庞然大物,硕大无朋
明扬仄陋,明扬侧陋
事业,奇迹
万绪千端,千绪万端
惊心吊胆,惊心悼胆
随寓而安,随寓随安
名噪一时,名重一时
佳肴,好菜
善始善终,慎终如始
讨情,说情
推己及人,将心比心
井臼亲操,亲操井臼
飘萍断梗,飘蓬断梗
泥坑,泥塘
划算,合算
木人石心,木石心肠
华亭鹤唳,鹤唳华亭
收支,进出
说黑道白,说黄道黑
钦慕,敬慕
家传户诵,家传人诵
见精识精,见经识经
机关用尽,机关算尽
魂不守舍,湿魂洛魄
数目,数量
峭壁,陡壁
体贴,体恤
实用,适用
无所不包,巨细无遗
活路,生路
急风暴雨,急风骤雨
嚎叫,嗥叫
威风扫地,威信扫地
俊逸,飘逸
戴圆履方,戴天履地
号召,命令
水落归槽,水落归漕
会心,会意
山公,猴子
深根固本,深根固蒂
矫枉过正,枉矫过激
漫天掩地,铺天盖地
土洋并举,土洋结合
杞人之忧,杞国忧天
年轻力壮,身强力壮
近来,迩来
渺茫,飘渺
没头没脑,劈头盖脸
明争暗斗,尔虞我诈
牛毛细雨,蒙蒙细雨
四山五岳,三山五岳
埋怨,痛恨
巧夺天工,神工鬼斧
互市,通商
天寒地冻,千里冰封
精诚团结,精诚所至
轻徭薄赋,轻赋薄敛
弟子,门生
神奸巨猾,神奸巨蠹
秋高气爽,天高气清
闻名天下,闻名遐迩
妻离子散,家破人亡
话语,讲话
混俗和光,浑俗和光
何必,何苦
漫步,踱步
疼痛,痛楚
强化,深化
浩繁,浩瀚
对比,对照
蒙混过关,混水摸鱼
矫正,订正
调三惑四,调三斡四
大功告成,大功毕成
伺机,俟机
洞烛其奸,旁观者清
动作,手脚
家反宅乱,家翻宅乱
骑驴找驴,骑马找马
适应,顺应
丧胆,无畏
卧薪尝胆,含垢忍辱
接见,会晤
食不充口,食不餬口
合唱,齐唱
无影无踪,逃之夭夭
目无法纪,目无王法
民心,民意
奇奥,微妙
收容,收留
盘旋,挽回
侵占,侵入
曲调,调子
哄传,盛传
窃窃私语,切切私语
谋生,餬口
千方百计,多方百计
迷惑,迷惘
诞妄不经,荒诞不经
团鱼,甲鱼
天使,天神
和风细雨,和颜悦色
刷洗,清洗
抵死漫生,抵死谩生
夙怨,宿恨
党同伐异,党同妒异
跺脚,顿脚
大捷,大胜
杜门晦迹,杜门绝迹
渺无音信,渺无音讯
动人心弦,动人心魄
判词,判语
天真,生动
事项,事件
束缊请火,束缊举火
头破血流,头破血淋
琼浆玉液,青州从事
忘年之交,忘年之好
精力,精气
受宠若惊,闻宠若惊
市场,商场
文武双全,琴心剑胆
乌龟,王八
没衷一是,莫衷一是
视险如夷,视险若夷
道乏,道劳
守节,守志
爽然自失,茫然自失
缮写,誊写
伺隙,俟机
三灾八难,三灾六难
守正不挠,守正不阿
恶魔,魔鬼
死不足惜,死有余辜
鼠肝虫臂,鼠臂虮肝
平地,山地
大宗,巨额
切齿痛恨,痛心疾首
钓名沽誉,钓誉沽名
生死与共,同生共死
陶鸡瓦犬,土鸡瓦犬
世道人心,世道人情
景观,景色
及格,合格
大势所趋,急转直下
毛发耸然,毛发悚然
恶人,歹人
身分,地位
借交报仇,借身报仇
将来,未来
唾壶击碎,唾壶击缺
同心戮力,齐心合力
清客,篾片
殚思极虑,殚智竭力
徒托空言,徒陈空文
杀人,灭口
少不更事,少不经事
坚韧不拔,精卫填海
泰然处之,泰然自若
巨大,硕大
无休无止,没完没了
冥顽不灵,蒙昧无知
东飘西泊,东飘西荡
殊荣,盛誉
慢步,缓步
堤溃蚁孔,堤溃蚁穴
省察,省检
积重难返,积习难改
耐人寻味,耐人咀嚼
嫁狗随狗,嫁鸡逐鸡
怒斥,呼喝
鸟尽弓藏,兔死狗烹
违反,违背
倒运,晦气
生气,怄气
诗朋酒侣,诗朋酒友
升天,弃世
山崩钟应,铜山西崩
思想包袱,精神压力
肃穆,端庄
万古长存,万古千秋
透澈,透辟
借酒浇愁,借酒消愁
捧腹大笑,哈哈大笑
司空见惯,无独有偶
黄耳传书,黄耳寄书
俗语,俗话
假公济私,损公肥私
遁藏,躲藏
却之不恭,受之有愧
委任,委用
当初,起先
文华,文采
明亮,通亮
歪曲,误解
久负盛名,名闻遐迩
徒托空言,托之空言
决死,殊死
哇噻,哇塞
买卖,买卖
磨叽,磨蹭
仕途,宦途
坍塌,坍弛
曲解,误解
竭泽而渔,涸泽而渔
慢慢,缓缓
提取,提炼
遣词立意,遣词造意
抛戈弃甲,丢盔弃甲
明光烁亮,明光铮亮
省会,省垣
戒备森严,森严壁垒
文武全才,能文能武
就义,断送
抵制,抵当
积善,积德
祭奠,祭祀
屠龙之伎,屠龙之技
黄雀伺蝉,黄雀在后
山盟海誓,誓海盟山
惊喜交加,惊喜交集
夹击,夹攻
平素,素常
后生,青年
明公正道,明公正气
寒家,舍下
披发左衽,披发文身
坦然,平静
滑头,狡黠
三亲四眷,三亲六眷
品味,咀嚼
声气相投,声气相通
平辈,同辈
独出新裁,独具匠心
婉言,讳言
逆风,顶风
解散,散伙
少小,年少
千虑一得,千虑一失
莫名其妙,莫明其妙
倾销,推销
讲求,讲究
疏通,疏浚
妄言,妄语
童真,童趣
琐屑,琐细
评话,说书
木匠,木工
奢侈,奢靡
叔父,季父
昏庸,昏聩
肆虐,荼毒
浑沌,混沌
举足轻重,大有可观
杜渐防微,杜渐防萌
什袭珍藏,什袭而藏
食不求饱,食无求饱
进退为难,进退双难
诗礼之家,诗礼人家
无庸置疑,毋庸置疑
民贼独夫,独夫民贼
胜利,获胜
淡雅,素雅
吐心吐胆,倾心吐胆
披红戴花,披红挂彩
潜移默转,潜移默运
寝食难安,寝食不安
莫名其妙,咄咄怪事
惊天动地,石破天惊
健忘,忘记
火树琪花,火烛银花
确乎,确实
丢脸,丢丑
后嗣,后裔
几次,频频
坚守,据守
盗世欺名,钓名欺世
水火无交,清正廉洁
偏差,误差
千岁一时,千载一日
点金作铁,点金成铁
偏偏,偏巧
散发,披发
世世代代,千生万劫
加紧,加强
监主自盗,监守自盗
牝牡骊黄,黑白不分
殊效,特效
坦白,坦荡
三教九流,九流三教
批驳,回嘴
普度众生,普度群生
傻里傻气,傻头傻脑
前车可鉴,前车之鉴
君王,君主
桃来李答,投桃报李
明辨是非,是非分明
亲上做亲,亲上成亲
交织,交汇
视同陌路,视若路人
混作一谈,混为一谈
满腹狐疑,满腹疑团
倒塌,坍毁
河流,河道
事与愿违,救经引足
大海捞针,难如登天
竟然,居然
巫山云雨,巫山云雨
后代,儿女
危险,欠安
奸人,恶徒
大势已去,大事去矣
抒怀,抒情
陡立,低洼
合零为整,化零为整
深夜,午夜
失散,失踪
诗庭之训,诗礼之训
漂浮,漂流
天真,无邪
硕大无比,硕大无朋
门户之争,门户之见
捐身徇义,捐躯报国
顺路,顺道
失窃,失贼
轻率,武断
嗟来之食,嗟来之食
披沙拣金,披沙沥金
潜移嘿夺,潜移默夺
剑拔弩张,箭在弦上
陪侍,随侍
瓮牖绳枢,瓮牖桑枢
会餐,聚餐
破旧立新,鼎新革故
兔起凫举,兔起鹘落
思索,思虑
调兵遣将,遣将调兵
计穷势蹙,计穷势迫
外地,外埠
多艺多才,多材多艺
端详,端量
天上石麟,天上麒麟
物换星移,年复一年
审判,审讯
腾达,鼎盛
事迹,奇迹
抨击,晋级
亡魂丧魄,亡魂失魄
喊冤,声屈
继室,继配
拾掇,收拾
欺悔,欺凌
淮南鸡犬,淮王鸡狗
胡扯,胡说
景物,景致
卫护,戍卫
十万火急,火急火燎
念佛,念经
将功折罪,将功赎罪
徒劳无益,枉用心机
摸风,盗窃
端详,打量
会谈,漫谈
妙语,趣话
没精打彩,灰心丧气
推波助澜,煽风点火
失效,无效
平头百姓,平民百姓
拍子,球拍
升引,起用
金针度人,诲人不倦
合时,适时
淡薄,澹泊
恶衣恶食,恶衣粝食
全国,天下
少顷,片晌
敦世厉俗,敦风厉俗
始终不懈,始终不渝
定价,订价
毁约,失约
损坏,毁坏
霜露之思,霜露之悲
定亲,订婚
鸿章钜字,鸿篇巨制
度长絜大,度长絜短
化为乌有,化为泡影
轻裘缓带,轻裘缓辔
破绽,马脚
多愁善感,多情善感
基脚,基面
是非,短长
颂古非今,是古非今
瞒天要价,瞒天讨价
和解,妥协
呼卢喝雉,呼幺喝六
大惊失色,怛然失色
假手于人,假力于人
江翻海扰,江翻海沸
耳环,耳饰
天命,定数
号哭,号泣
坚持,维持
揭底,揭短
视若儿戏,视同儿戏
景星麟凤,景星庆云
土沟,地沟
提防,卫戍
取悦,趋奉
户枢不朽,户枢不蠹
茫无涯际,茫无边际
机不可失,时不我待
朦朦胧胧,模模糊糊
噗咚,噗哧
美景,胜景
接棒人,接班人
奸淫掳掠,荒淫无耻
丧生,去逝
天假之年,天假其年
明公正道,明堂正道
极品,精品
打尖,打顶
忘我,无私
缉获,缴获
丧家之犬,丧家之狗
权势,权威
瞒天昧地,瞒天瞒地
霹雷,霹雳
激昂,激悦
寒来暑往,暑往寒来
钉嘴铁舌,铁嘴钢牙
短兵相接,大打出手
偏听偏信,偏听则暗
大错特错,大谬不然
调谢,雕残
潜伏,潜在
肩摩毂击,门庭若市
好歹,好赖
洞察,明察
私货,黑货
鹄形菜色,面黄肌瘦
当令,适时
号寒啼饥,啼饥号寒
明眸皓齿,眉清目秀
骄恣,骄纵
涵养,素质
商业,贸易
失期,误期
胆小怕事,胆小如鼠
伤天害理,灭绝人性
仆仆风尘,四处奔波
受苦,受罪
合谋,同谋
屠夫,屠户
删改,批改
前进,挺进
闳言崇议,闳言高论
神思恍惚,精神恍惚
搜肠刮肚,挖空心思
酣歌恒舞,酣歌醉舞
等候,期待
贫嘴贱舌,尖嘴薄舌
甜密,甜美
十年寒窗,十年窗下
丧权辱国,卖国求荣
夺取,攫取
忽忽不乐,闷闷不乐
头面人物,首脑人物
沙场,疆场
唾骂,讥刺
噩耗,恶耗
大同小异,求同存异
桀骜难驯,桀敖不驯
夙敌,宿敌
惊弓之鸟,伤弓之鸟
十全,齐全
呜乎哀哉,寿终正寝
淡薄,淡漠
美酒佳肴,美味佳肴
稍微,稍稍
晚上,晚间
器材,器械
夺门而出,破门而出
帷灯匣剑,帷灯箧剑
代马依风,狐死首丘
攀车卧辙,攀辕卧辙
时绌举盈,时绌举赢
岂论,无论
棘地荆天,荆天棘地
亲密无间,手足之情
教材,讲义
急竹繁丝,急拍繁弦
默示,示意
忌讳,禁忌
失火,火灾
甩手,松手
浑然天成,浑然自成
回答,解答
会剿,围剿
金口玉音,金口玉言
和善,善良
敬拜,膜拜
审视,谛视
集腋为裘,集腋成裘
面临,面对
上吊,吊颈
尔诈我虞,尔虞我诈
世世代代,生生世世
贪婪,贪心
蚀本,赔本
酒色之徒,好色之徒
剖判,解析
豆乳,豆浆
家产,家当
揭箧担囊,揭箧探囊
假想,设想
咆哮,吼怒
坦然自若,气定神闲
鞠躬尽力,鞠躬尽力
随兴,随兴
居安思危,居安虑危
动作,举措
体格,体魄
挠腮撧耳,撧耳挠腮
天道好还,天理循环
玷辱,污辱
喊冤叫屈,鸣冤叫屈
通今博古,通古博今
断梗流萍,断梗浮萍
户给人足,家给民足
遁入空门,遁迹空门
救世济民,救民水火
绳子,绳索
地广人稀,地广人希
死而复活,死去活来
挥戈退日,挥戈回日
神志不清,昏天黑地
微不足道,太仓稊米
救亡图存,吊民伐罪
偷袭,狙击
头痒搔跟,头痛医脚
天经地义,江河行地
诗云子曰,诗云子曰
捎关打节,投机倒把
十恶不赦,罄竹难书
为丛驱雀,为渊驱鱼
生性,素性
歪曲,扭曲
收尾,扫尾
权衡,衡量
恶名,污名
密探,特务
奇形怪状,千奇百怪
升降,起落
独行独断,独断专行
气愤,脑怒
慢慢悠悠,慢条斯理
条款,条目
墨黑,漆黑
麻木,麻痹
徒弟,门徒
轻财敬士,轻财重士
大怒,盛怒
街坊四邻,街坊邻里
排头兵,茅头兵
七窍冒火,七窍生烟
景遇,景况
脱离,脱节
戛玉敲金,戛玉锵金
水月镜花,镜花水月
大失人望,大失所望
土壤,泥土
同一,统一
脚印,脚迹
偏听偏信,偏信则暗
泰山压卵,狮子搏兔
没日没夜,无天无日
万紫千红,花红柳绿
含英咀华,含菁咀华
代替,接替
明镜高悬,秦镜高悬
胡说白道,胡说乱道
缄口结舌,缄口无言
将胸比肚,将心比心
赌钱,赌博
匍匐,蒲伏
剃头,剃发
他杀,谋杀
奢望,奢想
时和岁丰,时和年丰
盛行,通行
识别,鉴别
梧鼠之技,梧鼠五技
大气磅礴,气壮山河
前去,前往
恬淡无为,清静无为
明亮,豁亮
三分鼎足,鼎足之势
急不择途,慌不择路
无地自容,汗颜无地
清宴,清晏
距离,间隔
打饥荒,闹饥荒
鸡飞狗叫,鸡飞狗跳
取舍,弃取
衰竭,衰败
摩砺以须,摩厉以须
奇丽,绮丽
均衡,平衡
胼胝手足,胼手胝足
投奔,投靠
地主,田主
寄存,寄放
摊开,铺开
平均,均匀
前卫,时尚
大半,泰半
生财之道,生财有道
农村,屯子
花哨,浓艳
五脏六腑,五藏六府
歧路亡羊,误入歧途
顽皮赖肉,顽皮赖骨
卖官鬻爵,卖官贩爵
合而为一,合二为一
当年,往时
五行俱下,五行并下
三头六臂,神通广大
同等,等同
骄兵必败,骄者必败
低吟,默读
企足而待,企踵可待
大势所趋,势在必行
扫地以尽,扫地出门
少不更事,年幼无知
二缶钟惑,二缶锺惑
居住,栖身
五行俱下,十行俱下
穷源溯流,穷源竟委
嗟叹,叹气
使性掼气,使性谤气
假人辞色,假以辞色
伪币,伪钞
断袖之癖,断袖余桃
大家风范,大将风度
金印紫绶,金章紫绶
机不可失,时不可失
无知,蒙昧
头前,头里
浅色,淡色
明明白白,清清楚楚
军队,队伍
断气,气绝
逃跑,逃遁
动手,脱手
破竹之势,势如破竹
贪赃舞弊,贪赃枉法
鹏程万里,鹏霄万里
文虎,灯谜
弃之敝屣,弃若敝屣
石匠,石工
经久,耐久
天孙,王孙
情同一家,情同骨肉
体无完皮,身无完肤
抨击,激进
千思万想,千思万虑
污七八糟,乌七八糟
花里胡哨,花里胡梢
前无古人,前所未闻
名门,望族
贫病交攻,贫病交迫
世外桃源,洞天福地
死拼,拼命
三十而立,而立之年
唯我独尊,唯吾独尊
年老,大哥
脱色,褪色
琐事,琐务
阶梯,门路
清灰冷火,清锅冷灶
千娇百媚,婀娜多姿
权倾中外,权倾天下
脱缰之马,脱缰野马
势力,气力
煽动,挑动
色胆包天,色胆迷天
短处,缺陷
剑头一吷,剑首一吷
豪放不羁,倜傥不羁
迥乎不同,迥然相异
凭空,捏造
三徙成国,三徙成都
无往不利,无往不胜
陪伴,陪同
呼之欲出,紧锣密鼓
奇谈怪论,海外奇谈
惟恐,生怕
寒冷,寒凉
土阶茅屋,土阶茅茨
乌合之众,群龙无首
鹤寿,鹤龄
枢纽,环节
天罗地网,天网恢恢
受奖,授奖
妙想天开,妙想天开
浅深,深浅
凭仗,凭借
望风希指,望风希旨
田园,家乡
黑乎乎,黑乌乌
掂量,衡量
翘足,跷足
矜恤,体恤
瓦解冰泮,瓦解冰消
停息,憩息
黄粱一梦,黄粱美梦
夙愿,素志
极目远望,极目远眺
东抹西涂,东涂西抹
谦恭,谦敬
千家万户,千门万户
绘制,绘图
求田问舍,问舍求田
吊丧,吊问
始创,首创
情有可原,无可非议
颓垣败壁,颓垣败井
碎尸万段,千刀万剐
摩顶至足,摩顶至踵
识字知书,识文谈字
劫数,劫运
荡漾,激荡
还朴反古,还淳反古
恢宏大度,豁达大度
邈若山河,邈若河山
汲汲忙忙,汲汲皇皇
寄卖,寄售
清风劲节,清风峻节
家数,门户
好天,晴天
去头去尾,掐头去尾
倒闭,破产
决策,决议
推心置腹,推诚置腹
对准,瞄准
宿世冤家,夙世冤家
悄然,阒然
设施,举措
胆怯,怯生
寒舍,蓬门
南郭先生,南郭处士
射石饮羽,弯弓饮羽
交际,寒暄
叫醒,唤醒
天夺之魄,天夺其魄
亲当矢石,身当矢石
简直,几乎
劝戒,劝阻
示威,请愿
桃之夭夭,逃之夭夭
前程似锦,锦绣前程
三尸,彭尸
丹青,图画
打滚撒泼,撒泼打滚
害群之马,跳梁小丑
箝制,遏抑
生机勃勃,生气蓬勃
漫条斯理,慢条斯理
倾心,神驰
探幽索隐,探赜索隐
送往迎来,送旧迎新
轰然,砰然
秋毫之末,轻于鸿毛
迷魂汤,迷魂药
斗而铸兵,斗而铸锥
三分鼎足,三分鼎立
五花八门,多种多样
嫁奁,嫁妆
生养,生育
胆战心摇,胆战心慌
失守,弃守
恶毒,恶劣
宿舍,寝室
假名,化名
阒无一人,茕茕孑立
浃髓沦肌,浃髓沦肌
乞援,请援
妩媚,娇媚
无耻之尤,无耻之徒
契机,机会
怯夫,懦夫
队列,队伍
伤疤,伤痕
圣洁,神圣
提及,说起
今夜,通宵
屁滚尿流,屎屁直流
举杯,碰杯
江流日下,江河日下
画蛇添足,适得其反
金灿灿,黄灿灿
畏缩不前,打退堂鼓
无与比伦,无可比拟
家属,眷属
呼天唤地,呼天号地
浇漓,浇薄
家反宅乱,家烦宅乱
假定,假设
家境,家景
捐募,捐献
上台,登场
胡涂,昏瞶
顿脚捶胸,顿足捶胸
夙兴夜处,夙兴昧旦
猛将,虎将
暮鼓晨钟,暮鼓朝钟
牛饮,豪饮
无本之木,无米之炊
片断,片段
守卫,守护
铁板铜弦,铜琶铁板
年轻,年青
温香艳玉,温香软玉
讴歌,颂赞
失张失智,失张失致
天佑,天助
点石成金,点铁成金
区分,划分
剪草除根,翦草除根
密密层层,密密麻麻
悔之晚矣,悔恨交加
欢悦,欢喜
恨入骨髓,恨之入骨
图谋,贪图
后头,后面
亡羊补牢,见兔顾犬
弯弯曲曲,曲曲折折
间隙,间隔
叵奈,叵耐
继而,进而
画虎刻鹄,画龙刻鹄
疾言倨色,疾言遽色
尖端,顶端
幻想,梦想
举头,抬头
期盼,期许
杜门却扫,杜门谢客
盘点,清点
头足异处,首足异处
视同一律,等量齐观
破矩为圆,破觚为圜
满谷满坑,满坑满谷
神色不动,神色不惊
精雕细琢,镌脾琢肾
妻离子散,荡析离居
进入,进去
激战,酣战
滑头,狡徒
当作,算作
对号入座,毫厘不爽
收缩,紧缩
矢在弦上,箭在弦上
狐朋狗友,狐群狗党
侯门似海,侯门如海
偶合,巧合
妙不可言,神乎其神
甜蜜,甜美
讥嘲,讥诮
守先待后,继往开来
民众,大家
极点,顶点
倾心,倾慕
金石之交,生死之交
马耳东风,马耳春风
僧衣,袈裟
将错就错,积非成是
幻想,胡想
东讨西伐,东讨西征
淘沙取金,淘沙得金
属员,手下
深闭固拒,深闭固距
随俗,顺俗
淡泊明志,淡然处之
潜逃,叛逃
生人,生手
动机,念头
天老地荒,地老天荒
井井有序,井井有绪
声誉,声望
删省,删节
撒泼,撒野
器度,器量
杜渐防微,杜绝后患
净水,清水
对手,敌手
数往知来,鉴往知来
怀才不遇,骥伏盐车
水楔不通,水泄不透
秋毫无犯,毫毛不犯
目录,目次
求饶,讨饶
无袖,马甲
朔月,满月
欢送,送别
天下一家,世界大同
衰年,颓龄
爽然自失,爽然若失
幻灭,破灭
脚色,角色
见教,见示
阒无一人,阒其无人
气义相投,气谊相投
鼠盗狗窃,鼠窃狗盗
今世,今生
对子,对联
蜻蜓点水,偶一为之
将遇良才,将遇良材
死乞白赖,死求白赖
亭亭玉立,婷婷玉立
年成,年景
清冷,清凉
年过花甲,年逾古稀
男婚女聘,男婚女嫁
嗜痂之癖,嗜痂成癖
何足挂齿,何足道哉
三曹对案,三头对案
室迩人遐,室迩人遥
麦秀两岐,麦穗两歧
买笑迎欢,买笑追欢
晦暗,昏花
受冤,含冤
玩耍,贪玩
皮里春秋,皮里阳秋
声泪俱下,嚎啕大哭
荷包,钱袋
磨杵作针,磨杵成针
强记博闻,强识博闻
大权独揽,大权在握
上苍,青天
交加,交集
箭不虚发,弹无虚发
无尽无休,没完没了
沏茶,泡茶
牛刀小试,铅刀一割
寄递,递送
恢复,还原
疲塌,拖沓
污水,浑水
申请,请求
囚徒,监犯
减慢,降速
含齿戴发,戴眉含齿
晚年,末年
活埋,生坑
坚守,死守
甜言美语,甜言媚语
九关虎豹,九阍虎豹
视如敝屣,弃如敝屣
去太去甚,去甚去泰
顶嘴,顶撞
溺毙,溺死
恶意中伤,恶语中伤
泰平,平安
谋害,密谋
水长船高,水涨船高
琵琶别弄,琵琶别抱
得势,得宠
明验大效,明验大效
对证,对质
首尾相连,首尾相继
缪种流传,谬种流传
唾壶敲缺,唾壶击缺
换班,调班
茫乎,茫然
颊上三毛,颊上三毫
动工,施工
桑户棬枢,桑户蓬枢
郊野,田野
嘉奖,嘉勉
抵拒,抵挡
断壁残垣,断壁颓垣
维护,维持
权宜之计,权宜之策
麻木不仁,多管闲事
贪嘴,贪吃
忘寝废食,忘餐废寝
倩丽,美艳
大兴土木,鸠工庀材
千岩万壑,千峰万壑
物业,家当
琐屑,琐碎
前途,前程
台启,台览
谋事在人,事在人为
敏感,明锐
家支,家谱
集会,会议
端本正源,端本澄源
轻微,轻细
偷合取容,偷合苟容
火化,火葬
患难与共,同病相怜
模仿,师法
腻滑,滑润
送丧,送葬
局促,忐忑
淡然置之,等闲视之
市无二价,市不二价
通知,通告
寝不成寐,寝不聊寐
涕泪交加,涕泪交集
棋布星罗,棋布星陈
千灾百难,多灾多难
前仆后继,前赴后继
清汤寡水,清茶淡饭
呼唤,呼叫
戟指嚼舌,戟指怒目
名流,绅士
密密层层,密密丛丛
实情,酒精
山珍海味,山肴野蔌
忌妒,妒忌
怀疑,思疑
挑选,挑拣
投井下石,投阱下石
堆栈,货仓
叮咛,叮咛
盛气临人,盛气凌人
切题,贴题
守时,定时
佳兆,吉兆
泰初,太古
三缄其口,道路以目
提醒,提示
敬让,推让
横七竖八,东横西倒
爽性,所幸
通俗文学,民间文学
文官,文臣
妙手,好手
将计就计,将机就计
何如,奈何
厚待,厚遇
身无寸铁,手无寸铁
添枝增叶,添枝接叶
审核,稽核
黑压压,黑忽忽
叹惋,叹惜
师心自是,师心自用
雕塑,雕塑
进退无路,进退无门
点头,拍板
同年,同庚
破涕为笑,破颜一笑
逃避,回避
锦心绣腹,锦心绣口
马工枚速,马迟枚疾
金相玉式,金相玉映
扑打,扑挞
什物,实物
目目相觑,面面相觑
大煞风景,大煞风趣
完工,完竣
鹄峙鸾停,鹄峙鸾停
上头,上面
势均力敌,平分秋色
气愤,气忿
听任,听凭
后援,后盾
到手,得手
欢呼,欢叫
曲意承迎,曲意逢迎
身历其境,身当其境
贱人,贱货
扫地以尽,扫地俱尽
呵欠,欠伸
散落,洒落
伪装,假装
委婉,婉约
束手坐视,束手旁观
当今,目前
陡峻,陡峭
停战,寝兵
五零二落,五零四散
莫测高深,神秘莫测
紧张,急急
枉费,徒劳
节奏,节律
恢宏大度,恢廓大度
呜咽,啼哭
及时,实时
东奔西走,东跑西颠
熟能生巧,久经沙场
当头一棒,当头棒喝
难解,难懂
拾零,琐闻
情报,谍报
无思无虑,无虑无思
铁心,死心
悔过,悔悟
牌坊,牌楼
室迩人远,室迩人遥
速度,速率
价廉物美,物美价廉
径情直行,径情直遂
淡然,漠然
投闲置散,牛鼎烹鸡
涣发大号,涣汗大号
破涕为笑,破愁为笑
望尘拜伏,望尘而拜
弄神弄鬼,弄神弄鬼
识途老马,大方之家
涂歌巷舞,涂歌邑诵
鼎足而居,鼎足而立
后世,儿女
胡思乱量,胡思乱想
对抗,匹敌
马不解鞍,马不停蹄
劝说,劝告
头绪,脉络
眉飞眼笑,眉欢眼笑
阶层,阶级
属目,夺目
首屈一指,数一数二
桃红柳绿,景色宜人
毫不,绝不
设计,设想
敲金击玉,敲金击石
塞责,唐塞
九鼎大吕,黄钟大吕
气冲霄汉,气冲斗牛
为非作歹,为非作恶
倾诉,倾吐
七擒七纵,七擒七纵
深计远虑,深思远虑
结义,结拜
狐埋狐扬,狐埋狐搰
定则,定章
试吃,品尝
忽闪,闪烁
低头搭脑,低头耷脑
大厦将颠,大厦将倾
女士,密斯
渐至佳境,渐入佳境
忌惮,畏忌
属下,手下
品评,批评
贺喜,道贺
断命,去逝
交纳,缴纳
磨折,磨难
逆坂走丸,逆阪走丸
文官,文吏
送往迎来,送去迎来
寒微,微贱
韩寿分香,韩寿偷香
颠来播去,颠来簸去
善政,德政
启示,启迪
世态炎凉,酸甜苦辣
四周,角落
话里有话,大有文章
上下同心,上下同欲
敲山振虎,敲山震虎
探伤,探测
玩具,玩物
男大须婚,男大当婚
识时达变,识时通变
申明,声名
攀花折柳,眠花卧柳
饯行,送行
受之无愧,当之无愧
独自,单独
马队,骑兵
断章截句,断章摘句
求道于盲,问道于盲
坚信不疑,深信不疑
旁推侧引,旁指曲谕
说古谈今,说今道古
明查暗访,明察暗访
命运,气运
喝斥,呵责
季世,末世
伤心,酸心
接壤,交界
螳臂挡车,螳臂当车
借尸还魂,借尸还阳
当场出丑,当场出彩
迷人眼目,欺人之谈
黄口孺子,黄口小儿
好奇,奇怪
缓急轻重,轻重缓急
画图,绘图
佩带,佩戴
挤眉弄眼,弄眉挤眼
私信,私函
邈以山河,邈若河山
势合形离,貌合神离
其貌不扬,蛇头鼠眼
维系,结合
绘制,绘画
恶妻,泼妇
启动,驱动
慰藉,慰问
假寓,定居
无边无际,海阔天高
谈笑自若,泰然自若
灰头土脸,灰头土面
迷而不反,迷而不返
焦头烂额,头焦额烂
聚米为山,聚米为谷
惋惜,惘然
歹心,黑心
田鸡,青蛙
失张失志,失张失致
恃才傲物,矜才使气
